COUNTRYCODE,YEAR,TERTIARYCOMPLETIONRATE,EDUCATIONGDPSHARE,NOBELLAUREATES,PATENTFILINGS
CAN,1977,,6.71092,,24118.0
CHE,1977,,4.49637,,5542.0
CHE,1977,,4.49637,,10801.0
CHL,1977,,,,200.0
CHL,1977,,,,546.0
CHN,1977,,1.74954,,
COD,1977,,,,118.0
COD,1977,,,,4.0
COL,1977,,,,69.0
COL,1977,,,,549.0
CRI,1977,,,,9.0
CRI,1977,,,,96.0
CUB,1977,,,,152.0
CUB,1977,,,,51.0
CYP,1977,,3.38549,,59.0
CZE,1977,,,,6984.0
CZE,1977,,,,2183.0
DEU,1977,,,,4166.0
DEU,1977,,,,1841.0
DEU,1977,,,,30247.0
DEU,1977,,,,30154.0
DNK,1977,,5.67212,,832.0
DNK,1977,,5.67212,,5055.0
DOM,1977,,,,9.0
DOM,1977,,,,112.0
DZA,1977,,,,11.0
DZA,1977,,,,422.0
ECU,1977,,2.41884,,27.0
ECU,1977,,2.41884,,173.0
EGY,1977,,4.54958,,58.0
EGY,1977,,4.54958,,670.0
ESP,1977,,2.07717,,1863.0
ESP,1977,,2.07717,,9040.0
ETH,1977,,2.15986,,
FIN,1977,,,,1240.0
FIN,1977,,,,2751.0
FJI,1977,,,,1.0
FJI,1977,,,,17.0
FRA,1977,,4.43521,,11811.0
FRA,1977,,4.43521,,28167.0
GBR,1977,,6.06335,,21114.0
GBR,1977,,6.06335,,33309.0
GHA,1977,,6.09528,,75.0
GRC,1977,,1.49373,,4.0
GRC,1977,,1.49373,,15.0
GRC,1977,,1.49373,,8.0
GRC,1977,,1.49373,,13.0
GRC,1977,,1.49373,,3.0
GRC,1977,,1.49373,,8.0
GRC,1977,,1.49373,,4.0
GRC,1977,,1.49373,,71.0
GRC,1977,,1.49373,,234.0
GRC,1977,,1.49373,,8.0
GRC,1977,,1.49373,,11.0
GRC,1977,,1.49373,,3.0
GRC,1977,,1.49373,,133.0
GRC,1977,,1.49373,,75.0
GRC,1977,,1.49373,,1288.0
GRC,1977,,1.49373,,1.0
GRC,1977,,1.49373,,14.0
GRC,1977,,1.49373,,2.0
GRC,1977,,1.49373,,6.0
GRC,1977,,1.49373,,1.0
GRC,1977,,1.49373,,109.0
GRC,1977,,1.49373,,32.0
GRC,1977,,1.49373,,1.0
GRC,1977,,1.49373,,11.0
GRC,1977,,1.49373,,3.0
GRC,1977,,1.49373,,1.0
GRC,1977,,1.49373,,19.0
GRC,1977,,1.49373,,8.0
GRC,1977,,1.49373,,1.0
GRC,1977,,1.49373,,1.0
GRC,1977,,1.49373,,20.0
GRC,1977,,1.49373,,2.0
GRC,1977,,1.49373,,314.0
GRC,1977,,1.49373,,1.0
GRC,1977,,1.49373,,2.0
GUY,1977,,7.08873,,
HKG,1977,,2.21924,,
HND,1977,,,,5.0
HND,1977,,,,19.0
HTI,1977,,,,1.0
HTI,1977,,,,24.0
HUN,1977,,3.6053,,1140.0
HUN,1977,,3.6053,,1468.0
IDN,1977,,,,2.0
IDN,1977,,,,397.0
IND,1977,,,,1186.0
IND,1977,,,,1702.0
IRL,1977,,5.08532,,348.0
IRL,1977,,5.08532,,2319.0
IRN,1977,,5.41626,,132.0
IRN,1977,,5.41626,,1687.0
IRQ,1977,,3.85705,,5.0
IRQ,1977,,3.85705,,116.0
ISL,1977,,,,13.0
ISL,1977,,,,41.0
ISR,1977,,5.58702,,508.0
ISR,1977,,5.58702,,2021.0
ITA,1977,,,,24199.0
JAM,1977,,6.02652,,9.0
JAM,1977,,6.02652,,53.0
JOR,1977,,3.6799,,1.0
JOR,1977,,3.6799,,34.0
JPN,1977,,4.73745,,135991.0
JPN,1977,,4.73745,,25015.0
KEN,1977,,5.13632,,122.0
KOR,1977,,2.42642,,1177.0
KOR,1977,,2.42642,,1962.0
KWT,1977,,3.36867,,
LBY,1977,,4.12383,,
LKA,1977,,,,36.0
LKA,1977,,,,82.0
LUX,1977,,3.6938,,86.0
LUX,1977,,3.6938,,2209.0
MAR,1977,,6.08425,,18.0
MAR,1977,,6.08425,,365.0
MCO,1977,,,,5.0
MCO,1977,,,,46.0
MDG,1977,,5.05395,,
MEX,1977,,,,266.0
MEX,1977,,,,3188.0
MLT,1977,,3.89761,,2.0
MLT,1977,,3.89761,,12.0
MMR,1977,,1.63782,,
MUS,1977,,4.3819,,20.0
MWI,1977,,,,29.0
NIC,1977,,,,4.0
NIC,1977,,,,113.0
NLD,1977,,6.18251,,1960.0
NLD,1977,,6.18251,,12669.0
NOR,1977,,5.97281,,817.0
NOR,1977,,5.97281,,3710.0
NPL,1977,,,,1.0
NPL,1977,,,,1.0
NZL,1977,,4.45267,,1055.0
NZL,1977,,4.45267,,2080.0
PAK,1977,,2.14983,,20.0
PAK,1977,,2.14983,,454.0
PAN,1977,,4.28096,,12.0
PAN,1977,,4.28096,,74.0
PER,1977,,,,86.0
PER,1977,,,,411.0
PHL,1977,,,,127.0
PHL,1977,,,,1149.0
PNG,1977,,7.38971,,
POL,1977,,,,6641.0
POL,1977,,,,2023.0
PRI,1977,,6.38757,,
PRK,1977,,,,1286.0
PRT,1977,,,,79.0
PRT,1977,,,,1324.0
QAT,1977,,1.97006,,
ROU,1977,,,,3056.0
ROU,1977,,,,853.0
RUS,1977,,,,121647.0
RUS,1977,,,,4038.0
RWA,1977,,2.15021,,6.0
SGP,1977,,2.4508,,4.0
SGP,1977,,2.4508,,529.0
SLE,1977,,,,9.0
SLV,1977,,,,8.0
SLV,1977,,,,31.0
SRB,1977,,,,1978.0
SRB,1977,,,,1193.0
SWE,1977,,,,4503.0
SWE,1977,,,,10476.0
SWZ,1977,,3.9443,,14.0
SYC,1977,,,,4.0
SYR,1977,,5.71442,,
THA,1977,,3.21512,,
TTO,1977,,,,14.0
TTO,1977,,,,127.0
TUN,1977,,,,17.0
TUN,1977,,,,232.0
TUR,1977,,,,119.0
TUR,1977,,,,659.0
TZA,1977,,,,71.0
UGA,1977,,,,33.0
URY,1977,,,,59.0
URY,1977,,,,142.0
USA,1977,,,6.0,62863.0
USA,1977,,,6.0,38068.0
USA,1977,,,6.0,62863.0
USA,1977,,,6.0,38068.0
USA,1977,,,6.0,62863.0
USA,1977,,,6.0,38068.0
USA,1977,,,6.0,62863.0
USA,1977,,,6.0,38068.0
USA,1977,,,6.0,62863.0
USA,1977,,,6.0,38068.0
USA,1977,,,6.0,62863.0
USA,1977,,,6.0,38068.0
VEN,1977,,5.25666,,440.0
VEN,1977,,5.25666,,2025.0
WSM,1977,,,,3.0
YEM,1977,,,,7.0
ZAF,1977,,,,4762.0
ZAF,1977,,,,2966.0
ZMB,1977,,5.69251,,94.0
AFR,1978,,,,18.0
AFR,1978,,,,329.0
ARG,1978,,1.93555,,1574.0
ARG,1978,,1.93555,,2862.0
AUS,1978,,6.00085,,4558.0
AUS,1978,,6.00085,,9573.0
AUT,1978,,5.15979,,2303.0
AUT,1978,,5.15979,,7081.0
BDI,1978,,,,4.0
BEL,1978,,5.43634,,1000.0
BEL,1978,,5.43634,,9683.0
BFA,1978,,1.67983,,
BGD,1978,,,,27.0
BGD,1978,,,,122.0
BGR,1978,,,,2949.0
BGR,1978,,,,649.0
BHR,1978,,,,33.0
BHS,1978,,,,3.0
BHS,1978,,,,26.0
BOL,1978,,,,28.0
BOL,1978,,,,105.0
BRA,1978,,,,8680.0
BRN,1978,,2.11424,,
BTN,1978,,2.51002,,
BWA,1978,,5.95214,,
CAF,1978,,3.17053,,
CAN,1978,,7.07383,,1838.0
CAN,1978,,7.07383,,23131.0
CHE,1978,,4.37052,3.0,4555.0
CHE,1978,,4.37052,3.0,8759.0
CHE,1978,,4.37052,3.0,4555.0
CHE,1978,,4.37052,3.0,8759.0
CHE,1978,,4.37052,3.0,4555.0
CHE,1978,,4.37052,3.0,8759.0
CHL,1978,,3.07045,,132.0
CHL,1978,,3.07045,,561.0
CHN,1978,,1.95884,,
CIV,1978,,6.75367,,
COD,1978,,,,114.0
COD,1978,,,,3.0
COG,1978,,8.41331,,
COL,1978,,,,55.0
COL,1978,,,,449.0
CRI,1978,,,,27.0
CRI,1978,,,,101.0
CUB,1978,,,,90.0
CUB,1978,,,,65.0
CYP,1978,,3.31234,,42.0
CZE,1978,,,,7136.0
CZE,1978,,,,2064.0
DEU,1978,,,,5692.0
DEU,1978,,,,1974.0
DEU,1978,,,,30308.0
DEU,1978,,,,28184.0
DNK,1978,,5.75347,,938.0
DNK,1978,,5.75347,,4946.0
DOM,1978,,,,10.0
DOM,1978,,,,158.0
DZA,1978,,,,7.0
DZA,1978,,,,455.0
ECU,1978,,,,34.0
ECU,1978,,,,171.0
EGY,1978,,4.94112,,77.0
EGY,1978,,4.94112,,675.0
ESP,1978,,2.23073,,1804.0
ESP,1978,,2.23073,,9064.0
ETH,1978,,1.93494,,
EUR,1978,,,,3598.0
FIN,1978,,,,1329.0
FIN,1978,,,,2730.0
FJI,1978,,,,3.0
FJI,1978,,,,12.0
FRA,1978,,4.34511,,11445.0
FRA,1978,,4.34511,,25692.0
GBR,1978,,,1.0,19384.0
GBR,1978,,,1.0,30940.0
GHA,1978,,,,39.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,17.0
GRC,1978,,1.6857,,5.0
GRC,1978,,1.6857,,24.0
GRC,1978,,1.6857,,7.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,5.0
GRC,1978,,1.6857,,7.0
GRC,1978,,1.6857,,104.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,2.0
GRC,1978,,1.6857,,226.0
GRC,1978,,1.6857,,6.0
GRC,1978,,1.6857,,21.0
GRC,1978,,1.6857,,3.0
GRC,1978,,1.6857,,151.0
GRC,1978,,1.6857,,82.0
GRC,1978,,1.6857,,1510.0
GRC,1978,,1.6857,,15.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,116.0
GRC,1978,,1.6857,,44.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,8.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,2.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,24.0
GRC,1978,,1.6857,,6.0
GRC,1978,,1.6857,,2.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,3.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,1.0
GRC,1978,,1.6857,,14.0
GRC,1978,,1.6857,,15.0
GRC,1978,,1.6857,,319.0
GRC,1978,,1.6857,,10.0
HKG,1978,,2.32255,,
HND,1978,,2.01905,,11.0
HND,1978,,2.01905,,55.0
HTI,1978,,,,9.0
HTI,1978,,,,7.0
HUN,1978,,3.72723,,1272.0
HUN,1978,,3.72723,,1547.0
IDN,1978,,,,9.0
IDN,1978,,,,463.0
IND,1978,,,,1173.0
IND,1978,,,,1799.0
IRL,1978,,5.06761,,333.0
IRL,1978,,5.06761,,2250.0
IRN,1978,,,,114.0
IRN,1978,,,,1667.0
IRQ,1978,,,,28.0
IRQ,1978,,,,157.0
ISL,1978,,,,10.0
ISL,1978,,,,43.0
ISR,1978,,6.33381,,632.0
ISR,1978,,6.33381,,1989.0
ITA,1978,,3.78036,,24845.0
JAM,1978,,,,10.0
JAM,1978,,,,74.0
JOR,1978,,3.68163,,
JPN,1978,,4.79044,,141517.0
JPN,1978,,4.79044,,24575.0
KEN,1978,,,,101.0
KOR,1978,,,,989.0
KOR,1978,,,,3026.0
KWT,1978,,4.08185,,
LBR,1978,,6.99484,,
LKA,1978,,,,29.0
LKA,1978,,,,81.0
LUX,1978,,4.33933,,111.0
LUX,1978,,4.33933,,1825.0
MAR,1978,,6.20183,,23.0
MAR,1978,,6.20183,,354.0
MCO,1978,,,,30.0
MCO,1978,,,,47.0
MEX,1978,,,,817.0
MEX,1978,,,,3676.0
MLI,1978,,3.55959,,
MLT,1978,,3.34883,,5.0
MLT,1978,,3.34883,,11.0
MMR,1978,,1.64366,,
MUS,1978,,5.49202,,3.0
MUS,1978,,5.49202,,17.0
MWI,1978,,,,1.0
MWI,1978,,,,35.0
NGA,1978,,,,6.0
NGA,1978,,,,506.0
NIC,1978,,,,3.0
NIC,1978,,,,103.0
NLD,1978,,6.18442,,2011.0
NLD,1978,,6.18442,,10669.0
NOR,1978,,6.44438,,774.0
NOR,1978,,6.44438,,3665.0
NPL,1978,,,,1.0
NPL,1978,,,,1.0
NZL,1978,,4.53253,,1065.0
NZL,1978,,4.53253,,2100.0
PAK,1978,,2.20418,,31.0
PAK,1978,,2.20418,,456.0
PAN,1978,,3.60598,,9.0
PAN,1978,,3.60598,,89.0
PER,1978,,,,113.0
PER,1978,,,,333.0
PHL,1978,,,,129.0
PHL,1978,,,,1271.0
POL,1978,,,,7030.0
POL,1978,,,,1784.0
PRI,1978,,6.68103,,
PRK,1978,,,,1986.0
PRT,1978,,2.90048,,120.0
PRT,1978,,2.90048,,1438.0
QAT,1978,,2.77697,,
ROU,1978,,,,2568.0
ROU,1978,,,,780.0
RUS,1978,,,3.0,140092.0
RUS,1978,,,3.0,3456.0
RUS,1978,,,3.0,140092.0
RUS,1978,,,3.0,3456.0
RUS,1978,,,3.0,140092.0
RUS,1978,,,3.0,3456.0
RWA,1978,,2.23247,,1.0
SGP,1978,,2.291,,2.0
SGP,1978,,2.291,,632.0
SLV,1978,,,,21.0
SLV,1978,,,,99.0
SOM,1978,,,,2.0
SOM,1978,,,,7.0
SRB,1978,,,,1968.0
SRB,1978,,,,1166.0
SWE,1978,,,,4556.0
SWE,1978,,,,8917.0
SWZ,1978,,5.79652,,27.0
SYC,1978,,,,1.0
SYR,1978,,5.51426,,7.0
SYR,1978,,5.51426,,111.0
TTO,1978,,,,4.0
TTO,1978,,,,117.0
TUN,1978,,,,5.0
TUN,1978,,,,210.0
TUR,1978,,4.34774,,89.0
TUR,1978,,4.34774,,429.0
UGA,1978,,,,31.0
URY,1978,,,,45.0
URY,1978,,,,196.0
USA,1978,,,,61441.0
USA,1978,,,,39475.0
VEN,1978,,,,194.0
VEN,1978,,,,2048.0
WSM,1978,,,,2.0
ZAF,1978,,,,4436.0
ZAF,1978,,,,2965.0
ZMB,1978,,4.74075,,106.0
ZMB,1978,,4.74075,,1.0
AFR,1979,,,,6.0
AFR,1979,,,,278.0
ARG,1979,,2.40028,,1314.0
ARG,1979,,2.40028,,3168.0
AUS,1979,,5.88913,,4744.0
AUS,1979,,5.88913,,9896.0
AUT,1979,,5.03816,,2446.0
AUT,1979,,5.03816,,5770.0
BDI,1979,,2.80336,,1.0
BEL,1979,,5.38035,,853.0
BEL,1979,,5.38035,,6864.0
BGD,1979,,1.13093,,31.0
BGD,1979,,1.13093,,100.0
BGR,1979,,,,3431.0
BGR,1979,,,,719.0
BHR,1979,,,,41.0
BHS,1979,,,,1.0
BHS,1979,,,,36.0
BOL,1979,,,,15.0
BOL,1979,,,,119.0
BRA,1979,,,,1958.0
BRA,1979,,,,6644.0
BRB,1979,,,,33.0
BRN,1979,,1.54552,,
BTN,1979,,3.47624,,
BWA,1979,,6.14173,,
CAN,1979,,6.6922,,1796.0
CAN,1979,,6.6922,,22516.0
CHE,1979,,4.3477,,4441.0
CHE,1979,,4.3477,,7099.0
CHL,1979,,3.48237,,148.0
CHL,1979,,3.48237,,589.0
CHN,1979,,2.14805,,
CIV,1979,,8.23139,,
COD,1979,,,,87.0
COD,1979,,,,11.0
COG,1979,,7.03814,,
COL,1979,,1.75434,,45.0
COL,1979,,1.75434,,375.0
CRI,1979,,,,30.0
CRI,1979,,,,77.0
CUB,1979,,,,119.0
CUB,1979,,,,75.0
CYP,1979,,3.35313,,2.0
CYP,1979,,3.35313,,52.0
CZE,1979,,,,7456.0
CZE,1979,,,,2156.0
DEU,1979,,,,6112.0
DEU,1979,,,,1814.0
DEU,1979,,,,30879.0
DEU,1979,,,,24305.0
DNK,1979,,5.58649,,895.0
DNK,1979,,5.58649,,4645.0
DZA,1979,,7.18201,,5.0
DZA,1979,,7.18201,,419.0
ECU,1979,,,,23.0
ECU,1979,,,,147.0
EGY,1979,,,,61.0
EGY,1979,,,,723.0
ESP,1979,,2.33805,,1893.0
ESP,1979,,2.33805,,8966.0
ETH,1979,,2.00423,,
EUR,1979,,,,11284.0
FIN,1979,,4.79691,,1384.0
FIN,1979,,4.79691,,2711.0
FJI,1979,,5.19761,,1.0
FJI,1979,,5.19761,,29.0
FRA,1979,,4.28116,,11303.0
FRA,1979,,4.28116,,20871.0
GBR,1979,,,,19468.0
GBR,1979,,,,25198.0
GHA,1979,,2.31135,,37.0
GRC,1979,,,,2.0
GRC,1979,,,,1.0
GRC,1979,,,,18.0
GRC,1979,,,,15.0
GRC,1979,,,,16.0
GRC,1979,,,,5.0
GRC,1979,,,,2.0
GRC,1979,,,,2.0
GRC,1979,,,,6.0
GRC,1979,,,,112.0
GRC,1979,,,,1.0
GRC,1979,,,,5.0
GRC,1979,,,,1.0
GRC,1979,,,,238.0
GRC,1979,,,,5.0
GRC,1979,,,,22.0
GRC,1979,,,,2.0
GRC,1979,,,,171.0
GRC,1979,,,,81.0
GRC,1979,,,,1346.0
GRC,1979,,,,2.0
GRC,1979,,,,24.0
GRC,1979,,,,10.0
GRC,1979,,,,1.0
GRC,1979,,,,141.0
GRC,1979,,,,25.0
GRC,1979,,,,1.0
GRC,1979,,,,9.0
GRC,1979,,,,4.0
GRC,1979,,,,1.0
GRC,1979,,,,1.0
GRC,1979,,,,1.0
GRC,1979,,,,40.0
GRC,1979,,,,4.0
GRC,1979,,,,1.0
GRC,1979,,,,2.0
GRC,1979,,,,2.0
GRC,1979,,,,2.0
GRC,1979,,,,28.0
GRC,1979,,,,1.0
GRC,1979,,,,9.0
GRC,1979,,,,1.0
GRC,1979,,,,357.0
GRC,1979,,,,2.0
GRC,1979,,,,4.0
GRD,1979,,,,22.0
GUY,1979,,9.37787,,
HND,1979,,2.01299,,27.0
HUN,1979,,3.70743,,1346.0
HUN,1979,,3.70743,,1671.0
IDN,1979,,,,12.0
IDN,1979,,,,465.0
IND,1979,,,,1053.0
IND,1979,,,,1857.0
IRL,1979,,5.28813,,352.0
IRL,1979,,5.28813,,2181.0
IRN,1979,,,,64.0
IRN,1979,,,,756.0
IRQ,1979,,,,37.0
IRQ,1979,,,,183.0
ISL,1979,,,,9.0
ISL,1979,,,,45.0
ISR,1979,,6.41399,,595.0
ISR,1979,,6.41399,,2120.0
ITA,1979,,4.16373,,19169.0
JAM,1979,,,,6.0
JAM,1979,,,,67.0
JOR,1979,,5.08173,,49.0
JPN,1979,,4.95001,,150623.0
JPN,1979,,4.95001,,23946.0
KEN,1979,,,,99.0
KOR,1979,,3.01883,,1034.0
KOR,1979,,3.01883,,3688.0
KWT,1979,,3.42856,,
LKA,1979,,2.56743,,53.0
LKA,1979,,2.56743,,174.0
LUX,1979,,4.40278,,88.0
LUX,1979,,4.40278,,1210.0
MAR,1979,,6.31548,,29.0
MAR,1979,,6.31548,,362.0
MCO,1979,,,,17.0
MCO,1979,,,,50.0
MDG,1979,,3.97033,,
MEX,1979,,,,726.0
MEX,1979,,,,4448.0
MLI,1979,,,,8.0
MLT,1979,,3.15364,,2.0
MLT,1979,,3.15364,,17.0
MUS,1979,,,,11.0
MWI,1979,,,,2.0
MWI,1979,,,,35.0
MYS,1979,,5.08761,,
NLD,1979,,6.09033,,2049.0
NLD,1979,,6.09033,,7384.0
NOR,1979,,,,793.0
NOR,1979,,,,3557.0
NZL,1979,,4.46766,,1124.0
NZL,1979,,4.46766,,2087.0
PAK,1979,,2.19807,,30.0
PAK,1979,,2.19807,,375.0
PAN,1979,,3.64255,,
PER,1979,,,,102.0
PER,1979,,,,306.0
PHL,1979,,,,144.0
PHL,1979,,,,1327.0
POL,1979,,,,6788.0
POL,1979,,,,1800.0
PRK,1979,,,,2312.0
PRT,1979,,2.6993,,96.0
PRT,1979,,2.6993,,1510.0
ROU,1979,,,,2751.0
ROU,1979,,,,869.0
RUS,1979,,,,153751.0
RUS,1979,,,,3999.0
RWA,1979,,2.44128,,7.0
SGP,1979,,2.24925,,864.0
SLE,1979,,,,25.0
SLV,1979,,,,16.0
SLV,1979,,,,127.0
SRB,1979,,,,2033.0
SRB,1979,,,,1189.0
SWE,1979,,6.37238,,4116.0
SWE,1979,,6.37238,,6625.0
SWZ,1979,,6.36428,,
SYC,1979,,,,6.0
SYR,1979,,4.96617,,7.0
SYR,1979,,4.96617,,115.0
TGO,1979,,4.7296,,
THA,1979,,2.84529,,7.0
THA,1979,,2.84529,,15.0
TTO,1979,,,,4.0
TTO,1979,,,,118.0
TUN,1979,,,,26.0
TUN,1979,,,,235.0
TUR,1979,,2.9152,,73.0
TUR,1979,,2.9152,,485.0
TZA,1979,,,,42.0
UGA,1979,,,,28.0
URY,1979,,1.98713,,43.0
URY,1979,,1.98713,,170.0
USA,1979,,,7.0,60535.0
USA,1979,,,7.0,39959.0
USA,1979,,,7.0,60535.0
USA,1979,,,7.0,39959.0
USA,1979,,,7.0,60535.0
USA,1979,,,7.0,39959.0
USA,1979,,,7.0,60535.0
USA,1979,,,7.0,39959.0
USA,1979,,,7.0,60535.0
USA,1979,,,7.0,39959.0
USA,1979,,,7.0,60535.0
USA,1979,,,7.0,39959.0
USA,1979,,,7.0,60535.0
USA,1979,,,7.0,39959.0
VEN,1979,,,,192.0
VEN,1979,,,,1923.0
WSM,1979,,,,4.0
ZAF,1979,,,,4535.0
ZAF,1979,,,,2535.0
ZMB,1979,,4.15494,,94.0
ZMB,1979,,4.15494,,1.0
ZWE,1979,,2.31784,,201.0
ZWE,1979,,2.31784,,55.0
AFG,1980,3.6,,,
AFR,1980,1.4390233,,,
ALB,1980,5.4,,,
AMN,1980,25.471424,,,
AMS,1980,6.2664595,,,
ARG,1980,7.7,2.60715,,
ASI,1980,2.9272804,,,
AUS,1980,22.5,5.64627,,
AUT,1980,3.6,5.00897,,
BEL,1980,12.8,5.31064,,
BEN,1980,0.3,,,
BFA,1980,,1.9618,,
BGD,1980,1.4,0.9376,,
BGR,1980,13.0,3.52948,,
BLZ,1980,2.5,,,
BOL,1980,7.0,,,
BRA,1980,5.3,,,
BRB,1980,3.9,,,
BRN,1980,,1.19108,,
BWA,1980,,5.46932,,
CAN,1980,28.0,6.46289,,
CHE,1980,12.4,4.23401,,
CHL,1980,7.8,4.22,,
CHN,1980,1.1,1.9119,,
CIV,1980,1.8,6.85976,,
CMR,1980,0.3,,,
COD,1980,0.4,2.26731,,
COG,1980,,6.35924,,
COL,1980,4.2,1.72912,,
CRI,1980,7.4,7.34717,,
CUB,1980,5.0,8.36909,,
CYP,1980,8.3,3.42601,,
CZE,1980,7.1,,,
DEU,1980,9.3,4.7,,
DNK,1980,14.5,5.91093,,
DOM,1980,3.5,,,
DZA,1980,1.0,6.59742,,
ECU,1980,8.2,,,
EGY,1980,3.8,4.28032,,
ESP,1980,8.0,2.6,,
ETH,1980,,1.8162,,
EUR,1980,10.722656,,,
FIN,1980,13.1,4.82575,,
FJI,1980,3.9,,,
FRA,1980,10.2,4.30769,,
GBR,1980,11.1,5.07012,,
GHA,1980,1.2,2.70777,,
GMB,1980,0.5,,,
GRC,1980,8.7,,,
GTM,1980,2.3,,,
GUY,1980,2.0,,,
HKG,1980,7.8,2.19214,,
HND,1980,2.0,1.93636,,
HTI,1980,0.7,,,
HUN,1980,8.1,4.30395,,
IDN,1980,0.9,,,
IND,1980,2.7,,,
IRL,1980,8.8,5.32221,,
IRN,1980,2.7,,,
IRQ,1980,3.8,2.42379,,
ISL,1980,8.9,,,
ISR,1980,,6.83983,,
ITA,1980,4.7,4.4,,
JAM,1980,2.3,,,
JOR,1980,7.4,,,
JPN,1980,15.9,4.96105,,
KEN,1980,1.3,5.38788,,
KHM,1980,0.3,,,
KOR,1980,9.6,3.45874,,
KWT,1980,10.4,2.79102,,
LBR,1980,1.6,6.25906,,
LBY,1980,1.8,,,
LKA,1980,1.2,2.70417,,
LSO,1980,0.2,,,
LUX,1980,10.5,4.55202,,
MAR,1980,1.8,5.10486,,
MDG,1980,,3.35711,,
MEX,1980,5.8,,,
MLI,1980,0.3,3.47066,,
MLT,1980,6.0,,,
MMR,1980,0.9,,,
MOZ,1980,0.0,,,
MUS,1980,2.4,,,
MWI,1980,0.3,,,
MYS,1980,1.6,5.72619,,
NER,1980,0.3,,,
NIC,1980,7.0,,,
NLD,1980,11.9,5.8928,,
NOR,1980,14.2,5.78015,,
NPL,1980,1.2,,,
NZL,1980,29.1,4.23265,,
OWID_WRL,1980,6.0509415,,,
PAK,1980,2.1,2.13095,,
PAN,1980,9.0,3.53567,,
PER,1980,11.0,,,
PHL,1980,15.7,1.51272,,
POL,1980,6.5,,,
PRT,1980,4.1,3.06743,,
PRY,1980,3.7,,,
REU,1980,0.6,,,
ROU,1980,5.3,,,
RUS,1980,17.4,,,
RWA,1980,,2.66633,,
SDN,1980,0.8,,,
SEN,1980,1.1,,,
SGP,1980,,2.55967,,
SLE,1980,0.3,,,
SLV,1980,4.0,,,
SRB,1980,6.3,,,
SWE,1980,17.4,6.53705,,
SWZ,1980,2.5,5.2972,,
SYR,1980,2.5,4.57553,,
TGO,1980,1.6,,,
THA,1980,3.2,2.57454,,
TTO,1980,3.2,3.76808,,
TUN,1980,2.1,5.23516,,
TUR,1980,3.9,,,
TWN,1980,9.7,,,
TZA,1980,,2.62532,,
UGA,1980,0.3,,,
URY,1980,7.7,2.15951,,
USA,1980,35.8,,8.0,
USA,1980,35.8,,8.0,
USA,1980,35.8,,8.0,
USA,1980,35.8,,8.0,
USA,1980,35.8,,8.0,
USA,1980,35.8,,8.0,
USA,1980,35.8,,8.0,
USA,1980,35.8,,8.0,
VEN,1980,7.5,4.40072,,
YEM,1980,0.0,,,
ZAF,1980,1.4,,,
ZMB,1980,0.4,4.12671,,
ZWE,1980,3.5,2.54418,,
AUT,1981,,5.36781,,
BDI,1981,,3.34676,,
BEL,1981,,5.43532,,
BGD,1981,,1.0715,,
BRN,1981,,1.61678,,
CAN,1981,,6.40902,,
CHE,1981,,4.19692,,
CHL,1981,,4.9143,,
CHN,1981,,1.94881,,
COD,1981,,2.53505,,
COL,1981,,2.59724,,
CYP,1981,,3.79132,,
ETH,1981,,1.85807,,
FIN,1981,,4.83336,,
FJI,1981,,5.82121,,
FRA,1981,,4.73072,,
GBR,1981,,5.28842,,
GHA,1981,,1.80812,,
GRC,1981,,1.6928,,
HKG,1981,,2.27173,,
HTI,1981,,1.39374,,
HUN,1981,,4.43302,,
IRL,1981,,5.73202,,
IRN,1981,,7.1314,,
ISR,1981,,6.78709,,
JOR,1981,,5.16768,,
JPN,1981,,4.95682,2.0,
JPN,1981,,4.95682,2.0,
KEN,1981,,5.92373,,
KOR,1981,,2.89863,,
KWT,1981,,2.71914,,
LKA,1981,,2.44221,,
LUX,1981,,4.68798,,
MAR,1981,,5.68926,,
MDG,1981,,2.87991,,
MLI,1981,,3.44794,,
MLT,1981,,2.86533,,
MUS,1981,,4.98684,,
MYS,1981,,6.69697,,
NLD,1981,,5.74937,,
NOR,1981,,5.54364,,
NZL,1981,,4.44055,,
PAK,1981,,1.97245,,
PAN,1981,,3.4318,,
PRT,1981,,3.18575,,
RWA,1981,,4.39297,,
SAU,1981,,3.89025,,
SGP,1981,,2.58366,,
SWE,1981,,6.7812,,
SWZ,1981,,6.58383,,
SYR,1981,,5.38392,,
TGO,1981,,4.16519,,
THA,1981,,2.88314,,
TUN,1981,,4.88936,,
TUR,1981,,2.2083,,
USA,1981,,,6.0,
USA,1981,,,6.0,
USA,1981,,,6.0,
USA,1981,,,6.0,
USA,1981,,,6.0,
USA,1981,,,6.0,
VEN,1981,,5.18744,,
ZMB,1981,,4.00072,,
