COUNTRYCODE,YEAR,TERTIARYCOMPLETIONRATE,EDUCATIONGDPSHARE,NOBELLAUREATES,PATENTFILINGS
GRC,1930,1.6,,,1.0
GRC,1930,1.6,,,3.0
GRC,1930,1.6,,,1.0
GRC,1930,1.6,,,1.0
GRC,1930,1.6,,,34.0
GRC,1930,1.6,,,30.0
GRC,1930,1.6,,,207.0
GRC,1930,1.6,,,6.0
GRC,1930,1.6,,,28.0
GRC,1930,1.6,,,2.0
GRC,1930,1.6,,,5.0
GRC,1930,1.6,,,3.0
GRC,1930,1.6,,,1.0
GRC,1930,1.6,,,2.0
GRC,1930,1.6,,,2.0
GRC,1930,1.6,,,1.0
GRC,1930,1.6,,,23.0
GRC,1930,1.6,,,1.0
GTM,1930,0.4,,,
GUY,1930,0.1,,,
HKG,1930,2.1,,,
HND,1930,0.5,,,
HTI,1930,0.2,,,
HUN,1930,1.4,,,4338.0
IDN,1930,0.0,,,
IND,1930,0.4,,1.0,212.0
IND,1930,0.4,,1.0,887.0
IRL,1930,1.2,,,1267.0
IRN,1930,0.1,,,
IRQ,1930,0.2,,,
ISL,1930,1.1,,,
ITA,1930,1.1,,,11432.0
JAM,1930,0.2,,,
JOR,1930,0.4,,,
JPN,1930,2.0,,,12568.0
JPN,1930,2.0,,,2862.0
KEN,1930,0.2,,,
KHM,1930,0.0,,,
KOR,1930,0.6,,,
KWT,1930,0.2,,,
LBR,1930,0.8,,,
LBY,1930,0.0,,,
LKA,1930,0.2,,,
LSO,1930,0.0,,,
LUX,1930,0.0,,,792.0
MAR,1930,0.0,,,225.0
MEX,1930,1.2,,,1369.0
MLI,1930,0.0,,,
MLT,1930,2.9,,,
MMR,1930,0.3,,,
MOZ,1930,0.0,,,
MUS,1930,0.4,,,
MWI,1930,0.0,,,
MYS,1930,0.9,,,
NER,1930,0.1,,,
NIC,1930,0.5,,,
NLD,1930,0.8,,,1263.0
NLD,1930,0.8,,,4140.0
NOR,1930,1.3,,,936.0
NOR,1930,1.3,,,1674.0
NPL,1930,0.0,,,
NZL,1930,2.1,,,1119.0
NZL,1930,2.1,,,984.0
OWID_WRL,1930,1.1466507,,,
PAK,1930,0.5,,,
PAN,1930,1.2,,,
PER,1930,1.2,,,
PHL,1930,1.3,,,
POL,1930,1.4,,,3960.0
PRT,1930,0.6,,,476.0
PRY,1930,0.7,,,
REU,1930,6.5,,,
ROU,1930,1.3,,,1371.0
RUS,1930,1.0,,,
SDN,1930,0.0,,,
SEN,1930,0.0,,,
SLE,1930,0.1,,,
SLV,1930,0.4,,,
SRB,1930,0.6,,,1408.0
SWE,1930,2.0,,,5721.0
SWZ,1930,0.2,,,
SYR,1930,0.2,,,
TGO,1930,0.1,,,
THA,1930,0.2,,,
TTO,1930,0.2,,,
TUN,1930,0.3,,,179.0
TUR,1930,0.8,,,293.0
TWN,1930,1.4,,,
UGA,1930,0.0,,,
URY,1930,2.0,,,
USA,1930,9.4,,1.0,89848.0
VEN,1930,0.8,,,
YEM,1930,0.0,,,
ZAF,1930,1.5,,,
ZMB,1930,0.0,,,
ZWE,1930,0.0,,,
AUS,1931,,,,5576.0
AUT,1931,,,,9223.0
BEL,1931,,,,9144.0
BRA,1931,,,,1305.0
CAN,1931,,,,13229.0
CHE,1931,,,,8900.0
CZE,1931,,,,9570.0
DEU,1931,,,3.0,58461.0
DEU,1931,,,3.0,14225.0
DEU,1931,,,3.0,58461.0
DEU,1931,,,3.0,14225.0
DEU,1931,,,3.0,58461.0
DEU,1931,,,3.0,14225.0
DNK,1931,,,,2403.0
ESP,1931,,,,4019.0
FIN,1931,,,,1003.0
FRA,1931,,,,23664.0
GBR,1931,,,,22993.0
GBR,1931,,,,13124.0
GRC,1931,,,,1.0
GRC,1931,,,,12.0
GRC,1931,,,,1.0
GRC,1931,,,,10.0
GRC,1931,,,,1.0
GRC,1931,,,,13.0
GRC,1931,,,,4.0
GRC,1931,,,,45.0
GRC,1931,,,,2.0
GRC,1931,,,,3.0
GRC,1931,,,,28.0
GRC,1931,,,,21.0
GRC,1931,,,,209.0
GRC,1931,,,,10.0
GRC,1931,,,,23.0
GRC,1931,,,,1.0
GRC,1931,,,,4.0
GRC,1931,,,,2.0
GRC,1931,,,,3.0
GRC,1931,,,,1.0
GRC,1931,,,,7.0
GRC,1931,,,,8.0
GRC,1931,,,,1.0
HUN,1931,,,,3700.0
IND,1931,,,,208.0
IND,1931,,,,732.0
IRL,1931,,,,957.0
ITA,1931,,,,10223.0
JPN,1931,,,,12871.0
JPN,1931,,,,2312.0
LUX,1931,,,,724.0
MAR,1931,,,,216.0
MEX,1931,,,,1161.0
NLD,1931,,,,1201.0
NLD,1931,,,,3599.0
NOR,1931,,,,893.0
NOR,1931,,,,1429.0
NZL,1931,,,,1325.0
NZL,1931,,,,740.0
POL,1931,,,,3369.0
PRT,1931,,,,338.0
ROU,1931,,,,1201.0
RUS,1931,,,,19300.0
SRB,1931,,,,1352.0
SWE,1931,,,,5400.0
TUN,1931,,,,165.0
USA,1931,,,,79981.0
AUS,1932,,,,5148.0
AUT,1932,,,,8160.0
BEL,1932,,,,8081.0
BGR,1932,,,,190.0
CAN,1932,,,,11940.0
CHE,1932,,,,8195.0
CZE,1932,,,,8234.0
DEU,1932,,,1.0,51515.0
DEU,1932,,,1.0,11899.0
DNK,1932,,,,2530.0
ESP,1932,,,,3995.0
FIN,1932,,,,973.0
FRA,1932,,,,20360.0
GBR,1932,,,2.0,25158.0
GBR,1932,,,2.0,11894.0
GBR,1932,,,2.0,25158.0
GBR,1932,,,2.0,11894.0
GRC,1932,,,,13.0
GRC,1932,,,,1.0
GRC,1932,,,,6.0
GRC,1932,,,,1.0
GRC,1932,,,,11.0
GRC,1932,,,,3.0
GRC,1932,,,,21.0
GRC,1932,,,,1.0
GRC,1932,,,,1.0
GRC,1932,,,,2.0
GRC,1932,,,,17.0
GRC,1932,,,,18.0
GRC,1932,,,,342.0
GRC,1932,,,,11.0
GRC,1932,,,,1.0
GRC,1932,,,,16.0
GRC,1932,,,,1.0
GRC,1932,,,,6.0
GRC,1932,,,,2.0
GRC,1932,,,,1.0
GRC,1932,,,,12.0
HUN,1932,,,,3653.0
IND,1932,,,,269.0
IND,1932,,,,659.0
IRL,1932,,,,475.0
ITA,1932,,,,9278.0
JPN,1932,,,,12176.0
JPN,1932,,,,1702.0
LUX,1932,,,,721.0
MAR,1932,,,,217.0
MEX,1932,,,,1106.0
NLD,1932,,,,1102.0
NLD,1932,,,,2960.0
NOR,1932,,,,1037.0
NOR,1932,,,,1153.0
NZL,1932,,,,1846.0
POL,1932,,,,2865.0
PRT,1932,,,,385.0
ROU,1932,,,,888.0
RUS,1932,,,,20800.0
SRB,1932,,,,1148.0
SWE,1932,,,,5194.0
TUN,1932,,,,129.0
TUR,1932,,,,238.0
USA,1932,,,1.0,67172.0
AUS,1933,,,,5041.0
AUT,1933,,,,7513.0
BEL,1933,,,,7209.0
BGR,1933,,,,209.0
CAN,1933,,,,10145.0
CHE,1933,,,,8294.0
CZE,1933,,,,7890.0
DEU,1933,,,,44981.0
DEU,1933,,,,11011.0
DNK,1933,,,,2761.0
ESP,1933,,,,3827.0
FIN,1933,,,,1000.0
FRA,1933,,,,19631.0
GBR,1933,,,2.0,24330.0
GBR,1933,,,2.0,12404.0
GBR,1933,,,2.0,24330.0
GBR,1933,,,2.0,12404.0
GRC,1933,,,,1.0
GRC,1933,,,,65.0
GRC,1933,,,,1.0
GRC,1933,,,,1.0
HUN,1933,,,,3944.0
IND,1933,,,,295.0
IND,1933,,,,659.0
IRL,1933,,,,545.0
ITA,1933,,,,9996.0
JPN,1933,,,,12110.0
JPN,1933,,,,1794.0
LUX,1933,,,,788.0
MAR,1933,,,,226.0
MEX,1933,,,,1311.0
NLD,1933,,,,1239.0
NLD,1933,,,,2987.0
NOR,1933,,,,1008.0
NOR,1933,,,,1136.0
NZL,1933,,,,1761.0
POL,1933,,,,2765.0
PRT,1933,,,,441.0
ROU,1933,,,,1005.0
RUS,1933,,,,18600.0
SRB,1933,,,,1191.0
SWE,1933,,,,5515.0
TUN,1933,,,,154.0
USA,1933,,,1.0,56694.0
AUS,1934,,,,4980.0
AUT,1934,,,,7418.0
BEL,1934,,,,6450.0
BGR,1934,,,,211.0
CAN,1934,,,,9267.0
CHE,1934,,,,8538.0
CZE,1934,,,,7939.0
DEU,1934,,,,43114.0
DEU,1934,,,,9742.0
DNK,1934,,,,2704.0
ESP,1934,,,,3663.0
FIN,1934,,,,1064.0
FRA,1934,,,,20026.0
GBR,1934,,,,37409.0
GRC,1934,,,,1.0
GRC,1934,,,,2.0
GRC,1934,,,,4.0
GRC,1934,,,,29.0
GRC,1934,,,,6.0
GRC,1934,,,,1.0
HUN,1934,,,,4144.0
IND,1934,,,,341.0
IND,1934,,,,666.0
IRL,1934,,,,589.0
ITA,1934,,,,9803.0
JPN,1934,,,,12822.0
JPN,1934,,,,1900.0
LUX,1934,,,,900.0
MAR,1934,,,,178.0
MEX,1934,,,,1354.0
NLD,1934,,,,1203.0
NLD,1934,,,,2809.0
NOR,1934,,,,2293.0
NZL,1934,,,,1766.0
POL,1934,,,,3007.0
PRT,1934,,,,435.0
ROU,1934,,,,1137.0
RUS,1934,,,,29100.0
SRB,1934,,,,1198.0
SWE,1934,,,,5286.0
TUN,1934,,,,141.0
TUR,1934,,,,203.0
USA,1934,,,4.0,56882.0
USA,1934,,,4.0,56882.0
USA,1934,,,4.0,56882.0
USA,1934,,,4.0,56882.0
AFG,1935,0.1,,,
AFR,1935,0.3448825,,,
ALB,1935,0.1,,,
AMN,1935,8.420493,,,
AMS,1935,1.0611737,,,
ARG,1935,1.1,,,
ASI,1935,0.4445541,,,
AUS,1935,7.1,,,5117.0
AUT,1935,2.9,,,7478.0
BEL,1935,1.7,,,6006.0
BEN,1935,0.1,,,
BGD,1935,0.3,,,
BGR,1935,1.8,,,182.0
BLZ,1935,5.6,,,
BOL,1935,0.9,,,
BRA,1935,0.9,,,1522.0
BRB,1935,0.4,,,
CAN,1935,7.6,,,9404.0
CHE,1935,6.4,,,7637.0
CHL,1935,2.1,,,
CHN,1935,0.1,,,
CIV,1935,0.1,,,
CMR,1935,0.0,,,
COD,1935,0.0,,,
COL,1935,0.8,,,
CRI,1935,1.6,,,
CUB,1935,1.3,,,
CYP,1935,1.7,,,
CZE,1935,1.1,,,7590.0
DEU,1935,2.5,,1.0,44680.0
DEU,1935,2.5,,1.0,8912.0
DNK,1935,1.2,,,2747.0
DOM,1935,0.7,,,6.0
DZA,1935,0.3,,,
ECU,1935,0.7,,,
EGY,1935,0.5,,,
ESP,1935,0.9,,,
EUR,1935,1.6203076,,,
FIN,1935,2.2,,,1163.0
FJI,1935,1.0,,,
FRA,1935,1.2,,1.0,19066.0
GBR,1935,1.3,,1.0,36116.0
GHA,1935,0.3,,,
GMB,1935,0.1,,,
GRC,1935,1.8,,,4.0
GRC,1935,1.8,,,3.0
GRC,1935,1.8,,,3.0
GRC,1935,1.8,,,18.0
GRC,1935,1.8,,,1.0
GRC,1935,1.8,,,3.0
GRC,1935,1.8,,,3.0
GRC,1935,1.8,,,6.0
GRC,1935,1.8,,,7.0
GRC,1935,1.8,,,210.0
GRC,1935,1.8,,,8.0
GRC,1935,1.8,,,1.0
GRC,1935,1.8,,,4.0
GRC,1935,1.8,,,3.0
GRC,1935,1.8,,,4.0
GRC,1935,1.8,,,3.0
GRC,1935,1.8,,,4.0
GRC,1935,1.8,,,1.0
GTM,1935,0.4,,,
GUY,1935,0.2,,,
HKG,1935,2.6,,,
HND,1935,0.5,,,
HTI,1935,0.2,,,
HUN,1935,1.7,,,4447.0
IDN,1935,0.0,,,
IND,1935,0.5,,,253.0
IND,1935,0.5,,,727.0
IRL,1935,1.7,,,530.0
IRN,1935,0.1,,,
IRQ,1935,0.2,,,
ISL,1935,1.4,,,
ITA,1935,1.2,,,8903.0
JAM,1935,0.3,,,
JOR,1935,0.4,,,
JPN,1935,2.7,,,14758.0
JPN,1935,2.7,,,1887.0
KEN,1935,0.3,,,
KHM,1935,0.0,,,
KOR,1935,0.7,,,
KWT,1935,0.7,,,
LBR,1935,0.9,,,
LBY,1935,0.1,,,
LKA,1935,0.2,,,
LSO,1935,0.0,,,
LUX,1935,0.1,,,933.0
MAR,1935,0.0,,,143.0
MEX,1935,1.3,,,
MLI,1935,0.0,,,
MLT,1935,3.4,,,
MMR,1935,0.3,,,
MOZ,1935,0.0,,,
MUS,1935,0.4,,,
MWI,1935,0.0,,,
MYS,1935,1.0,,,
NER,1935,0.1,,,
NIC,1935,0.5,,,
NLD,1935,1.0,,,1219.0
NLD,1935,1.0,,,2878.0
NOR,1935,1.4,,,2252.0
NPL,1935,0.0,,,
NZL,1935,2.5,,,1730.0
OWID_WRL,1935,1.365601,,,
PAK,1935,0.6,,,
PAN,1935,1.4,,,
PER,1935,1.4,,,
PHL,1935,1.8,,,
POL,1935,1.7,,,3283.0
PRT,1935,0.7,,,446.0
PRY,1935,0.7,,,
REU,1935,7.0,,,
ROU,1935,1.5,,,1125.0
RUS,1935,1.5,,,23600.0
SDN,1935,0.0,,,
SEN,1935,0.1,,,
SLE,1935,0.1,,,
SLV,1935,0.4,,,
SRB,1935,0.7,,,1229.0
SWE,1935,2.8,,,5526.0
SWZ,1935,0.2,,,
SYR,1935,0.2,,,
TGO,1935,0.1,,,
THA,1935,0.3,,,
TTO,1935,0.3,,,
TUN,1935,0.4,,,101.0
TUR,1935,0.9,,,
TWN,1935,2.1,,,
UGA,1935,0.0,,,
URY,1935,2.5,,,
USA,1935,10.6,,,58344.0
VEN,1935,1.0,,,
YEM,1935,0.0,,,
ZAF,1935,2.0,,,
ZMB,1935,0.1,,,
ZWE,1935,0.0,,,
AUS,1936,,,,5484.0
AUT,1936,,,,8008.0
BEL,1936,,,,6166.0
BGR,1936,,,,259.0
CAN,1936,,,,12580.0
CHE,1936,,,,7879.0
CZE,1936,,,,8062.0
DEU,1936,,,,47363.0
DEU,1936,,,,8000.0
DNK,1936,,,,2960.0
FIN,1936,,,,1299.0
FRA,1936,,,,17698.0
GBR,1936,,,2.0,21074.0
GBR,1936,,,2.0,14793.0
GBR,1936,,,2.0,21074.0
GBR,1936,,,2.0,14793.0
GRC,1936,,,,5.0
GRC,1936,,,,2.0
GRC,1936,,,,1.0
GRC,1936,,,,12.0
GRC,1936,,,,31.0
GRC,1936,,,,1.0
GRC,1936,,,,5.0
GRC,1936,,,,13.0
GRC,1936,,,,233.0
GRC,1936,,,,1.0
GRC,1936,,,,5.0
GRC,1936,,,,8.0
GRC,1936,,,,1.0
GRC,1936,,,,1.0
GRC,1936,,,,4.0
GRC,1936,,,,1.0
GRC,1936,,,,5.0
HUN,1936,,,,4615.0
IND,1936,,,,275.0
IND,1936,,,,793.0
IRL,1936,,,,626.0
ITA,1936,,,,9089.0
JPN,1936,,,,16132.0
JPN,1936,,,,2379.0
LUX,1936,,,,970.0
MAR,1936,,,,153.0
NLD,1936,,,1.0,1353.0
NLD,1936,,,1.0,3331.0
NOR,1936,,,,2420.0
NZL,1936,,,,1836.0
POL,1936,,,,3583.0
ROU,1936,,,,1189.0
RUS,1936,,,,22900.0
SRB,1936,,,,1398.0
SWE,1936,,,,5935.0
TUN,1936,,,,111.0
TUR,1936,,,,171.0
USA,1936,,,2.0,62740.0
USA,1936,,,2.0,62740.0
AUS,1937,,0.7,,5585.0
AUT,1937,,2.5,,8216.0
BEL,1937,,,,6275.0
BGR,1937,,,,322.0
BRA,1937,,,,1975.0
CAN,1937,,,,10668.0
CHE,1937,,,,9911.0
CZE,1937,,,,8406.0
DEU,1937,,,,48510.0
DEU,1937,,,,8629.0
DNK,1937,,,,3124.0
DOM,1937,,,,4.0
ESP,1937,,1.6,,622.0
FIN,1937,,,,1384.0
FRA,1937,,1.3,,17246.0
GBR,1937,,4.0,2.0,36266.0
GBR,1937,,4.0,2.0,36266.0
GRC,1937,,,,13.0
GRC,1937,,,,3.0
GRC,1937,,,,5.0
GRC,1937,,,,1.0
GRC,1937,,,,21.0
GRC,1937,,,,2.0
GRC,1937,,,,80.0
GRC,1937,,,,2.0
GRC,1937,,,,3.0
GRC,1937,,,,13.0
GRC,1937,,,,6.0
GRC,1937,,,,606.0
GRC,1937,,,,6.0
GRC,1937,,,,1.0
GRC,1937,,,,8.0
GRC,1937,,,,3.0
GRC,1937,,,,1.0
GRC,1937,,,,5.0
GRC,1937,,,,3.0
GRC,1937,,,,1.0
GRC,1937,,,,2.0
GRC,1937,,,,3.0
GRC,1937,,,,3.0
HUN,1937,,,1.0,4691.0
IND,1937,,,,303.0
IND,1937,,,,443.0
IRL,1937,,3.3,,658.0
ITA,1937,,1.6,,10590.0
JPN,1937,,2.1,,17381.0
LUX,1937,,,,1317.0
MAR,1937,,,,155.0
MEX,1937,,,,1363.0
NLD,1937,,1.5,,1366.0
NLD,1937,,1.5,,3740.0
NOR,1937,,1.9,,2611.0
NZL,1937,,2.3,,1832.0
POL,1937,,,,3832.0
PRT,1937,,,,381.0
ROU,1937,,,,1397.0
RUS,1937,,,,9300.0
SRB,1937,,,,1550.0
SWE,1937,,,,6443.0
TUN,1937,,,,102.0
TUR,1937,,,,183.0
USA,1937,,,2.0,65416.0
USA,1937,,,2.0,65416.0
AUS,1938,,,,5764.0
BEL,1938,,,1.0,6410.0
BGR,1938,,,,354.0
CAN,1938,,,,10950.0
CHE,1938,,,,9032.0
CZE,1938,,,,6894.0
DEU,1938,,,1.0,48241.0
DEU,1938,,,1.0,7976.0
DNK,1938,,,,3308.0
DOM,1938,,,,11.0
FIN,1938,,,,1464.0
FRA,1938,,,,18031.0
GBR,1938,,,,37973.0
GRC,1938,,,,6.0
GRC,1938,,,,4.0
GRC,1938,,,,6.0
GRC,1938,,,,17.0
GRC,1938,,,,2.0
GRC,1938,,,,120.0
GRC,1938,,,,1.0
GRC,1938,,,,2.0
GRC,1938,,,,6.0
GRC,1938,,,,1.0
GRC,1938,,,,1.0
GRC,1938,,,,16.0
GRC,1938,,,,24.0
GRC,1938,,,,620.0
GRC,1938,,,,6.0
GRC,1938,,,,25.0
GRC,1938,,,,1.0
GRC,1938,,,,3.0
GRC,1938,,,,1.0
GRC,1938,,,,2.0
GRC,1938,,,,2.0
GRC,1938,,,,4.0
GRC,1938,,,,4.0
GRC,1938,,,,1.0
HUN,1938,,,,4493.0
IND,1938,,,,313.0
IND,1938,,,,930.0
IRL,1938,,,,629.0
ITA,1938,,,1.0,12093.0
JPN,1938,,,,18211.0
LUX,1938,,,,1424.0
MAR,1938,,,,129.0
NLD,1938,,,,1426.0
NLD,1938,,,,4132.0
NOR,1938,,,,2712.0
PRT,1938,,,,447.0
ROU,1938,,,,1486.0
RUS,1938,,,,8900.0
SRB,1938,,,,1646.0
SWE,1938,,,,7066.0
TUN,1938,,,,98.0
USA,1938,,,,66851.0
AUS,1939,,,,5740.0
BEL,1939,,,,5589.0
BGR,1939,,,,288.0
BRA,1939,,,,2115.0
CAN,1939,,,,10899.0
CHE,1939,,,,7663.0
DEU,1939,,,3.0,47555.0
DEU,1939,,,3.0,47555.0
DEU,1939,,,3.0,47555.0
DNK,1939,,,,2896.0
DOM,1939,,,,3.0
FIN,1939,,,,1289.0
FRA,1939,,,,15767.0
GBR,1939,,,,33109.0
GRC,1939,,,,5.0
GRC,1939,,,,1.0
GRC,1939,,,,1.0
GRC,1939,,,,11.0
GRC,1939,,,,14.0
GRC,1939,,,,85.0
GRC,1939,,,,3.0
GRC,1939,,,,4.0
GRC,1939,,,,23.0
GRC,1939,,,,6.0
GRC,1939,,,,563.0
GRC,1939,,,,10.0
GRC,1939,,,,15.0
GRC,1939,,,,4.0
GRC,1939,,,,2.0
GRC,1939,,,,2.0
GRC,1939,,,,1.0
GRC,1939,,,,1.0
GRC,1939,,,,10.0
GRC,1939,,,,12.0
GRC,1939,,,,1.0
HUN,1939,,,,5029.0
IND,1939,,,,317.0
IND,1939,,,,743.0
IRL,1939,,,,554.0
ITA,1939,,,,11097.0
JPN,1939,,,,18349.0
LUX,1939,,,,1068.0
MAR,1939,,,,96.0
MEX,1939,,,,1207.0
NLD,1939,,,,1371.0
NLD,1939,,,,3772.0
NOR,1939,,,,1116.0
NOR,1939,,,,1438.0
NZL,1939,,,,1821.0
POL,1939,,,,2674.0
PRT,1939,,,,401.0
ROU,1939,,,,1544.0
RUS,1939,,,,14000.0
SRB,1939,,,,1573.0
SWE,1939,,,,6551.0
TUN,1939,,,,87.0
USA,1939,,,1.0,64182.0
AFG,1940,0.2,,,
AFR,1940,0.45153433,,,
ALB,1940,0.1,,,
AMN,1940,9.095388,,,
AMS,1940,1.1308309,,,
ARG,1940,1.2,,,
ASI,1940,0.5333862,,,
AUS,1940,8.4,,,4438.0
AUT,1940,2.8,,,
BEL,1940,2.1,,,2649.0
BEN,1940,0.1,,,
BGD,1940,0.3,,,
BGR,1940,2.2,,,198.0
BLZ,1940,6.4,,,
BOL,1940,1.2,,,
BRA,1940,0.9,,,
BRB,1940,0.5,,,
CAN,1940,8.2,,,10413.0
CHE,1940,7.3,,,3218.0
CHE,1940,7.3,,,2760.0
CHL,1940,2.3,,,
CHN,1940,0.1,,,
CIV,1940,0.2,,,
CMR,1940,0.0,,,
COD,1940,0.0,,,
COL,1940,0.8,,,
CRI,1940,1.6,,,
CUB,1940,1.4,,,
CYP,1940,1.8,,,
CZE,1940,1.2,,,
DEU,1940,2.7,,,43479.0
DNK,1940,1.9,,,2410.0
DOM,1940,0.7,,,
DZA,1940,0.3,,,
ECU,1940,0.8,,,
EGY,1940,0.7,,,
ESP,1940,1.0,,,
EUR,1940,1.9005233,,,
FIN,1940,2.5,,,973.0
FJI,1940,1.3,,,
FRA,1940,1.5,,,7826.0
GBR,1940,1.4,,,18254.0
GHA,1940,0.4,,,
GMB,1940,0.1,,,
GRC,1940,2.0,,,3.0
GRC,1940,2.0,,,1.0
GRC,1940,2.0,,,1.0
GRC,1940,2.0,,,4.0
GRC,1940,2.0,,,1.0
GRC,1940,2.0,,,88.0
GRC,1940,2.0,,,1.0
GRC,1940,2.0,,,1.0
GRC,1940,2.0,,,4.0
GRC,1940,2.0,,,3.0
GRC,1940,2.0,,,515.0
GRC,1940,2.0,,,8.0
GRC,1940,2.0,,,11.0
GRC,1940,2.0,,,2.0
GRC,1940,2.0,,,2.0
GRC,1940,2.0,,,7.0
GTM,1940,0.5,,,
GUY,1940,0.3,,,
HKG,1940,3.3,,,
HND,1940,0.6,,,
HTI,1940,0.2,,,
HUN,1940,2.0,,,3324.0
IDN,1940,0.0,,,
IND,1940,0.6,,,274.0
IND,1940,0.6,,,467.0
IRL,1940,2.3,,,306.0
IRN,1940,0.2,,,
IRQ,1940,0.3,,,
ISL,1940,1.8,,,
ITA,1940,1.3,,,10024.0
JAM,1940,0.3,,,
JOR,1940,0.5,,,
JPN,1940,3.3,,,19827.0
KEN,1940,0.3,,,
KHM,1940,0.0,,,
KOR,1940,0.8,,,
KWT,1940,1.0,,,
LBR,1940,0.9,,,
LBY,1940,0.1,,,
LKA,1940,0.2,,,
LSO,1940,0.1,,,
LUX,1940,0.6,,,
MAR,1940,0.0,,,173.0
MEX,1940,1.3,,,1106.0
MLI,1940,0.0,,,
MLT,1940,3.6,,,
MMR,1940,0.4,,,
MOZ,1940,0.0,,,
MUS,1940,0.4,,,
MWI,1940,0.0,,,
MYS,1940,1.2,,,
NER,1940,0.1,,,
NIC,1940,0.5,,,
NLD,1940,1.1,,,1112.0
NLD,1940,1.1,,,2386.0
NOR,1940,1.5,,,945.0
NOR,1940,1.5,,,881.0
NPL,1940,0.1,,,
NZL,1940,2.9,,,1277.0
OWID_WRL,1940,1.5513308,,,
PAK,1940,0.6,,,
PAN,1940,1.5,,,
PER,1940,1.5,,,
PHL,1940,2.2,,,
POL,1940,2.0,,,
PRT,1940,0.8,,,351.0
PRY,1940,0.8,,,
REU,1940,7.4,,,
ROU,1940,1.7,,,1082.0
RUS,1940,2.1,,,3900.0
SDN,1940,0.1,,,
SEN,1940,0.1,,,
SLE,1940,0.1,,,
SLV,1940,0.4,,,
SRB,1940,0.8,,,
SWE,1940,3.2,,,5476.0
SWZ,1940,0.3,,,
SYR,1940,0.3,,,
TGO,1940,0.1,,,
THA,1940,0.3,,,
TTO,1940,0.4,,,
TUN,1940,0.4,,,102.0
TUR,1940,0.9,,,
TWN,1940,2.7,,,
UGA,1940,0.0,,,
URY,1940,3.1,,,
USA,1940,11.6,,,60836.0
VEN,1940,1.2,,,
YEM,1940,0.0,,,
ZAF,1940,2.4,,,
ZMB,1940,0.1,,,
ZWE,1940,0.3,,,
BEL,1941,,,,3825.0
BGR,1941,,,,409.0
CAN,1941,,,,9064.0
CHE,1941,,,,3736.0
CHE,1941,,,,3895.0
DEU,1941,,,,49855.0
DNK,1941,,,,2650.0
FIN,1941,,,,1226.0
FRA,1941,,,,11085.0
GBR,1941,,,,16847.0
GRC,1941,,,,3.0
GRC,1941,,,,1.0
GRC,1941,,,,92.0
GRC,1941,,,,1.0
GRC,1941,,,,3.0
GRC,1941,,,,231.0
GRC,1941,,,,9.0
GRC,1941,,,,1.0
GRC,1941,,,,5.0
HUN,1941,,,,4656.0
IND,1941,,,,279.0
IND,1941,,,,476.0
IRL,1941,,,,366.0
ITA,1941,,,,9370.0
JPN,1941,,,,19997.0
LUX,1941,,,,99.0
NLD,1941,,,,1145.0
NLD,1941,,,,3096.0
NOR,1941,,,,918.0
NOR,1941,,,,1444.0
NZL,1941,,,,1214.0
PRT,1941,,,,485.0
RUS,1941,,,,2800.0
SWE,1941,,,,7341.0
USA,1941,,,,52050.0
AUS,1942,,,,3793.0
BEL,1942,,,,4627.0
BGR,1942,,,,636.0
BRA,1942,,,,1954.0
CAN,1942,,,,9678.0
CHE,1942,,,,4370.0
CHE,1942,,,,4878.0
DEU,1942,,,,54386.0
DNK,1942,,,,2935.0
FIN,1942,,,,1447.0
FRA,1942,,,,14196.0
GBR,1942,,,,18642.0
GRC,1942,,,,3.0
GRC,1942,,,,6.0
GRC,1942,,,,38.0
GRC,1942,,,,7.0
GRC,1942,,,,175.0
GRC,1942,,,,1.0
GRC,1942,,,,12.0
GRC,1942,,,,5.0
GRC,1942,,,,2.0
GRC,1942,,,,1.0
HUN,1942,,,,5585.0
IND,1942,,,,252.0
IND,1942,,,,429.0
IRL,1942,,,,360.0
JPN,1942,,,,16359.0
LUX,1942,,,,162.0
MAR,1942,,,,308.0
MEX,1942,,,,1180.0
NLD,1942,,,,1287.0
NLD,1942,,,,3653.0
NOR,1942,,,,1114.0
NOR,1942,,,,1761.0
NZL,1942,,,,1104.0
POL,1942,,,,1867.0
PRT,1942,,,,761.0
ROU,1942,,,,1731.0
RUS,1942,,,,4900.0
SWE,1942,,,,8208.0
USA,1942,,,,44984.0
AUS,1943,,,,4604.0
BEL,1943,,,,5176.0
CAN,1943,,,,10024.0
CHE,1943,,,,4468.0
CHE,1943,,,,5553.0
DEU,1943,,,,49060.0
DNK,1943,,,2.0,3345.0
DNK,1943,,,2.0,3345.0
FIN,1943,,,,1680.0
FRA,1943,,,,14354.0
GBR,1943,,,,21944.0
GRC,1943,,,,5.0
GRC,1943,,,,4.0
GRC,1943,,,,30.0
GRC,1943,,,,5.0
GRC,1943,,,,134.0
GRC,1943,,,,1.0
GRC,1943,,,,5.0
GRC,1943,,,,3.0
HUN,1943,,,1.0,5516.0
IND,1943,,,,316.0
IND,1943,,,,781.0
IRL,1943,,,,330.0
JPN,1943,,,,17108.0
MAR,1943,,,,54.0
MEX,1943,,,,4277.0
NLD,1943,,,,1455.0
NLD,1943,,,,3994.0
NOR,1943,,,,1125.0
NOR,1943,,,,1805.0
NZL,1943,,,,1384.0
POL,1943,,,,2316.0
