COUNTRYCODE,YEAR,MERCHANDISEEXPORTGDPSHARE
CRI,1995,33.01054
CRI,1996,35.61022
CRI,1997,36.87671
CRI,1998,41.1107
CRI,1999,48.63044
CRI,2000,50.11308
CRI,2001,42.69302
CRI,2002,49.56672
CRI,2003,60.07862
CRI,2004,64.51599
CRI,2005,64.84541
CRI,2006,64.56722
CRI,2007,61.32482
CRI,2008,57.85386
CRI,2009,64.38254
CRI,2010,72.40081
CRI,2011,73.36585
CRI,2012,78.5341
CRI,2013,72.95683
CRI,2014,65.83615
CIV,1960,27.68016
CIV,1961,28.77497
CIV,1962,29.92479
CIV,1963,30.2478
CIV,1964,37.36725
CIV,1965,34.32593
CIV,1966,37.19724
CIV,1967,37.09517
CIV,1968,39.04834
CIV,1969,39.96547
CIV,1970,39.78066
CIV,1971,35.21614
CIV,1972,37.24908
CIV,1973,40.79467
CIV,1974,41.45222
CIV,1975,34.86858
CIV,1976,39.49689
CIV,1977,42.9274
CIV,1978,35.355
CIV,1979,33.29249
CIV,1980,30.87862
CIV,1981,32.80055
CIV,1982,33.71734
CIV,1983,34.32664
CIV,1984,42.21367
CIV,1985,45.40724
CIV,1986,37.41869
CIV,1987,30.76196
CIV,1988,27.45191
CIV,1989,28.82188
CIV,1990,31.3834
CIV,1991,31.98674
CIV,1992,29.46831
CIV,1993,27.16953
CIV,1994,42.74911
CIV,1995,39.86527
CIV,1996,41.15572
CIV,1997,38.71206
CIV,1998,40.32756
CIV,1999,37.27854
CIV,2000,38.53384
CIV,2001,36.02027
CIV,2002,40.19967
CIV,2003,36.25477
CIV,2004,39.53706
CIV,2005,42.44624
CIV,2006,45.71912
CIV,2007,40.3194
CIV,2008,43.19509
CIV,2009,42.45042
CIV,2010,44.26223
CIV,2011,44.80901
CIV,2012,42.14933
CIV,2013,45.44249
CIV,2014,37.39577
HRV,1995,20.69451
HRV,1996,19.0559
HRV,1997,18.18317
HRV,1998,17.91642
HRV,1999,18.07021
HRV,2000,20.35246
HRV,2001,20.03425
HRV,2002,18.24351
HRV,2003,17.85045
HRV,2004,19.30067
HRV,2005,19.31596
HRV,2006,20.17974
HRV,2007,20.57455
HRV,2008,19.89261
HRV,2009,16.55915
HRV,2010,19.30442
HRV,2011,21.48577
HRV,2012,21.11558
HRV,2013,20.42153
HRV,2014,23.9433
CUB,1903,40.41451
CUB,1904,41.8919
CUB,1905,38.97638
CUB,1906,42.16867
CUB,1907,44.4
CUB,1908,40.7563
CUB,1909,38.66667
CUB,1910,41.49856
CUB,1911,41.69492
CUB,1912,43.32494
CUB,1913,43.27177
CUB,1914,43.25
CUB,1915,45.27939
CUB,1916,49.84472
CUB,1917,52.50738
CUB,1918,55.44959
CUB,1919,66.47332
CUB,1920,66.66666
CUB,1921,47.27891
CUB,1922,49.54268
CUB,1923,53.90525
CUB,1924,55.55556
CUB,1925,50.0
CUB,1926,50.0
CUB,1927,50.0
CUB,1928,46.02649
CUB,1929,45.2579
CUB,1930,27.92642
CUB,1933,18.83408
CUB,1936,29.19021
CUB,1937,30.29316
CUB,1938,30.34188
CUB,1939,30.32787
CUB,1940,23.17518
CUB,1941,31.12094
CUB,1942,25.6338
CUB,1943,37.62058
CUB,1944,35.72607
CUB,1945,38.6064
CUB,1946,38.26366
CUB,1947,45.30018
CUB,1948,52.80962
CUB,1949,43.84095
CUB,1950,42.45272
CUB,1951,42.59918
CUB,1952,39.04136
CUB,1953,43.19677
CUB,1954,33.26383
CUB,1955,37.33082
CUB,1956,38.98858
CUB,1957,41.51787
CUB,1958,37.45611
CUB,1959,26.66526
CUB,1960,23.07692
CUB,1961,22.65313
CUB,1962,17.24595
CUB,1963,15.76812
CUB,1964,16.99191
CUB,1965,16.58206
CUB,1966,14.68185
CUB,1967,17.85714
CUB,1968,16.86966
CUB,1969,16.04879
CUB,1970,18.37343
CUB,1971,12.43735
CUB,1972,10.2641
CUB,1973,14.11735
CUB,1974,9.52319
CUB,1975,9.76424
CUB,1976,5.43197
CUB,1977,4.60803
CUB,1978,4.46478
CUB,1979,5.22653
CUB,1980,8.84219
CUB,1981,8.61798
CUB,1982,7.12773
CUB,1983,5.56108
CUB,1984,4.28477
CUB,1985,5.37669
CUB,1986,4.34275
CUB,1987,5.21015
CUB,1988,6.43653
CUB,1989,6.87284
CUB,1990,5.3636
CUB,1991,4.83726
CUB,1992,8.24734
CUB,1993,5.6556
CUB,1994,5.3053
CUB,1995,5.44979
CUB,1996,8.52187
CUB,1997,7.56612
CUB,1998,6.33582
CUB,1999,5.57155
CUB,2000,5.62066
CUB,2001,5.48155
CUB,2002,4.93901
CUB,2003,4.88937
CUB,2004,6.08588
CUB,2005,5.2062
CUB,2006,5.01244
CUB,2007,6.39809
CUB,2008,6.50828
CUB,2009,4.98099
CUB,2010,7.63833
CUB,2011,9.3344
CUB,2012,8.06614
CUB,2013,7.24267
CYP,1950,26.76421
CYP,1951,33.97961
CYP,1952,32.72285
CYP,1953,24.60565
CYP,1954,25.72685
CYP,1955,28.35227
CYP,1956,28.44539
CYP,1957,26.19591
CYP,1958,22.15346
CYP,1959,22.66593
CYP,1960,22.05631
CYP,1961,18.86072
CYP,1962,18.66309
CYP,1963,18.62592
CYP,1964,19.77514
CYP,1965,19.20668
CYP,1966,21.06154
CYP,1967,17.56949
CYP,1968,19.99091
CYP,1969,19.19893
CYP,1970,19.57858
CYP,1971,18.19746
CYP,1972,18.03683
CYP,1973,21.26645
CYP,1974,22.2147
CYP,1975,30.68793
CYP,1976,43.95996
CYP,1977,44.92852
CYP,1978,43.93706
CYP,1979,37.90329
CYP,1980,28.75685
CYP,1981,27.19319
CYP,1982,26.17755
CYP,1983,24.78324
CYP,1984,26.3712
CYP,1985,23.57047
CYP,1986,18.53978
CYP,1987,19.03122
CYP,1988,20.56633
CYP,1989,27.41583
CYP,1990,19.31357
CYP,1991,20.69051
CYP,1992,14.9843
CYP,1993,18.50505
CYP,1994,14.21445
CYP,1995,13.00379
CYP,1996,14.15257
CYP,1997,13.13299
CYP,1998,10.45528
CYP,1999,12.86611
CYP,2000,14.36214
CYP,2001,13.77465
CYP,2002,11.36734
CYP,2003,10.99568
CYP,2004,10.72057
CYP,2005,11.70666
CYP,2006,25.1941
CYP,2007,18.02265
CYP,2008,15.61746
CYP,2009,11.26698
CYP,2010,14.8728
CYP,2011,18.91822
CYP,2012,24.09385
CYP,2013,22.91239
CYP,2014,16.05626
CZE,1992,35.32452
CZE,1993,29.31743
CZE,1994,30.1504
CZE,1995,32.23562
CZE,1996,33.17482
CZE,1997,36.54057
CZE,1998,39.80544
CZE,1999,40.5419
CZE,2000,47.0483
CZE,2001,49.38121
CZE,2002,46.61207
CZE,2003,49.65184
CZE,2004,56.42373
CZE,2005,57.45804
CZE,2006,61.2287
CZE,2007,65.00964
CZE,2008,62.60374
CZE,2009,55.00516
CZE,2010,63.90477
CZE,2011,71.13886
CZE,2012,75.29298
CZE,2013,76.96501
CZE,2014,83.70403
COD,1950,17.4414
COD,1951,18.72957
COD,1952,18.12176
COD,1953,16.2417
COD,1954,16.00126
COD,1955,17.60302
COD,1956,17.43467
COD,1957,15.78145
COD,1958,14.18759
COD,1959,16.51878
COD,1960,17.58455
COD,1961,15.33859
COD,1962,10.91223
COD,1963,6.68669
COD,1964,15.01489
COD,1965,10.50852
COD,1966,12.7628
COD,1967,14.90473
COD,1968,16.20232
COD,1969,15.86265
COD,1970,18.38158
COD,1971,11.82276
COD,1972,11.92362
COD,1973,15.63799
COD,1974,17.41374
COD,1975,10.97216
COD,1976,14.90996
COD,1977,13.27469
COD,1978,12.61083
COD,1979,14.15663
COD,1980,17.9633
COD,1981,16.5687
COD,1982,11.64818
COD,1983,13.63841
COD,1984,23.33139
COD,1985,24.34695
COD,1986,21.59003
COD,1987,23.64308
COD,1988,22.92427
COD,1989,22.30477
COD,1990,25.8072
COD,1991,18.36188
COD,1992,18.05868
COD,1993,9.58461
COD,1994,22.06795
COD,1995,27.79771
COD,1996,25.62504
COD,1997,21.11198
COD,1998,18.1439
COD,1999,25.4798
COD,2000,6.51322
COD,2001,16.74453
COD,2002,16.81177
COD,2003,11.91606
COD,2004,12.17676
COD,2005,12.72636
COD,2006,11.32743
COD,2007,12.47899
COD,2008,19.3746
COD,2009,14.88313
COD,2010,25.15041
COD,2011,27.30166
COD,2012,22.57491
COD,2013,22.402
COD,2014,20.82912
DNK,1827,9.18919
DNK,1828,7.10383
DNK,1829,7.56757
DNK,1830,8.76289
DNK,1831,9.5
DNK,1832,8.54271
DNK,1833,8.51064
DNK,1834,10.32609
DNK,1835,9.59596
DNK,1836,9.25926
DNK,1837,11.11111
DNK,1838,11.36364
DNK,1839,12.66376
DNK,1840,12.71187
DNK,1841,11.96581
DNK,1842,11.44068
DNK,1843,12.13389
DNK,1844,17.92829
DNK,1845,16.35688
DNK,1846,16.56051
DNK,1847,18.06854
DNK,1848,13.82637
DNK,1849,13.86139
DNK,1850,15.2381
DNK,1851,14.73354
DNK,1852,14.45087
DNK,1853,14.98772
DNK,1854,18.07512
DNK,1855,18.55011
DNK,1856,17.15481
DNK,1857,13.41463
DNK,1858,11.20879
DNK,1859,13.27623
DNK,1860,12.71552
DNK,1861,12.4
DNK,1862,12.39837
DNK,1863,11.71717
DNK,1864,9.90099
DNK,1865,16.0
DNK,1866,15.90525
DNK,1867,14.35331
DNK,1868,13.65031
DNK,1869,13.57254
DNK,1870,16.89088
DNK,1871,16.49635
DNK,1872,18.83656
DNK,1873,17.92574
DNK,1874,19.28307
DNK,1875,18.81188
DNK,1876,19.23077
DNK,1877,18.62872
DNK,1878,18.07388
DNK,1879,18.57708
DNK,1880,21.07143
DNK,1881,19.3087
DNK,1882,18.94118
DNK,1883,19.23963
DNK,1884,17.87843
DNK,1885,16.21951
DNK,1886,16.97192
DNK,1887,18.62153
DNK,1888,18.66825
DNK,1889,19.39462
DNK,1890,20.20725
DNK,1891,20.73413
DNK,1892,20.69652
DNK,1893,19.8
DNK,1894,22.42424
DNK,1895,20.88547
DNK,1896,20.67989
DNK,1897,22.15132
DNK,1898,20.65687
DNK,1899,22.1857
DNK,1900,21.33132
DNK,1901,21.20991
DNK,1902,22.77937
DNK,1903,24.07661
DNK,1904,24.27316
DNK,1905,25.09628
DNK,1906,24.21635
DNK,1907,23.9793
DNK,1908,24.81669
DNK,1909,24.28884
DNK,1910,25.23413
DNK,1911,26.18235
DNK,1912,27.65169
DNK,1913,27.68361
DNK,1914,30.84223
DNK,1915,33.91064
DNK,1916,31.24502
DNK,1917,24.23183
DNK,1918,14.89719
DNK,1919,12.71259
DNK,1920,21.51163
DNK,1921,23.27885
DNK,1922,21.75361
DNK,1923,25.52239
DNK,1924,30.09443
DNK,1925,29.07525
DNK,1926,25.42955
DNK,1927,27.20948
DNK,1928,28.34284
DNK,1929,27.85247
DNK,1930,26.71341
DNK,1931,23.46806
DNK,1932,21.24413
DNK,1933,21.14057
DNK,1934,19.7084
DNK,1935,19.01254
DNK,1936,19.83558
DNK,1937,21.57961
DNK,1938,20.42853
DNK,1939,19.41676
DNK,1940,17.59861
DNK,1941,13.05681
DNK,1942,9.56403
DNK,1943,10.72115
DNK,1944,9.82671
DNK,1945,6.45714
DNK,1946,10.93243
DNK,1947,14.19018
DNK,1948,15.25922
DNK,1949,18.25672
DNK,1950,20.94206
DNK,1951,24.2783
DNK,1952,23.11405
DNK,1953,23.00208
DNK,1954,23.8021
DNK,1955,25.20504
DNK,1956,24.79573
DNK,1957,24.54041
DNK,1958,25.59299
DNK,1959,25.76511
DNK,1960,23.7144
DNK,1961,22.13059
DNK,1962,21.18785
DNK,1963,22.84081
DNK,1964,22.20754
DNK,1965,21.65954
DNK,1966,20.90307
DNK,1967,19.78343
DNK,1968,19.94007
DNK,1969,20.08297
DNK,1970,19.86777
DNK,1971,19.55719
DNK,1972,19.19098
DNK,1973,20.52064
DNK,1974,22.75971
DNK,1975,21.64807
DNK,1976,20.52192
DNK,1977,20.26359
DNK,1978,19.71755
DNK,1979,20.89993
DNK,1980,23.95274
DNK,1981,26.20836
DNK,1982,25.69718
DNK,1983,26.66943
DNK,1984,27.14926
DNK,1985,27.43432
DNK,1986,24.09844
DNK,1987,23.44351
DNK,1988,23.8348
DNK,1989,24.80068
DNK,1990,24.6477
DNK,1991,25.25364
DNK,1992,26.94256
DNK,1993,25.12302
DNK,1994,25.50368
DNK,1995,25.67195
DNK,1996,25.11251
DNK,1997,28.10642
DNK,1998,27.06902
DNK,1999,27.73317
DNK,2000,30.92213
DNK,2001,30.95034
DNK,2002,31.36303
DNK,2003,30.18556
DNK,2004,30.25774
DNK,2005,32.1184
DNK,2006,32.72927
DNK,2007,32.28165
DNK,2008,33.21691
DNK,2009,29.40987
DNK,2010,29.32588
DNK,2011,31.67262
DNK,2012,31.79727
DNK,2013,31.71597
DNK,2014,31.22824
DJI,1978,15.93382
DJI,1979,7.60077
DJI,1980,12.33344
DJI,1981,7.64431
DJI,1982,5.43305
DJI,1983,9.39978
DJI,1984,9.50125
DJI,1985,6.89485
DJI,1986,8.5383
DJI,1987,9.70223
DJI,1988,13.13699
DJI,1989,11.72355
DJI,1990,14.43853
DJI,1991,22.5693
DJI,1992,22.00863
DJI,1993,27.02861
DJI,1994,28.37693
DJI,1995,21.10633
DJI,1996,23.52206
DJI,1997,22.22362
DJI,1998,26.64631
DJI,1999,30.85624
DJI,2000,30.10055
DJI,2001,45.47163
DJI,2002,38.72886
DJI,2003,43.22611
DJI,2004,41.67637
DJI,2005,42.232
DJI,2006,51.30402
DJI,2007,46.98628
DJI,2008,48.01268
DJI,2009,40.06527
DJI,2010,45.41854
DJI,2011,47.50329
DJI,2012,42.59161
DJI,2013,40.58486
DJI,2014,38.32686
DMA,1977,32.88694
DMA,1978,35.16908
DMA,1979,21.22525
DMA,1980,41.62261
DMA,1981,54.77734
DMA,1982,45.72299
DMA,1983,36.59901
DMA,1984,38.05416
DMA,1985,37.29517
DMA,1986,47.14778
DMA,1987,57.23686
DMA,1988,75.98083
DMA,1989,51.91998
DMA,1990,65.68747
DMA,1991,69.37096
DMA,1992,61.67582
DMA,1993,57.99002
DMA,1994,58.68204
DMA,1995,53.73239
DMA,1996,42.41231
DMA,1997,36.86551
DMA,1998,34.44264
DMA,1999,37.76507
DMA,2000,26.16074
DMA,2001,18.33275
DMA,2002,17.949
DMA,2003,17.41306
DMA,2004,18.14637
DMA,2005,22.6166
DMA,2006,23.21444
DMA,2007,27.32765
DMA,2008,42.74105
DMA,2009,34.7489
DMA,2010,31.62383
DMA,2011,39.93567
DMA,2012,41.14408
DMA,2013,37.09934
DMA,2014,35.60031
DOM,1949,22.94646
DOM,1950,23.88192
DOM,1951,27.63465
DOM,1952,25.51566
DOM,1953,21.52639
DOM,1954,23.48976
DOM,1955,22.06269
DOM,1956,21.12804
DOM,1957,24.88504
DOM,1958,19.00863
DOM,1959,21.2193
DOM,1960,28.48455
DOM,1961,24.33878
DOM,1962,25.7493
DOM,1963,20.11692
DOM,1964,19.62851
DOM,1965,16.79203
DOM,1966,16.14493
DOM,1967,15.62437
DOM,1968,16.71198
DOM,1969,15.80382
DOM,1970,15.65403
DOM,1971,15.28079
DOM,1972,18.30151
DOM,1973,20.4627
DOM,1974,24.30644
DOM,1975,27.01053
DOM,1976,18.81538
DOM,1977,18.37767
DOM,1978,15.58261
DOM,1979,17.41831
DOM,1980,17.79211
DOM,1981,17.75378
DOM,1982,12.51288
DOM,1983,12.42115
DOM,1984,12.76207
DOM,1985,24.24524
DOM,1986,21.64727
DOM,1987,25.04752
DOM,1988,34.6552
DOM,1989,32.14897
DOM,1990,30.06941
DOM,1991,24.44033
DOM,1992,24.72535
DOM,1993,23.73448
DOM,1994,24.90634
DOM,1995,24.65132
DOM,1996,23.55438
DOM,1997,26.04977
DOM,1998,24.40694
DOM,1999,23.66087
DOM,2000,23.90672
DOM,2001,21.19618
DOM,2002,19.43789
DOM,2003,25.7123
DOM,2004,26.93318
DOM,2005,18.07104
DOM,2006,18.49727
DOM,2007,16.24597
DOM,2008,14.89928
DOM,2009,12.308
DOM,2010,13.33248
DOM,2011,14.55031
DOM,2012,15.19693
DOM,2013,16.10972
DOM,2014,16.43839
TLS,2003,1.766
TLS,2004,1.57425
TLS,2005,1.64684
TLS,2006,1.82376
TLS,2007,1.49678
TLS,2008,1.87305
TLS,2009,1.0379
TLS,2010,1.75535
TLS,2011,1.16011
TLS,2012,2.37784
TLS,2013,1.21645
TLS,2014,1.45861
ECU,1939,7.0
ECU,1940,6.85
ECU,1941,8.5
ECU,1942,10.26923
ECU,1943,10.16667
ECU,1944,9.56522
ECU,1945,6.03333
ECU,1946,6.73684
ECU,1947,6.1875
ECU,1948,5.79629
ECU,1949,3.74516
ECU,1950,6.98958
ECU,1951,6.35192
ECU,1952,7.16376
ECU,1953,6.67742
ECU,1954,9.153
ECU,1955,7.67386
ECU,1956,7.69568
ECU,1957,8.26
ECU,1958,8.56938
ECU,1959,7.92173
ECU,1960,7.45899
ECU,1961,6.92518
ECU,1962,8.19687
ECU,1963,9.48392
ECU,1964,9.69553
ECU,1965,10.23147
ECU,1966,10.12419
ECU,1967,10.61777
ECU,1968,10.52858
ECU,1969,8.55889
ECU,1970,11.55925
ECU,1971,10.97534
ECU,1972,12.44741
ECU,1973,16.39062
ECU,1974,19.2648
ECU,1975,15.51449
ECU,1976,16.49292
ECU,1977,15.10418
ECU,1978,14.77643
ECU,1979,14.89471
ECU,1980,13.88697
ECU,1981,11.66828
ECU,1982,13.31557
ECU,1983,14.85594
ECU,1984,16.11323
ECU,1985,19.56875
ECU,1986,17.49129
ECU,1987,16.32346
ECU,1988,20.4418
ECU,1989,20.23154
ECU,1990,19.76263
ECU,1991,21.0478
ECU,1992,20.85777
ECU,1993,19.62664
ECU,1994,21.31499
ECU,1995,22.35957
ECU,1996,22.28635
ECU,1997,21.23134
ECU,1998,18.36196
ECU,1999,27.80656
ECU,2000,34.75762
ECU,2001,25.39559
ECU,2002,20.5508
ECU,2003,21.16694
ECU,2004,25.8868
ECU,2005,30.11825
ECU,2006,31.36017
ECU,2007,31.78143
ECU,2008,39.35537
ECU,2009,24.97758
ECU,2010,27.66947
ECU,2011,30.02817
ECU,2012,29.88976
ECU,2013,29.44232
ECU,2014,27.59304
EGY,1886,36.4223
EGY,1887,34.13253
EGY,1888,32.43393
EGY,1889,35.91102
EGY,1890,34.47507
EGY,1891,39.17849
EGY,1892,36.76916
EGY,1893,34.30565
EGY,1894,34.22214
EGY,1895,33.00989
EGY,1896,30.26026
EGY,1897,29.7012
EGY,1898,25.2405
EGY,1899,30.03989
EGY,1900,28.53339
EGY,1901,26.49225
EGY,1902,28.78768
EGY,1903,27.95422
EGY,1904,27.20392
EGY,1905,24.90825
EGY,1906,27.19392
EGY,1907,28.62852
EGY,1908,21.8424
EGY,1909,26.33142
EGY,1910,27.02774
EGY,1911,26.70558
EGY,1912,32.77467
EGY,1913,28.55376
EGY,1914,18.61187
EGY,1915,19.58754
EGY,1916,23.29435
EGY,1917,23.72342
EGY,1918,21.66046
EGY,1919,32.59065
EGY,1920,33.96049
EGY,1921,17.39868
EGY,1922,20.83997
EGY,1923,25.50346
EGY,1924,32.89822
EGY,1925,28.43765
EGY,1926,20.67706
EGY,1927,24.58325
EGY,1928,28.17985
EGY,1929,26.73214
EGY,1930,17.33263
EGY,1931,15.94783
EGY,1932,15.49981
EGY,1933,16.77749
EGY,1934,17.55872
EGY,1935,19.29762
EGY,1936,17.54869
EGY,1937,20.90236
EGY,1938,15.49481
EGY,1951,23.23484
EGY,1952,15.23559
EGY,1953,14.72425
EGY,1954,15.06239
EGY,1955,13.78761
EGY,1956,12.16159
EGY,1957,14.00365
EGY,1958,12.66997
EGY,1959,11.62748
EGY,1960,14.34474
EGY,1961,11.55954
EGY,1962,11.06797
EGY,1963,13.45892
EGY,1964,12.42172
EGY,1965,11.83969
EGY,1966,11.34746
EGY,1967,10.15564
EGY,1968,10.38956
EGY,1969,10.85541
EGY,1970,10.06145
EGY,1971,9.55782
EGY,1972,9.41641
EGY,1973,11.69473
EGY,1974,16.81921
EGY,1975,12.27412
EGY,1976,11.38964
EGY,1977,11.67222
EGY,1978,14.69093
EGY,1979,20.36561
EGY,1980,23.19866
EGY,1981,24.11274
EGY,1982,20.11583
EGY,1983,17.6201
EGY,1984,17.58439
EGY,1985,17.24756
EGY,1986,10.2368
EGY,1987,11.43765
EGY,1988,11.26659
EGY,1989,11.83312
EGY,1990,12.54284
EGY,1991,12.29292
EGY,1992,14.73505
EGY,1993,11.84709
EGY,1994,11.37573
EGY,1995,9.91404
EGY,1996,9.6043
EGY,1997,7.95685
EGY,1998,6.52446
EGY,1999,6.15847
EGY,2000,6.36002
EGY,2001,5.97363
EGY,2002,7.77644
EGY,2003,9.83157
EGY,2004,15.11151
EGY,2005,16.38622
EGY,2006,18.49106
EGY,2007,17.22471
EGY,2008,19.61506
EGY,2009,13.50817
EGY,2010,13.36918
EGY,2011,15.6141
EGY,2012,12.66963
EGY,2013,11.98349
EGY,2014,10.57212
SLV,1940,11.35371
SLV,1941,10.77586
SLV,1942,15.41219
SLV,1943,13.56784
SLV,1944,12.64368
SLV,1949,13.15662
SLV,1950,16.39579
SLV,1951,19.85432
SLV,1952,20.0319
SLV,1953,18.95887
SLV,1954,20.84988
SLV,1955,22.64198
SLV,1956,20.80932
SLV,1957,24.60854
SLV,1958,22.50535
SLV,1959,20.72961
SLV,1960,20.88404
SLV,1961,21.83274
SLV,1962,21.96855
SLV,1963,22.72727
SLV,1964,23.84842
SLV,1965,23.57859
SLV,1966,20.66658
SLV,1967,21.22916
SLV,1968,20.85644
SLV,1969,19.62512
SLV,1970,21.22595
SLV,1971,20.64977
SLV,1972,23.87531
SLV,1973,27.24638
SLV,1974,31.61956
SLV,1975,30.95127
SLV,1976,34.57251
SLV,1977,38.56179
SLV,1978,29.3436
SLV,1979,37.5613
SLV,1980,32.01326
SLV,1981,25.59285
SLV,1982,22.75548
SLV,1983,25.14745
SLV,1984,23.6176
SLV,1985,20.41668
SLV,1986,22.47402
SLV,1987,17.2432
SLV,1988,17.78812
SLV,1989,14.44144
SLV,1990,13.07894
SLV,1991,14.39038
SLV,1992,14.85895
SLV,1993,14.8279
SLV,1994,17.18844
SLV,1995,17.93409
SLV,1996,18.75425
SLV,1997,22.09414
SLV,1998,21.89277
SLV,1999,21.66288
SLV,2000,23.82677
SLV,2001,22.07709
SLV,2002,22.0401
SLV,2003,21.88577
SLV,2004,21.76816
SLV,2005,21.58509
SLV,2006,20.0574
SLV,2007,20.72452
SLV,2008,21.93322
SLV,2009,19.00805
SLV,2010,21.28593
SLV,2011,23.82447
SLV,2012,23.31175
SLV,2013,22.54775
SLV,2014,21.38104
GNQ,1962,274.04013
GNQ,1963,258.30029
GNQ,1964,259.58762
GNQ,1965,41.69992
GNQ,1966,43.40906
GNQ,1967,49.78051
GNQ,1968,53.32205
GNQ,1969,56.52599
GNQ,1970,37.49354
GNQ,1971,43.65101
GNQ,1972,29.37526
GNQ,1973,23.50892
GNQ,1974,36.0026
GNQ,1975,25.37019
GNQ,1976,9.5318
GNQ,1977,13.7805
GNQ,1978,36.46316
GNQ,1979,54.49715
GNQ,1980,38.00015
GNQ,1981,78.29607
GNQ,1982,83.12046
GNQ,1983,73.16202
GNQ,1984,79.98509
GNQ,1985,47.00448
GNQ,1986,51.66122
GNQ,1987,42.19577
GNQ,1988,48.28873
GNQ,1989,43.71704
GNQ,1990,34.20667
GNQ,1991,36.81932
GNQ,1992,35.10589
GNQ,1993,46.29686
GNQ,1994,59.38824
GNQ,1995,97.32953
GNQ,1996,85.12173
GNQ,1997,89.24635
GNQ,1998,121.73034
GNQ,1999,110.75354
GNQ,2000,113.27402
GNQ,2001,116.00198
GNQ,2002,104.3469
GNQ,2003,114.70914
GNQ,2004,89.54592
GNQ,2005,76.89363
GNQ,2006,81.56566
GNQ,2007,78.11077
GNQ,2008,90.69261
GNQ,2009,82.20495
GNQ,2010,70.04556
GNQ,2011,70.71982
GNQ,2012,84.01505
GNQ,2013,82.10079
GNQ,2014,84.92641
ERI,1992,3.43742
ERI,1993,8.9768
ERI,1994,0.31456
ERI,1995,2.13828
ERI,1996,14.13049
ERI,1997,8.30311
ERI,1998,3.30844
ERI,1999,1.94146
ERI,2000,1.73711
ERI,2001,1.47863
ERI,2002,1.33597
ERI,2003,1.65785
ERI,2004,0.94859
ERI,2005,1.26781
ERI,2006,1.0585
ERI,2007,1.27786
ERI,2008,1.5377
ERI,2009,0.60649
ERI,2010,0.53318
ERI,2011,14.27199
EST,1995,47.68047
EST,1996,46.98685
EST,1997,57.86143
EST,1998,57.75425
EST,1999,54.79439
EST,2000,84.57828
EST,2001,70.03265
EST,2002,59.30005
EST,2003,57.17481
EST,2004,59.00024
EST,2005,57.1913
EST,2006,57.18068
EST,2007,49.5578
EST,2008,51.55981
EST,2009,46.12093
EST,2010,54.68523
EST,2011,66.92484
EST,2012,65.84017
EST,2013,62.61351
EST,2014,61.46059
SWZ,1960,48.09441
SWZ,1961,41.2262
SWZ,1962,46.42488
SWZ,1963,57.18515
SWZ,1964,48.88539
SWZ,1965,61.27493
SWZ,1966,69.85431
SWZ,1967,75.33711
SWZ,1968,69.03512
SWZ,1969,59.12353
SWZ,1970,63.53311
SWZ,1971,57.10268
SWZ,1972,55.58981
SWZ,1973,48.61454
SWZ,1974,67.27805
SWZ,1975,67.66461
SWZ,1976,67.10953
SWZ,1977,54.12616
SWZ,1978,57.60297
SWZ,1979,56.29248
SWZ,1980,68.08024
SWZ,1981,68.41472
SWZ,1982,60.45746
SWZ,1983,54.74162
SWZ,1984,48.53552
SWZ,1985,49.58279
SWZ,1986,62.34131
SWZ,1987,72.41588
SWZ,1988,67.62745
SWZ,1989,72.03108
SWZ,1990,49.87915
SWZ,1991,51.11829
SWZ,1992,49.73668
SWZ,1993,50.10289
SWZ,1994,55.02738
SWZ,1995,50.97168
SWZ,1996,53.40787
SWZ,1997,56.03775
SWZ,1998,61.70317
SWZ,1999,60.53424
SWZ,2000,59.69185
SWZ,2001,78.11229
SWZ,2002,84.0531
SWZ,2003,88.3361
SWZ,2004,80.51696
SWZ,2005,63.4653
SWZ,2006,56.31044
SWZ,2007,56.97804
SWZ,2008,51.99056
SWZ,2009,52.78771
SWZ,2010,51.02364
SWZ,2011,38.48435
SWZ,2012,39.20605
SWZ,2013,41.53115
SWZ,2014,48.99281
ETH,1949,6.04592
ETH,1950,7.30465
ETH,1951,8.43038
ETH,1952,9.91838
ETH,1953,11.88471
ETH,1954,10.38828
ETH,1955,9.5409
ETH,1956,7.97997
ETH,1957,8.73454
ETH,1958,7.12689
ETH,1959,7.82287
ETH,1960,7.88183
ETH,1961,7.73169
ETH,1962,7.87324
ETH,1963,8.456
ETH,1964,9.00893
ETH,1965,9.1028
ETH,1966,8.20475
ETH,1967,7.13012
ETH,1968,7.11016
ETH,1969,7.39191
ETH,1970,7.73728
ETH,1971,7.34287
ETH,1972,8.13585
ETH,1973,10.21748
ETH,1974,10.03429
ETH,1975,9.0506
ETH,1976,9.68886
ETH,1977,10.10195
ETH,1978,8.73244
ETH,1979,10.82699
ETH,1980,10.36177
ETH,1981,8.0289
ETH,1982,8.86688
ETH,1983,7.41686
ETH,1984,8.20892
ETH,1985,5.14908
ETH,1986,7.25963
ETH,1987,5.71571
ETH,1988,5.49235
ETH,1989,6.22184
ETH,1990,4.51141
ETH,1991,3.27036
ETH,1992,2.11969
ETH,1993,3.11634
ETH,1994,5.57178
ETH,1995,7.13667
ETH,1996,6.16702
ETH,1997,7.39499
ETH,1998,8.21213
ETH,1999,6.16467
ETH,2000,5.85062
ETH,2001,5.75121
ETH,2002,6.4475
ETH,2003,7.02773
