COUNTRYCODE,YEAR,MERCHANDISEEXPORTGDPSHARE
KWT,2012,60.32021
KWT,2013,57.42919
KWT,2014,57.49265
KGZ,1992,13.59342
KGZ,1993,17.75235
KGZ,1994,23.79193
KGZ,1995,29.13498
KGZ,1996,29.21573
KGZ,1997,34.47544
KGZ,1998,32.20631
KGZ,1999,36.34728
KGZ,2000,36.6168
KGZ,2001,31.21534
KGZ,2002,30.24154
KGZ,2003,30.25889
KGZ,2004,31.89377
KGZ,2005,28.76145
KGZ,2006,28.09033
KGZ,2007,29.82565
KGZ,2008,31.4701
KGZ,2009,21.05377
KGZ,2010,23.84075
KGZ,2011,19.9534
KGZ,2012,19.19426
KGZ,2013,16.27489
KGZ,2014,16.58732
LAO,1969,2.6654
LAO,1970,3.00815
LAO,1971,2.78712
LAO,1972,5.96233
LAO,1973,26.74232
LAO,1974,9.7532
LAO,1977,6.17241
LAO,1982,8.62948
LAO,1984,0.64775
LAO,1985,0.91716
LAO,1986,1.05097
LAO,1987,2.57699
LAO,1988,10.76389
LAO,1989,13.35457
LAO,1990,8.11524
LAO,1991,8.70191
LAO,1992,10.49551
LAO,1993,18.11337
LAO,1994,31.16153
LAO,1995,19.5361
LAO,1996,17.11613
LAO,1997,17.50924
LAO,1998,28.96465
LAO,1999,31.80138
LAO,2000,22.60504
LAO,2001,21.24177
LAO,2002,21.96048
LAO,2003,21.62476
LAO,2004,22.61657
LAO,2005,26.5579
LAO,2006,35.52626
LAO,2007,31.33843
LAO,2008,29.40273
LAO,2009,26.07633
LAO,2010,30.57756
LAO,2011,37.66121
LAO,2012,35.53312
LAO,2013,34.68626
LAO,2014,40.00036
LVA,1995,46.72733
LVA,1996,47.83136
LVA,1997,48.26472
LVA,1998,39.14464
LVA,1999,33.2088
LVA,2000,40.28175
LVA,2001,37.82884
LVA,2002,34.05536
LVA,2003,34.25372
LVA,2004,39.56832
LVA,2005,38.32201
LVA,2006,34.98559
LVA,2007,31.57426
LVA,2008,31.62923
LVA,2009,31.65604
LVA,2010,39.77615
LVA,2011,45.16636
LVA,2012,49.2173
LVA,2013,47.03957
LVA,2014,45.97081
LBN,1950,24.77962
LBN,1951,24.84472
LBN,1952,23.69077
LBN,1953,52.10152
LBN,1954,56.69238
LBN,1955,49.5316
LBN,1956,51.24961
LBN,1957,44.50748
LBN,1958,26.41296
LBN,1959,20.7783
LBN,1960,18.20484
LBN,1961,15.65705
LBN,1962,14.90914
LBN,1963,13.78197
LBN,1964,18.13075
LBN,1965,13.3578
LBN,1966,13.86962
LBN,1967,14.05551
LBN,1968,20.3712
LBN,1969,20.69782
LBN,1970,21.13456
LBN,1971,24.45135
LBN,1972,26.05314
LBN,1973,31.30879
LBN,1974,46.25572
LBN,1975,43.65414
LBN,1976,21.39325
LBN,1977,26.76549
LBN,1978,25.89706
LBN,1979,25.4555
LBN,1980,22.9223
LBN,1981,23.41899
LBN,1982,29.72329
LBN,1983,11.80637
LBN,1984,27.96034
LBN,1985,32.09328
LBN,1986,35.41788
LBN,1987,53.1123
LBN,1988,21.12068
LBN,1989,19.03078
LBN,1990,17.75318
LBN,1991,13.75502
LBN,1992,13.462
LBN,1993,9.29091
LBN,1994,7.33249
LBN,1995,6.49506
LBN,1996,8.42485
LBN,1997,5.34156
LBN,1998,5.13141
LBN,1999,5.02578
LBN,2000,5.08669
LBN,2001,6.61754
LBN,2002,6.29429
LBN,2003,7.50686
LBN,2004,11.45493
LBN,2005,9.92188
LBN,2006,10.23057
LBN,2007,11.80321
LBN,2008,12.80295
LBN,2009,9.77495
LBN,2010,10.15308
LBN,2011,10.48206
LBN,2012,10.37639
LBN,2013,9.01392
LBN,2014,7.61328
LSO,1960,11.56761
LSO,1961,11.20471
LSO,1962,11.94482
LSO,1963,10.62946
LSO,1964,11.55202
LSO,1965,11.99004
LSO,1966,10.83232
LSO,1967,9.84664
LSO,1968,7.70122
LSO,1969,10.38009
LSO,1970,8.6295
LSO,1971,5.50993
LSO,1972,9.80269
LSO,1973,10.45093
LSO,1974,9.57087
LSO,1975,8.21193
LSO,1976,11.40619
LSO,1977,7.25788
LSO,1978,11.94698
LSO,1979,15.53826
LSO,1980,13.43957
LSO,1981,11.51575
LSO,1982,11.31679
LSO,1983,8.72149
LSO,1984,9.5713
LSO,1985,9.28625
LSO,1986,8.94729
LSO,1987,12.725
LSO,1988,14.89294
LSO,1989,14.61978
LSO,1990,11.38485
LSO,1991,11.00578
LSO,1992,15.1274
LSO,1993,18.43105
LSO,1994,18.93937
LSO,1995,18.62439
LSO,1996,22.91816
LSO,1997,22.79576
LSO,1998,23.67528
LSO,1999,21.45873
LSO,2000,28.52469
LSO,2001,39.63759
LSO,2002,54.50314
LSO,2003,49.06924
LSO,2004,57.36438
LSO,2005,47.54425
LSO,2006,50.26334
LSO,2007,51.93832
LSO,2008,54.21359
LSO,2009,42.89707
LSO,2010,40.12178
LSO,2011,46.45353
LSO,2012,40.78595
LSO,2013,38.1885
LSO,2014,42.40094
LBR,1949,21.94787
LBR,1950,36.60131
LBR,1951,64.27688
LBR,1952,43.32553
LBR,1953,34.48276
LBR,1954,27.71855
LBR,1955,43.65482
LBR,1956,56.09284
LBR,1957,50.78486
LBR,1958,55.9083
LBR,1959,82.6709
LBR,1960,73.59308
LBR,1961,49.91276
LBR,1962,53.05903
LBR,1963,54.93694
LBR,1964,84.45657
LBR,1965,95.87422
LBR,1966,95.63957
LBR,1967,87.61024
LBR,1968,86.30857
LBR,1969,96.07221
LBR,1970,102.19849
LBR,1971,108.51398
LBR,1972,112.00739
LBR,1973,166.04771
LBR,1974,121.11611
LBR,1975,105.10947
LBR,1976,115.00753
LBR,1977,98.70095
LBR,1978,134.25833
LBR,1979,162.41231
LBR,1980,153.38565
LBR,1981,152.54912
LBR,1982,153.75435
LBR,1983,118.92662
LBR,1984,108.49716
LBR,1985,109.98489
LBR,1986,102.76289
LBR,1987,103.36666
LBR,1988,146.62302
LBR,1989,317.9025
LBR,1990,564.11127
LBR,1991,154.50629
LBR,1992,382.95773
LBR,1993,252.31429
LBR,1994,519.63605
LBR,1995,779.75879
LBR,1996,710.56177
LBR,1997,296.25739
LBR,1998,275.99942
LBR,1999,137.77347
LBR,2000,121.71734
LBR,2001,204.15213
LBR,2002,217.4641
LBR,2003,244.2953
LBR,2004,221.18083
LBR,2005,215.85573
LBR,2006,298.18045
LBR,2007,302.30634
LBR,2008,117.75909
LBR,2009,113.61017
LBR,2010,57.55757
LBR,2011,53.75153
LBR,2012,55.48027
LBR,2013,44.73554
LBR,2014,48.32191
LBY,1960,3.62857
LBY,1961,5.6677
LBY,1962,27.70462
LBY,1963,48.36258
LBY,1964,63.04948
LBY,1965,63.19582
LBY,1966,54.83117
LBY,1967,54.13777
LBY,1968,58.87437
LBY,1969,60.40122
LBY,1970,63.43108
LBY,1971,60.5948
LBY,1972,44.39549
LBY,1973,53.38408
LBY,1974,63.02919
LBY,1975,49.81261
LBY,1976,56.65566
LBY,1977,55.19102
LBY,1978,55.10354
LBY,1979,60.69234
LBY,1980,62.83067
LBY,1981,58.53836
LBY,1982,47.59479
LBY,1983,46.32148
LBY,1984,43.08284
LBY,1985,42.33342
LBY,1986,31.36839
LBY,1987,34.28774
LBY,1988,33.7082
LBY,1989,39.41363
LBY,1990,48.01228
LBY,1991,37.35031
LBY,1992,32.15408
LBY,1993,27.14203
LBY,1994,30.22094
LBY,1995,36.81227
LBY,1996,39.98504
LBY,1997,34.21943
LBY,1998,27.58762
LBY,1999,24.31574
LBY,2000,36.57594
LBY,2001,36.5257
LBY,2002,52.91171
LBY,2003,57.52887
LBY,2004,64.13865
LBY,2005,67.38864
LBY,2006,78.77181
LBY,2007,70.96459
LBY,2008,77.80814
LBY,2009,61.2312
LBY,2010,61.50198
LBY,2011,52.72991
LBY,2012,68.631
LBY,2013,61.42622
LBY,2014,45.535
LTU,1995,34.37625
LTU,1996,39.1302
LTU,1997,38.16606
LTU,1998,33.01299
LTU,1999,27.52929
LTU,2000,33.01785
LTU,2001,37.41139
LTU,2002,38.35806
LTU,2003,38.09275
LTU,2004,41.04503
LTU,2005,45.02944
LTU,2006,46.84098
LTU,2007,43.20681
LTU,2008,49.62555
LTU,2009,44.05396
LTU,2010,55.80439
LTU,2011,64.47405
LTU,2012,69.11874
LTU,2013,70.2521
LTU,2014,66.93767
LUX,1999,36.71333
LUX,2000,39.19414
LUX,2001,46.35567
LUX,2002,43.82192
LUX,2003,45.52711
LUX,2004,47.31467
LUX,2005,51.70709
LUX,2006,54.82639
LUX,2007,45.57205
LUX,2008,46.59395
LUX,2009,42.35012
LUX,2010,37.72266
LUX,2011,35.54904
LUX,2012,33.639
LUX,2013,29.83096
LUX,2014,29.51969
MAC,1982,80.73653
MAC,1983,84.30736
MAC,1984,89.69613
MAC,1985,88.77694
MAC,1986,98.57929
MAC,1987,94.49532
MAC,1988,86.84222
MAC,1989,76.76639
MAC,1990,68.47861
MAC,1991,54.08367
MAC,1992,47.21944
MAC,1993,33.982
MAC,1994,31.44687
MAC,1995,30.94456
MAC,1996,32.44477
MAC,1997,33.43646
MAC,1998,36.63439
MAC,1999,37.13797
MAC,2000,41.62628
MAC,2001,35.89149
MAC,2002,33.78197
MAC,2003,33.71475
MAC,2004,30.53474
MAC,2005,22.69885
MAC,2006,19.63871
MAC,2007,14.87678
MAC,2008,21.63849
MAC,2009,14.54153
MAC,2010,10.86865
MAC,2011,8.61739
MAC,2012,7.03623
MAC,2013,7.06825
MAC,2014,5.82713
MDG,1950,16.98818
MDG,1951,18.32791
MDG,1952,19.50392
MDG,1953,19.07282
MDG,1954,21.91687
MDG,1955,40.04657
MDG,1956,31.44223
MDG,1960,16.368
MDG,1961,11.63107
MDG,1962,12.76906
MDG,1963,12.67012
MDG,1964,13.27382
MDG,1965,12.65938
MDG,1966,11.59393
MDG,1967,10.8946
MDG,1968,12.77424
MDG,1969,12.01934
MDG,1970,13.65343
MDG,1971,13.48757
MDG,1972,13.30739
MDG,1973,12.95311
MDG,1974,14.08824
MDG,1975,14.45361
MDG,1976,14.3969
MDG,1977,16.60515
MDG,1978,14.95527
MDG,1979,11.79107
MDG,1980,10.93713
MDG,1981,10.67786
MDG,1982,11.37423
MDG,1983,9.82243
MDG,1984,12.43823
MDG,1985,10.85023
MDG,1986,11.95923
MDG,1987,16.53938
MDG,1988,14.57
MDG,1989,15.12841
MDG,1990,13.92833
MDG,1991,15.0045
MDG,1992,13.85451
MDG,1993,12.5248
MDG,1994,18.95212
MDG,1995,20.95037
MDG,1996,17.10625
MDG,1997,19.1836
MDG,1998,20.367
MDG,1999,20.71448
MDG,2000,23.51821
MDG,2001,23.08296
MDG,2002,19.88117
MDG,2003,21.38668
MDG,2004,31.01676
MDG,2005,22.17024
MDG,2006,20.84319
MDG,2007,17.97309
MDG,2008,14.86574
MDG,2009,14.15072
MDG,2010,12.65668
MDG,2011,16.94132
MDG,2012,16.00664
MDG,2013,18.82804
MDG,2014,20.58621
MWI,1954,21.81535
MWI,1955,18.97974
MWI,1956,21.24666
MWI,1957,21.09545
MWI,1958,17.24526
MWI,1959,17.6345
MWI,1960,19.12948
MWI,1961,18.90425
MWI,1962,19.95095
MWI,1963,19.48826
MWI,1964,18.53752
MWI,1965,15.9239
MWI,1966,16.91512
MWI,1967,19.16144
MWI,1968,20.31529
MWI,1969,19.85176
MWI,1970,20.36004
MWI,1971,19.72552
MWI,1972,20.00841
MWI,1973,22.36068
MWI,1974,21.72802
MWI,1975,22.31469
MWI,1976,24.78557
MWI,1977,25.38766
MWI,1978,20.10116
MWI,1979,21.99183
MWI,1980,23.82524
MWI,1981,22.41884
MWI,1982,19.9329
MWI,1983,18.74226
MWI,1984,25.46054
MWI,1985,24.65395
MWI,1986,21.93994
MWI,1987,26.31921
MWI,1988,21.9573
MWI,1989,17.34673
MWI,1990,22.25944
MWI,1991,21.86903
MWI,1992,28.3373
MWI,1993,20.03355
MWI,1994,39.86912
MWI,1995,30.22733
MWI,1996,20.18492
MWI,1997,20.17468
MWI,1998,29.83668
MWI,1999,29.10948
MWI,2000,24.26897
MWI,2001,27.37713
MWI,2002,13.4608
MWI,2003,17.23407
MWI,2004,15.01767
MWI,2005,17.81805
MWI,2006,15.41934
MWI,2007,17.84737
MWI,2008,15.45156
MWI,2009,15.93834
MWI,2010,14.94192
MWI,2011,14.6245
MWI,2012,19.44264
MWI,2013,19.78971
MWI,2014,18.33355
MYS,1949,48.47888
MYS,1950,75.09821
MYS,1951,80.77127
MYS,1952,61.68504
MYS,1953,52.24914
MYS,1954,57.97778
MYS,1955,84.2831
MYS,1956,82.33202
MYS,1957,41.83283
MYS,1958,38.50082
MYS,1959,44.74399
MYS,1960,61.93349
MYS,1961,55.61709
MYS,1962,53.20722
MYS,1963,43.33702
MYS,1964,41.30973
MYS,1965,41.80104
MYS,1966,33.53565
MYS,1967,38.14212
MYS,1968,45.4988
MYS,1969,51.14886
MYS,1970,49.94659
MYS,1971,45.48673
MYS,1972,41.26188
MYS,1973,46.72419
MYS,1974,52.09261
MYS,1975,45.32649
MYS,1976,54.31839
MYS,1977,56.34594
MYS,1978,52.52589
MYS,1979,59.94589
MYS,1980,63.41681
MYS,1981,58.09401
MYS,1982,53.64256
MYS,1983,52.11859
MYS,1984,56.85268
MYS,1985,57.49489
MYS,1986,60.1041
MYS,1987,66.19534
MYS,1988,75.15961
MYS,1989,75.50936
MYS,1990,77.65017
MYS,1991,82.35832
MYS,1992,78.61315
MYS,1993,82.45352
MYS,1994,89.99121
MYS,1995,97.26938
MYS,1996,90.25207
MYS,1997,89.23649
MYS,1998,114.16131
MYS,1999,116.47432
MYS,2000,122.28715
MYS,2001,113.33839
MYS,2002,110.28464
MYS,2003,116.61221
MYS,2004,123.13877
MYS,2005,119.33524
MYS,2006,119.07279
MYS,2007,111.94174
MYS,2008,105.41481
MYS,2009,96.85786
MYS,2010,100.27072
MYS,2011,98.91283
MYS,2012,92.78214
MYS,2013,91.36375
MYS,2014,87.82253
MDV,1980,14.22928
MDV,1981,23.13304
MDV,1982,27.27604
MDV,1983,25.27055
MDV,1984,13.16908
MDV,1985,19.29587
MDV,1986,22.32125
MDV,1987,21.77973
MDV,1988,38.18465
MDV,1989,35.84861
MDV,1990,35.20982
MDV,1991,33.20289
MDV,1992,28.87926
MDV,1993,22.03621
MDV,1994,18.4182
MDV,1995,19.24369
MDV,1996,25.71052
MDV,1997,19.82288
MDV,1998,27.64725
MDV,1999,24.73508
MDV,2000,40.32077
MDV,2001,21.89216
MDV,2002,25.5358
MDV,2003,20.13456
MDV,2004,17.49263
MDV,2005,13.44113
MDV,2006,12.48709
MDV,2007,9.88629
MDV,2008,9.6862
MDV,2009,5.78573
MDV,2010,6.39994
MDV,2011,8.72933
MDV,2012,8.8236
MDV,2013,8.81459
MDV,2014,7.00092
MLI,1960,4.4235
MLI,1961,9.63524
MLI,1962,6.72437
MLI,1963,7.20339
MLI,1964,9.09091
MLI,1965,8.40564
MLI,1966,6.80628
MLI,1967,5.95293
MLI,1968,3.67977
MLI,1969,5.09247
MLI,1970,9.86541
MLI,1971,8.39648
MLI,1972,8.57635
MLI,1973,9.27524
MLI,1974,11.8911
MLI,1975,4.3984
MLI,1976,9.00069
MLI,1977,11.86792
MLI,1978,8.68952
MLI,1979,7.9854
MLI,1980,9.26235
MLI,1981,8.60551
MLI,1982,17.39406
MLI,1983,8.32925
MLI,1984,11.46816
MLI,1985,8.88237
MLI,1986,11.4344
MLI,1987,8.56005
MLI,1988,9.86611
MLI,1989,11.27498
MLI,1990,13.38597
MLI,1991,11.45319
MLI,1992,12.69626
MLI,1993,19.06355
MLI,1994,16.09148
MLI,1995,16.29456
MLI,1996,15.57317
MLI,1997,20.80008
MLI,1998,19.03876
MLI,1999,16.60143
MLI,2000,18.44875
MLI,2001,20.92167
MLI,2002,22.46927
MLI,2003,19.72997
MLI,2004,17.93439
MLI,2005,17.62873
MLI,2006,22.46442
MLI,2007,19.10521
MLI,2008,21.50709
MLI,2009,17.42129
MLI,2010,18.69377
MLI,2011,18.29617
MLI,2012,20.97918
MLI,2013,17.65749
MLI,2014,14.59511
MLT,1964,14.00987
MLT,1965,15.99349
MLT,1966,17.31155
MLT,1967,15.43403
MLT,1968,19.16896
MLT,1969,19.45221
MLT,1970,15.37119
MLT,1971,17.04977
MLT,1972,22.75786
MLT,1973,28.49116
MLT,1974,40.35708
MLT,1975,34.97758
MLT,1976,43.35935
MLT,1977,46.14721
MLT,1978,43.14998
MLT,1979,43.09145
MLT,1980,38.85062
MLT,1981,36.15251
MLT,1982,33.28865
MLT,1983,31.80809
MLT,1984,36.72548
MLT,1985,38.58534
MLT,1986,35.52402
MLT,1987,34.52535
MLT,1988,39.61933
MLT,1989,42.81817
MLT,1990,45.8219
MLT,1991,46.93997
MLT,1992,50.93575
MLT,1993,52.94518
MLT,1994,56.30705
MLT,1995,53.61359
MLT,1996,47.7273
MLT,1997,45.24167
MLT,1998,50.89518
MLT,1999,50.94533
MLT,2000,61.69856
MLT,2001,58.26313
MLT,2002,60.18013
MLT,2003,58.90442
MLT,2004,58.36917
MLT,2005,53.30813
MLT,2006,62.00065
MLT,2007,61.18701
MLT,2008,72.94489
MLT,2009,58.14314
MLT,2010,76.33096
MLT,2011,68.19489
MLT,2012,72.28053
MLT,2013,66.48967
MHL,1994,20.26168
MHL,1995,19.18905
MHL,1996,17.06958
MHL,1997,14.84348
MHL,1998,5.31177
MHL,1999,7.09583
MHL,2000,8.22443
MHL,2001,11.08533
MHL,2002,11.43383
MHL,2003,11.98305
MHL,2004,15.08775
MHL,2005,18.41017
MHL,2006,12.46027
MHL,2007,12.19418
MHL,2008,13.22046
MHL,2009,13.6725
MHL,2010,19.7188
MHL,2011,28.98275
MHL,2012,32.04302
MHL,2013,32.60065
MHL,2014,34.81211
MRT,1960,2.15961
MRT,1961,1.85656
MRT,1962,2.69909
MRT,1963,13.53283
MRT,1964,38.11789
MRT,1965,42.89008
MRT,1966,46.52306
MRT,1967,45.77512
MRT,1968,39.7375
MRT,1969,47.01281
MRT,1970,47.42767
MRT,1971,51.19421
MRT,1972,51.49063
MRT,1973,50.36409
MRT,1974,52.74122
MRT,1975,45.46848
MRT,1976,39.23434
MRT,1977,38.83338
MRT,1978,28.25773
MRT,1979,34.2121
MRT,1980,36.72234
MRT,1981,49.46145
MRT,1982,39.93306
MRT,1983,37.04496
MRT,1984,40.7458
MRT,1985,61.18888
MRT,1986,57.31413
MRT,1987,53.83823
MRT,1988,55.0717
MRT,1989,60.52234
MRT,1990,52.18897
MRT,1991,50.7246
MRT,1992,41.13196
MRT,1993,36.84786
MRT,1994,36.19849
MRT,1995,44.40242
MRT,1996,42.81048
MRT,1997,41.98094
MRT,1998,39.6086
MRT,1999,40.6376
MRT,2000,44.18932
MRT,2001,45.92921
MRT,2002,44.69492
MRT,2003,41.02753
MRT,2004,47.96729
MRT,2005,47.23677
MRT,2006,51.87865
MRT,2007,55.24221
MRT,2008,63.54141
MRT,2009,51.82578
MRT,2010,54.76636
MRT,2011,65.24982
MRT,2012,55.38416
MRT,2013,54.37996
MRT,2014,48.8583
MUS,1951,46.20738
MUS,1952,42.7565
MUS,1953,42.34451
MUS,1954,45.66205
MUS,1955,46.38013
MUS,1956,49.07142
MUS,1957,54.83888
MUS,1958,42.46146
MUS,1959,39.27409
MUS,1960,28.64466
MUS,1961,37.46358
MUS,1962,36.26971
MUS,1963,52.95158
MUS,1964,43.71402
MUS,1965,36.77303
MUS,1966,39.94357
MUS,1967,30.34341
MUS,1968,42.38551
MUS,1969,41.16162
MUS,1970,37.85037
MUS,1971,32.14533
MUS,1972,39.57409
MUS,1973,41.24523
MUS,1974,55.46417
MUS,1975,60.65316
MUS,1976,37.49042
MUS,1977,37.41886
MUS,1978,31.34764
MUS,1979,32.81094
MUS,1980,45.4376
MUS,1981,32.43781
MUS,1982,36.81495
MUS,1983,33.89328
MUS,1984,39.06804
MUS,1985,40.46676
MUS,1986,48.79319
MUS,1987,47.24296
MUS,1988,48.94462
MUS,1989,48.49595
MUS,1990,46.52747
MUS,1991,42.39848
MUS,1992,41.3507
MUS,1993,40.42827
MUS,1994,37.7728
MUS,1995,39.23947
MUS,1996,40.46575
MUS,1997,39.39764
MUS,1998,40.96607
MUS,1999,43.45158
MUS,2000,35.97719
MUS,2001,37.4511
MUS,2002,37.28674
MUS,2003,37.74983
MUS,2004,30.99469
MUS,2005,32.97173
MUS,2006,31.7223
MUS,2007,26.63984
MUS,2008,22.1555
MUS,2009,20.26518
MUS,2010,20.73381
MUS,2011,19.66753
MUS,2012,20.92692
MUS,2013,21.80989
MUS,2014,22.47772
MEX,1895,12.32394
MEX,1896,12.62799
MEX,1897,10.95076
MEX,1898,11.80496
MEX,1899,12.65823
MEX,1900,11.99696
MEX,1901,9.6956
MEX,1902,12.38038
MEX,1903,11.2964
MEX,1904,11.38344
MEX,1905,11.92257
MEX,1906,11.18629
MEX,1907,10.35806
MEX,1908,9.59302
MEX,1909,9.83731
MEX,1910,9.48387
MEX,1911,8.20483
MEX,1912,8.0435
MEX,1913,7.0546
MEX,1914,2.67761
MEX,1919,8.14845
MEX,1920,15.12663
MEX,1921,13.87718
MEX,1922,14.0305
MEX,1923,11.32828
MEX,1924,13.27434
MEX,1925,13.01775
MEX,1926,12.65314
MEX,1927,12.71305
MEX,1928,11.79753
MEX,1929,12.15299
MEX,1930,9.8329
MEX,1931,9.48317
MEX,1932,9.51341
MEX,1933,9.65098
MEX,1934,15.51434
MEX,1935,16.51982
MEX,1936,14.49682
MEX,1937,13.11765
MEX,1938,11.50941
MEX,1939,11.74053
MEX,1940,11.63777
MEX,1941,7.90728
MEX,1942,9.2688
MEX,1943,8.66897
MEX,1944,5.56885
MEX,1945,6.18497
MEX,1946,7.07125
MEX,1947,6.96902
MEX,1948,8.92524
MEX,1949,8.52789
MEX,1950,10.24439
MEX,1951,11.22777
MEX,1952,10.04077
MEX,1953,8.77694
MEX,1954,9.55563
MEX,1955,10.75575
MEX,1956,10.7352
MEX,1957,8.28864
MEX,1958,7.97624
MEX,1959,7.75
MEX,1960,6.41046
MEX,1961,6.47565
MEX,1962,6.85222
MEX,1963,6.58432
MEX,1964,5.7062
MEX,1965,5.54792
MEX,1966,5.93835
MEX,1967,5.21749
MEX,1968,5.39228
MEX,1969,5.55675
MEX,1970,5.21794
MEX,1971,4.94579
MEX,1972,5.45457
MEX,1973,6.21655
MEX,1974,7.07343
MEX,1975,5.16258
MEX,1976,5.88819
MEX,1977,8.22437
MEX,1978,8.22662
MEX,1979,8.99747
MEX,1980,9.54374
MEX,1981,9.35095
MEX,1982,14.62986
MEX,1983,18.4141
MEX,1984,16.87738
MEX,1985,15.75044
MEX,1986,18.75851
MEX,1987,20.99612
MEX,1988,17.62821
MEX,1989,16.59953
MEX,1990,15.64651
MEX,1991,13.6321
MEX,1992,12.88618
MEX,1993,10.28944
MEX,1994,11.818
MEX,1995,23.224
MEX,1996,24.16012
MEX,1997,22.98157
MEX,1998,23.4047
MEX,1999,23.53762
MEX,2000,24.31061
MEX,2001,22.06769
MEX,2002,21.83542
MEX,2003,23.60116
MEX,2004,24.96592
MEX,2005,24.97023
MEX,2006,26.2415
MEX,2007,26.61855
MEX,2008,26.76285
MEX,2009,26.64466
MEX,2010,30.04634
MEX,2011,31.5131
MEX,2012,32.98946
MEX,2013,31.37631
MEX,2014,31.5449
FSM,1994,5.65174
FSM,1995,9.25908
FSM,1996,8.28775
FSM,1997,8.14179
FSM,1998,10.69949
FSM,1999,8.17074
FSM,2000,9.26257
FSM,2001,11.03779
FSM,2002,11.12322
FSM,2003,11.5343
FSM,2004,7.30287
FSM,2005,7.40457
FSM,2006,6.95676
FSM,2007,8.40202
FSM,2008,10.44618
FSM,2009,8.97262
FSM,2010,10.21845
FSM,2011,11.82581
FSM,2012,16.00257
FSM,2013,10.98264
FSM,2014,9.74622
MDA,1992,20.25482
MDA,1993,20.45602
MDA,1994,53.19397
MDA,1995,64.49918
MDA,1996,73.56617
MDA,1997,68.72162
MDA,1998,60.78199
MDA,1999,59.89877
MDA,2000,64.38708
MDA,2001,57.50519
MDA,2002,49.48746
MDA,2003,56.49907
MDA,2004,55.94074
MDA,2005,49.06817
MDA,2006,39.72949
MDA,2007,44.17286
MDA,2008,37.57416
MDA,2009,26.44658
MDA,2010,28.60263
MDA,2011,32.25002
MDA,2012,31.08042
MDA,2013,29.95177
MDA,2014,33.09216
MNG,1990,25.81239
MNG,1992,29.47757
MNG,1993,49.8041
MNG,1994,38.47389
MNG,1995,32.59379
MNG,1996,31.52886
MNG,1997,40.27614
MNG,1998,34.11623
MNG,1999,34.64795
MNG,2000,47.13175
MNG,2001,47.01594
MNG,2002,37.51539
MNG,2003,38.5746
MNG,2004,43.6286
MNG,2005,42.15938
MNG,2006,47.36158
MNG,2007,45.98513
MNG,2008,45.07153
MNG,2009,41.12001
MNG,2010,42.84795
MNG,2011,40.9938
MNG,2012,35.99388
MNG,2013,30.69991
MNG,2014,43.44234
MNE,2004,27.10713
MNE,2005,24.54391
MNE,2006,20.64002
MNE,2007,17.07041
MNE,2008,13.64276
MNE,2009,9.35775
MNE,2010,10.54735
MNE,2011,13.92153
MNE,2012,11.53683
MNE,2013,11.16264
MNE,2014,9.74717
MAR,1952,18.06875
MAR,1953,16.37321
MAR,1954,16.4734
MAR,1955,18.45702
MAR,1956,20.7431
MAR,1957,21.91625
MAR,1958,21.83481
MAR,1959,23.79596
MAR,1960,23.07171
MAR,1961,20.34168
MAR,1962,16.60574
MAR,1963,16.5227
MAR,1964,17.28093
MAR,1965,16.59769
MAR,1966,16.75503
MAR,1967,15.3562
MAR,1968,13.66081
MAR,1969,13.69038
MAR,1970,14.26297
MAR,1971,12.66042
MAR,1972,13.54716
MAR,1973,16.16964
MAR,1974,23.58155
MAR,1975,18.43702
MAR,1976,15.34521
MAR,1977,13.60611
MAR,1978,12.80444
MAR,1979,13.80825
MAR,1980,11.7509
MAR,1981,14.11118
MAR,1982,13.36053
MAR,1983,14.25977
MAR,1984,16.22659
MAR,1985,17.05187
MAR,1986,14.86794
MAR,1987,15.48964
MAR,1988,16.25298
MAR,1989,16.25876
MAR,1990,18.15364
MAR,1991,18.0601
MAR,1992,17.53921
MAR,1993,17.49453
MAR,1994,17.20919
MAR,1995,18.7567
MAR,1996,17.65607
MAR,1997,19.76786
MAR,1998,18.92855
MAR,1999,20.143
MAR,2000,21.28289
MAR,2001,20.9415
MAR,2002,20.69371
MAR,2003,19.14529
MAR,2004,19.65381
MAR,2005,24.9469
MAR,2006,20.34465
MAR,2007,21.29222
MAR,2008,23.11833
MAR,2009,15.6974
MAR,2010,18.84607
MAR,2011,21.58245
MAR,2012,22.65905
MAR,2013,21.45152
MAR,2014,22.71283
MOZ,1975,15.10567
MOZ,1976,10.7137
MOZ,1977,9.5198
MOZ,1978,10.276
MOZ,1979,14.08196
MOZ,1980,15.83745
MOZ,1981,12.93288
MOZ,1982,8.62715
MOZ,1983,7.84667
MOZ,1984,4.28418
MOZ,1985,3.36033
MOZ,1986,2.46949
MOZ,1987,10.56789
MOZ,1988,16.67013
MOZ,1989,18.56714
MOZ,1990,16.30097
MOZ,1991,12.96769
MOZ,1992,12.07541
MOZ,1993,7.75999
MOZ,1994,8.87418
MOZ,1995,8.69433
MOZ,1996,6.41578
MOZ,1997,6.67073
MOZ,1998,6.0505
MOZ,1999,5.11077
MOZ,2000,8.16117
MOZ,2001,16.60155
MOZ,2002,19.46841
MOZ,2003,18.65002
MOZ,2004,22.01262
MOZ,2005,22.7958
MOZ,2006,28.64663
MOZ,2007,29.44437
MOZ,2008,23.08219
MOZ,2009,19.67778
MOZ,2010,31.22415
MOZ,2011,29.61663
