COUNTRYCODE,YEAR,ARMEDFORCESPERCOFPOP
MMR,2002,1.1773076
MMR,2003,1.2749871
MMR,2004,1.0245657
MMR,2005,1.0181645
MMR,2006,1.0735568
MMR,2007,1.0659742
MMR,2008,1.0601202
MMR,2009,1.0547589
MMR,2010,1.0469292
MMR,2011,1.0385518
MMR,2012,1.029849
MMR,2013,1.0211368
MMR,2014,1.0126953
MMR,2015,1.0046192
MMR,2016,0.996686
MMR,2017,0.9885367
MMR,2018,0.98140115
MMR,2019,0.97453153
MMR,2020,0.8733135
MMR,2023,
NAM,1991,0.5651162
NAM,1992,0.54746413
NAM,1993,0.53027576
NAM,1994,0.5140516
NAM,1995,0.50557536
NAM,1996,0.49815923
NAM,1997,0.34927157
NAM,1998,0.5251913
NAM,1999,0.51229507
NAM,2000,0.50038517
NAM,2001,0.80775356
NAM,2002,0.7936798
NAM,2003,0.7823016
NAM,2004,0.7723797
NAM,2005,0.7627602
NAM,2006,0.75307214
NAM,2007,0.74310434
NAM,2008,0.7327772
NAM,2009,0.73170394
NAM,2010,0.7204611
NAM,2011,0.7082031
NAM,2012,0.6926079
NAM,2013,0.67481714
NAM,2014,0.65741414
NAM,2015,0.6402
NAM,2016,0.65186375
NAM,2017,0.63826036
NAM,2018,0.61693066
NAM,2019,0.6036702
NAM,2020,0.58635634
NAM,2023,
NRU,2023,
NPL,1985,0.14303981
NPL,1989,0.18365225
NPL,1990,0.17926168
NPL,1991,0.1746816
NPL,1992,0.1698233
NPL,1993,0.16524935
NPL,1994,0.16116078
NPL,1995,0.28320464
NPL,1996,0.31220022
NPL,1997,0.37037972
NPL,1998,0.3800627
NPL,1999,0.37305474
NPL,2000,0.36665162
NPL,2001,0.34473497
NPL,2002,0.35927278
NPL,2003,0.40095425
NPL,2004,0.50352454
NPL,2005,0.49792063
NPL,2006,0.49312282
NPL,2007,0.48901668
NPL,2008,0.48536515
NPL,2009,0.5805509
NPL,2010,0.5769641
NPL,2011,0.57437897
NPL,2012,0.57290995
NPL,2013,0.5717662
NPL,2014,0.57006395
NPL,2015,0.57002014
NPL,2016,0.56733185
NPL,2017,0.39984
NPL,2018,0.39744112
NPL,2019,0.39417157
NPL,2020,0.386653
NPL,2023,
NLD,1985,0.7256394
NLD,1989,0.7104051
NLD,1990,0.69191086
NLD,1991,0.68623996
NLD,1992,0.5891307
NLD,1993,0.55881655
NLD,1994,0.4972425
NLD,1995,0.50112504
NLD,1996,0.42647102
NLD,1997,0.38668054
NLD,1998,0.38402602
NLD,1999,0.37640837
NLD,2000,0.35557044
NLD,2001,0.34357753
NLD,2002,0.32477894
NLD,2003,0.36598352
NLD,2004,0.3226686
NLD,2005,0.36439478
NLD,2006,0.27889255
NLD,2007,0.24801418
NLD,2008,0.28318012
NLD,2009,0.25940257
NLD,2010,0.25805566
NLD,2011,0.25695783
NLD,2012,0.25598365
NLD,2013,0.25520107
NLD,2014,0.24603581
NLD,2015,0.2414747
NLD,2016,0.24010962
NLD,2017,0.23678435
NLD,2018,0.23769836
NLD,2019,0.23378529
NLD,2020,0.23247005
NLD,2023,
ANT,2023,
NCL,2023,
NZL,1985,0.37943998
NZL,1989,0.35995275
NZL,1990,0.3238216
NZL,1991,0.3160113
NZL,1992,0.31142083
NZL,1993,0.30781665
NZL,1994,0.27616787
NZL,1995,0.27487564
NZL,1996,0.2646583
NZL,1997,0.2528524
NZL,1998,0.25056857
NZL,1999,0.24846736
NZL,2000,0.23849514
NZL,2001,0.2363997
NZL,2002,0.22019397
NZL,2003,0.21379536
NZL,2004,0.19589324
NZL,2005,0.21765685
NZL,2006,0.21521364
NZL,2007,0.21310814
NZL,2008,0.21117961
NZL,2009,0.22473137
NZL,2010,0.22248453
NZL,2011,0.19508754
NZL,2012,0.19380583
NZL,2013,0.19084753
NZL,2014,0.18793157
NZL,2015,0.19397536
NZL,2016,0.19089115
NZL,2017,0.18700506
NZL,2018,0.19180562
NZL,2019,0.18038364
NZL,2020,0.19724457
NZL,2023,
NIC,1985,1.6970518
NIC,1989,1.5984553
NIC,1990,0.6726707
NIC,1991,0.46952853
NIC,1992,0.34427518
NIC,1993,0.33680004
NIC,1994,0.30774203
NIC,1995,0.25846
NIC,1996,0.3594135
NIC,1997,0.35346532
NIC,1998,0.34810334
NIC,1999,0.32297304
NIC,2000,0.31856075
NIC,2001,0.3144792
NIC,2002,0.2718517
NIC,2003,0.26866615
NIC,2004,0.26551107
NIC,2005,0.26207152
NIC,2006,0.25835982
NIC,2007,0.25467488
NIC,2008,0.21518661
NIC,2009,0.21214314
NIC,2010,0.20915386
NIC,2011,0.20622046
NIC,2012,0.20334671
NIC,2013,0.20054142
NIC,2014,0.19780965
NIC,2015,0.19514225
NIC,2016,0.19253574
NIC,2017,0.1899881
NIC,2018,0.18749942
NIC,2019,0.18508227
NIC,2020,0.18278155
NIC,2023,
NER,1985,0.03090576
NER,1989,0.04978387
NER,1990,0.060342602
NER,1991,0.058501042
NER,1992,0.05670485
NER,1993,0.0549406
NER,1994,0.053201593
NER,1995,0.110144675
NER,1996,0.10652274
NER,1997,0.1030437
NER,1998,0.09961484
NER,1999,0.096245855
NER,2000,0.09296599
NER,2001,0.08976059
NER,2002,0.086645894
NER,2003,0.0836138
NER,2004,0.075381875
NER,2005,0.07269478
NER,2006,0.07008424
NER,2007,0.06755133
NER,2008,0.06509626
NER,2009,0.06711147
NER,2010,0.06465734
NER,2011,0.062295355
NER,2012,0.059988566
NER,2013,0.057775866
NER,2014,0.05568313
NER,2015,0.053662457
NER,2016,0.051726516
NER,2017,0.04665179
NER,2018,0.04642144
NER,2019,0.04357732
NER,2020,0.04216282
NER,2023,
NGA,1985,0.1107212
NGA,1989,0.11319042
NGA,1990,0.09678661
NGA,1991,0.094263844
NGA,1992,0.074238524
NGA,1993,0.07229693
NGA,1994,0.07411822
NGA,1995,0.08040111
NGA,1996,0.07832641
NGA,1997,0.0916451
NGA,1998,0.08928109
NGA,1999,0.10077428
NGA,2000,0.08426804
NGA,2001,0.12359222
NGA,2002,0.12024999
NGA,2003,0.11698029
NGA,2004,0.11342933
NGA,2005,0.1110213
NGA,2006,0.10866848
NGA,2007,0.10569776
NGA,2008,0.10279516
NGA,2009,0.099969506
NGA,2010,0.0972139
NGA,2011,0.09452703
NGA,2012,0.09194068
NGA,2013,0.08947834
NGA,2014,0.08714509
NGA,2015,0.10489226
NGA,2016,0.10233129
NGA,2017,0.107363366
NGA,2018,0.108813025
NGA,2019,0.10645124
NGA,2020,0.104207486
NGA,2023,
NIU,2023,
NFK,2023,
PRK,1985,4.271077
PRK,1989,4.998962
PRK,1990,5.6839476
PRK,1991,5.5999947
PRK,1992,5.5170226
PRK,1993,4.9833946
PRK,1994,4.912049
PRK,1995,5.483198
PRK,1996,5.105762
PRK,1997,5.382767
PRK,1998,5.336416
PRK,1999,5.294168
PRK,2000,5.256517
PRK,2001,5.336903
PRK,2002,5.308236
PRK,2003,5.2759724
PRK,2004,5.339128
PRK,2005,5.308164
PRK,2006,5.2804437
PRK,2007,5.25433
PRK,2008,5.2292447
PRK,2009,5.542986
PRK,2010,5.5188246
PRK,2011,5.4944973
PRK,2012,5.469686
PRK,2013,5.4442644
PRK,2014,5.418209
PRK,2015,5.3919215
PRK,2016,5.716336
PRK,2017,5.689905
PRK,2018,5.665012
PRK,2019,5.6418447
PRK,2020,5.6205416
PRK,2023,
MKD,1992,0.49201363
MKD,1993,0.49830428
MKD,1994,0.50185335
MKD,1995,0.8956767
MKD,1996,0.8894388
MKD,1997,1.130469
MKD,1998,1.3496727
MKD,1999,1.1474358
MKD,2000,1.1423227
MKD,2001,1.2583231
MKD,2002,0.95929873
MKD,2003,0.9801246
MKD,2004,0.8147483
MKD,2005,0.9091936
MKD,2006,0.90944207
MKD,2007,0.9126121
MKD,2008,0.9175251
MKD,2009,0.38824624
MKD,2010,0.38996616
MKD,2011,0.39208037
MKD,2012,0.39462402
MKD,2013,0.39737278
MKD,2014,0.4004437
MKD,2015,0.7877523
MKD,2016,0.7954273
MKD,2017,0.82439166
MKD,2018,0.8334744
MKD,2019,0.84317255
MKD,2020,0.85471183
MKD,2023,
MNP,2023,
NOR,1985,0.89106
NOR,1989,1.0173029
NOR,1990,1.2024376
NOR,1991,0.9620872
NOR,1992,0.8399029
NOR,1993,0.74214685
NOR,1994,0.7609971
NOR,1995,0.7042997
NOR,1996,0.700739
NOR,1997,0.7786719
NOR,1998,0.65150875
NOR,1999,0.6947965
NOR,2000,0.6012264
NOR,2001,0.59154516
NOR,2002,0.58616465
NOR,2003,0.5827433
NOR,2004,0.5444615
NOR,2005,1.0166427
NOR,2006,0.34331515
NOR,2007,0.40348536
NOR,2008,0.39848667
NOR,2009,0.5477802
NOR,2010,0.500091
NOR,2011,0.49364868
NOR,2012,0.5141088
NOR,2013,0.5078655
NOR,2014,0.50220436
NOR,2015,0.4807574
NOR,2016,0.4574161
NOR,2017,0.4358736
NOR,2018,0.43771273
NOR,2019,0.43009225
NOR,2020,0.46475062
NOR,2023,
OMN,1985,2.2030487
OMN,1989,1.730109
OMN,1990,1.8141433
OMN,1991,1.5663576
OMN,1992,1.8058132
OMN,1993,1.7312763
OMN,1994,1.6812422
OMN,1995,2.2589128
OMN,1996,2.2208014
OMN,1997,2.1865387
OMN,1998,2.155276
OMN,1999,2.1261845
OMN,2000,2.0989532
OMN,2001,2.0691063
OMN,2002,1.9725368
OMN,2003,1.9502933
OMN,2004,1.8712801
OMN,2005,1.8701026
OMN,2006,1.8689797
OMN,2007,1.8287005
OMN,2008,1.7894611
OMN,2009,1.7507153
OMN,2010,1.7045043
OMN,2011,1.5276067
OMN,2012,1.3250437
OMN,2013,1.225915
OMN,2014,1.1742984
OMN,2015,1.123098
OMN,2016,1.070411
OMN,2017,1.0358467
OMN,2018,1.0135212
OMN,2019,1.0236964
OMN,2020,1.0392604
OMN,2023,
PAK,1985,0.49150333
PAK,1989,0.46289462
PAK,1990,0.47350308
PAK,1991,0.47059664
PAK,1992,0.4694577
PAK,1993,0.45662075
PAK,1994,0.44360134
PAK,1995,0.6286121
PAK,1996,0.6026399
PAK,1997,0.5851328
PAK,1998,0.5691966
PAK,1999,0.5539124
PAK,2000,0.58109856
PAK,2001,0.570098
PAK,2002,0.5569085
PAK,2003,0.5439524
PAK,2004,0.5376974
PAK,2005,0.5249264
PAK,2006,0.51368344
PAK,2007,0.49920544
PAK,2008,0.4860182
PAK,2009,0.47382274
PAK,2010,0.47480664
PAK,2011,0.46430355
PAK,2012,0.4564036
PAK,2013,0.44903702
PAK,2014,0.43208256
PAK,2015,0.43066704
PAK,2016,0.4250954
PAK,2017,0.41921598
PAK,2018,0.41634196
PAK,2019,0.40857732
PAK,2020,0.4012737
PAK,2023,
PAK,2023,
PLW,2023,
PSE,2005,1.5741993
PSE,2006,1.5363271
PSE,2007,1.4986726
PSE,2008,1.462527
PSE,2009,1.4281358
PSE,2010,1.3941242
PSE,2011,1.3605912
PSE,2012,1.3284994
PSE,2019,0.0
PSE,2020,0.0
PSE,2023,
PAN,1985,0.54523695
PAN,1989,0.5824209
PAN,1990,0.44796756
PAN,1991,0.47842693
PAN,1992,0.42947042
PAN,1993,0.42064318
PAN,1994,0.4120622
PAN,1995,0.4331081
PAN,1996,0.42443448
PAN,1997,0.41598424
PAN,1998,0.4077589
PAN,1999,0.39976096
PAN,2000,0.3919836
PAN,2001,0.38442993
PAN,2002,0.37708148
PAN,2003,0.36993322
PAN,2005,0.36221144
PAN,2006,0.3555586
PAN,2007,0.3490966
PAN,2008,0.34279877
PAN,2009,0.33666945
PAN,2010,0.3307159
PAN,2011,0.32489792
PAN,2012,0.31921676
PAN,2013,0.31370196
PAN,2014,0.30832058
PAN,2015,0.5568203
PAN,2016,0.54727787
PAN,2017,0.6343543
PAN,2018,0.62382925
PAN,2019,0.6612114
PAN,2020,0.65219295
PAN,2023,
PNG,1985,0.091983095
PNG,1989,0.079029955
PNG,1990,0.102657944
PNG,1991,0.09945818
PNG,1992,0.096000455
PNG,1994,0.08928259
PNG,1995,0.081822015
PNG,1996,0.07687011
PNG,1997,0.08620973
PNG,1998,0.08323099
PNG,1999,0.08038465
PNG,2000,0.07946511
PNG,2001,0.07681036
PNG,2002,0.052329816
PNG,2003,0.050620932
PNG,2004,0.047408395
PNG,2005,0.045900617
PNG,2006,0.04445972
PNG,2007,0.04308302
PNG,2008,0.041765615
PNG,2009,0.04185573
PNG,2010,0.040610623
PNG,2011,0.039443757
PNG,2012,0.02351092
PNG,2013,0.022884265
PNG,2014,0.022291582
PNG,2015,0.021731162
PNG,2016,0.04017106
PNG,2017,0.043579303
PNG,2018,0.038320396
PNG,2019,0.041627817
PNG,2020,0.040751077
PNG,2023,
PRY,1985,0.41018245
PRY,1989,0.40735853
PRY,1990,0.39646187
PRY,1991,0.38606983
PRY,1992,0.37615567
PRY,1993,0.36674914
PRY,1994,0.35783145
PRY,1995,0.61793655
PRY,1996,0.7466683
PRY,1997,0.73002416
PRY,1998,0.71428907
PRY,1999,0.69956946
PRY,2000,0.6861638
PRY,2001,0.64383817
PRY,2002,0.63482577
PRY,2003,0.6270659
PRY,2004,0.4454233
PRY,2005,0.45888022
PRY,2006,0.47228917
PRY,2007,0.46768183
PRY,2008,0.463167
PRY,2009,0.4487593
PRY,2010,0.44354022
PRY,2011,0.4376926
PRY,2012,0.43157786
PRY,2013,0.42541477
PRY,2014,0.41929072
PRY,2015,0.41321287
PRY,2016,0.4072606
PRY,2017,0.4259611
PRY,2018,0.4504199
PRY,2019,0.44512555
PRY,2020,0.43914887
PRY,2023,
PER,1985,0.6514604
PER,1989,0.5108549
PER,1990,0.56780183
PER,1991,0.54706204
PER,1992,0.48809612
PER,1993,0.4783517
PER,1994,0.46898332
PER,1995,0.7293973
PER,1996,0.7802953
PER,1997,0.8031939
PER,1998,0.78871536
PER,1999,0.73702234
PER,2000,0.72561073
PER,2001,0.65641737
PER,2002,0.68527883
PER,2003,0.64175904
PER,2004,0.56369114
PER,2005,0.5586966
PER,2006,0.69904274
PER,2007,0.69399023
PER,2008,0.6650652
PER,2009,0.6644342
PER,2010,0.66011214
PER,2011,0.6551999
PER,2012,0.6497392
PER,2013,0.6439093
PER,2014,0.52464205
PER,2015,0.5187548
PER,2016,0.5118827
PER,2017,0.5043959
PER,2018,0.495336
PER,2019,0.4869141
PER,2020,0.48114207
PER,2023,
PHL,1985,0.2079222
PHL,1989,0.18281177
PHL,1990,0.17341606
PHL,1991,0.16619502
PHL,1992,0.16230299
PHL,1993,0.15844676
PHL,1994,0.15068261
PHL,1995,0.21120909
PHL,1996,0.20778446
PHL,1997,0.20701198
PHL,1998,0.21150273
PHL,1999,0.19613338
PHL,2000,0.18649839
PHL,2001,0.1855004
PHL,2002,0.18057312
PHL,2003,0.17702919
PHL,2004,0.16899231
PHL,2005,0.16701527
PHL,2006,0.16422941
PHL,2007,0.16140519
PHL,2008,0.15857768
PHL,2009,0.17534713
PHL,2010,0.17179266
PHL,2011,0.16845028
PHL,2012,0.16521013
PHL,2013,0.16213362
PHL,2014,0.1594918
PHL,2015,0.15715069
PHL,2016,0.15505596
PHL,2017,0.14150989
PHL,2018,0.14009014
PHL,2019,0.13988586
PHL,2020,0.14007698
PHL,2023,
PCN,2023,
POL,1985,0.8575085
POL,1989,0.92255676
POL,1990,0.822485
POL,1991,0.79941505
POL,1992,0.7061855
POL,1993,0.67894274
POL,1994,0.66502786
POL,1995,0.7871834
POL,1996,0.7114346
POL,1997,0.6914265
POL,1998,0.688951
POL,1999,0.68964773
POL,2000,0.62418276
POL,2001,0.59612036
POL,2002,0.4823518
POL,2003,0.4826786
POL,2004,0.42444465
POL,2005,0.42492548
POL,2006,0.38874608
POL,2007,0.37348402
POL,2008,0.37635684
POL,2009,0.31945595
POL,2010,0.31867445
POL,2011,0.30896187
POL,2012,0.451529
POL,2013,0.45139453
POL,2014,0.45132554
POL,2015,0.45131132
POL,2016,0.46624428
POL,2017,0.49928233
POL,2018,0.5143692
POL,2019,0.49443
POL,2020,0.49514082
POL,2023,
PRT,1985,0.7315046
PRT,1989,1.0398607
PRT,1990,0.87091666
PRT,1991,0.862662
PRT,1992,0.80318874
PRT,1993,0.6818893
PRT,1994,1.220191
PRT,1995,1.0367134
PRT,1996,1.0330161
PRT,1997,0.99104947
PRT,1998,0.9301664
PRT,1999,0.88694555
PRT,2000,0.8800805
PRT,2001,0.86920655
PRT,2002,0.86430496
PRT,2003,0.8857693
PRT,2004,0.86820996
PRT,2005,0.8854661
PRT,2006,0.86468446
PRT,2007,0.86282355
PRT,2008,0.8614131
PRT,2009,0.8607996
PRT,2010,0.8539311
PRT,2011,0.8553571
PRT,2012,0.85892904
PRT,2013,0.7635129
PRT,2014,0.75051785
PRT,2015,0.7097244
PRT,2016,0.72006226
PRT,2017,0.50334996
PRT,2018,0.50603825
PRT,2019,0.5027473
PRT,2020,0.5014241
PRT,2023,
PRI,2023,
QAT,1985,1.6397878
QAT,1989,1.6447021
QAT,1990,2.4992445
QAT,1991,2.4186084
QAT,1992,1.7035557
QAT,1993,1.6511493
QAT,1994,2.0023227
QAT,1995,2.1583614
QAT,1996,2.2306912
QAT,1997,2.1436384
QAT,1998,2.032755
QAT,1999,1.9266218
QAT,2000,1.9071394
QAT,2001,1.8144671
QAT,2002,1.7436056
QAT,2003,1.6652186
QAT,2004,1.5518011
QAT,2005,1.4538794
QAT,2006,1.2335615
QAT,2007,0.9929271
QAT,2008,0.84099513
QAT,2009,0.74401057
QAT,2010,0.69037944
QAT,2011,0.651605
QAT,2012,0.6187489
QAT,2013,0.58053666
QAT,2014,0.53193456
QAT,2015,0.48614007
QAT,2016,0.82713556
QAT,2017,0.8128099
QAT,2018,0.77867657
QAT,2019,0.78630966
QAT,2020,0.7847812
QAT,2023,
REU,2023,
ROU,1985,0.838282
ROU,1989,0.9044202
ROU,1990,0.54927135
ROU,1991,0.87591743
ROU,1992,0.7506871
ROU,1993,0.8755722
ROU,1994,0.8788814
ROU,1995,1.3086079
ROU,1996,1.3641285
ROU,1997,1.3655957
ROU,1998,1.3262372
ROU,1999,1.2762724
ROU,2000,1.2832137
ROU,2001,0.81615436
ROU,2002,0.8226927
ROU,2003,0.82015836
ROU,2004,0.82230836
ROU,2005,0.83438015
ROU,2006,0.7320897
ROU,2007,0.7330867
ROU,2008,0.7384636
ROU,2009,0.7369683
ROU,2010,0.7527215
ROU,2011,0.7459833
ROU,2012,0.75055563
ROU,2013,0.7541297
ROU,2014,0.7577076
ROU,2015,0.7568831
ROU,2016,0.75441164
ROU,2017,0.63993967
ROU,2018,0.64599013
ROU,2019,0.64610416
ROU,2020,0.6600517
ROU,2023,
RUS,1992,1.2758876
RUS,1993,1.0125873
RUS,1994,0.944665
RUS,1995,1.2138267
RUS,1996,1.0953203
RUS,1997,1.2329755
RUS,1998,1.1528393
RUS,1999,1.0065747
RUS,2000,0.972684
RUS,2001,0.9486903
RUS,2002,0.95738333
RUS,2003,0.93947506
RUS,2004,1.0001374
RUS,2005,1.0041643
RUS,2006,1.0034496
RUS,2007,1.0259994
RUS,2008,1.0263414
RUS,2009,1.0391392
RUS,2010,0.993508
RUS,2011,0.9469349
RUS,2012,0.94531214
RUS,2013,0.87134486
RUS,2014,0.8880419
RUS,2015,1.0254111
RUS,2016,0.9974028
RUS,2017,0.9946182
RUS,2018,0.99296534
RUS,2019,0.9922679
RUS,2020,0.9933646
RUS,2023,
RWA,1985,0.08231512
RWA,1989,0.08351129
RWA,1990,0.081352964
RWA,1991,0.39856994
RWA,1992,0.39046168
RWA,1993,0.37588847
RWA,1994,0.4416764
RWA,1995,0.82832927
RWA,1996,0.59623814
RWA,1997,0.7994648
RWA,1998,0.66818154
RWA,1999,0.6627501
RWA,2000,0.925262
RWA,2001,0.95329565
RWA,2002,0.9523653
RWA,2003,0.7103904
RWA,2004,0.6011252
RWA,2005,0.5853451
RWA,2007,0.36649632
RWA,2008,0.35698918
RWA,2009,0.34789908
RWA,2010,0.3392295
RWA,2011,0.33101013
RWA,2012,0.3231808
RWA,2013,0.31550613
RWA,2014,0.30797088
RWA,2015,0.30068758
RWA,2016,0.29364535
RWA,2017,0.28683808
RWA,2018,0.28027013
RWA,2019,0.2739497
RWA,2020,0.267875
RWA,2023,
BLM,2023,
SHN,2023,
KNA,2023,
LCA,2023,
MAF,2023,
SPM,2023,
VCT,2023,
WSM,2023,
SMR,2023,
STP,1989,0.8337293
STP,1990,0.81337184
STP,1991,0.7957412
STP,1992,0.78073764
STP,1993,0.7667124
STP,1994,0.7535568
STP,1995,0.74148774
STP,1996,0.73032147
STP,1997,0.7199787
STP,1998,0.7106361
STP,1999,0.7021683
STP,2023,
SAU,1985,0.7667078
SAU,1989,0.8096092
SAU,1990,1.3720953
SAU,1991,1.7113624
SAU,1992,1.4717671
SAU,1993,1.408011
SAU,1994,1.2862759
SAU,1995,1.3356718
SAU,1996,1.2905838
SAU,1997,1.2382693
SAU,1998,1.1928586
SAU,1999,1.150464
SAU,2000,1.3413541
SAU,2001,1.2745473
SAU,2002,1.2003891
SAU,2003,1.1444257
SAU,2004,1.0879823
SAU,2005,1.0505925
SAU,2006,1.1184072
SAU,2007,1.0640075
SAU,2008,1.0219927
SAU,2009,1.0281776
SAU,2010,0.9897808
SAU,2011,0.9538186
SAU,2012,0.92009616
SAU,2013,0.897356
SAU,2014,0.86729914
SAU,2015,0.83903533
SAU,2016,0.8187446
SAU,2017,0.81865096
SAU,2018,0.829901
SAU,2019,0.8269679
SAU,2020,0.909937
SAU,2023,
SEN,1985,0.15112415
SEN,1989,0.1999422
SEN,1990,0.23314634
SEN,1991,0.22661355
SEN,1992,0.2203629
SEN,1993,0.21438165
SEN,1994,0.16233703
SEN,1995,0.1966531
SEN,1996,0.1919052
SEN,1997,0.18689147
SEN,1998,0.17889263
SEN,1999,0.17470211
SEN,2000,0.1544909
SEN,2001,0.15274812
SEN,2002,0.14522983
SEN,2003,0.17348912
SEN,2004,0.16399926
SEN,2005,0.169108
SEN,2006,0.16521674
SEN,2007,0.16142336
SEN,2008,0.15769057
SEN,2009,0.15092385
SEN,2010,0.14736417
SEN,2011,0.14353125
SEN,2012,0.13973981
SEN,2013,0.13565944
SEN,2014,0.13142966
SEN,2015,0.12745583
SEN,2016,0.12371578
SEN,2017,0.12277904
SEN,2018,0.11687501
SEN,2019,0.11618753
SEN,2020,0.11316817
SEN,2023,
SRB,1989,2.8548913
SRB,1990,2.285847
SRB,1991,2.14821
SRB,1992,1.7430558
SRB,1993,1.2739378
SRB,1994,1.6587743
SRB,1995,2.1027122
SRB,1996,1.9455255
SRB,1997,1.9540042
SRB,1998,1.9598554
SRB,1999,1.896741
SRB,2000,1.763583
SRB,2001,2.594132
SRB,2002,1.6345683
SRB,2003,1.438566
SRB,2004,1.453913
SRB,2005,1.459061
SRB,2006,0.31951693
SRB,2007,0.32072967
SRB,2008,0.3219648
SRB,2009,0.39224014
SRB,2010,0.39380348
SRB,2011,0.3822232
SRB,2012,0.3843227
SRB,2013,0.38688117
SRB,2014,0.38950315
SRB,2015,0.3922133
SRB,2016,0.44695267
SRB,2017,0.45239556
SRB,2018,0.45797983
SRB,2019,0.45936745
SRB,2020,0.463246
SRB,2023,
SYC,1985,1.7194933
SYC,1995,1.6647885
SYC,1996,1.6484073
SYC,1997,0.56514204
SYC,1998,0.5576554
SYC,1999,0.60983044
SYC,2000,0.6003338
SYC,2001,0.5912192
SYC,2002,0.932075
SYC,2003,0.91948736
SYC,2004,0.7375719
SYC,2005,0.5042864
SYC,2007,0.49217442
SYC,2008,0.48642865
SYC,2009,0.69439995
SYC,2010,0.6846429
SYC,2011,0.8970552
SYC,2012,0.84409386
SYC,2013,0.82299685
SYC,2014,0.80287504
SYC,2015,0.78363323
SYC,2016,0.765097
SYC,2017,0.0
SYC,2018,0.36521104
SYC,2019,0.0
SYC,2020,0.0
SYC,2023,
SLE,1985,0.08520238
SLE,1989,0.09915758
SLE,1990,0.11913893
SLE,1991,0.11775201
SLE,1992,0.19201635
SLE,1993,0.120276764
SLE,1994,0.11981624
SLE,1995,0.16749905
SLE,1996,0.35721463
SLE,1997,0.37144536
SLE,1998,0.13501774
SLE,1999,0.08800383
SLE,2000,0.085903645
SLE,2001,0.12785885
SLE,2002,0.26149687
SLE,2003,0.25107998
SLE,2004,0.24273331
SLE,2005,0.23629232
SLE,2006,0.19557568
SLE,2007,0.19132765
SLE,2008,0.18660891
SLE,2009,0.17339303
SLE,2010,0.16873793
SLE,2011,0.1643911
SLE,2012,0.16028026
SLE,2013,0.15638947
SLE,2014,0.12361243
SLE,2015,0.12077969
SLE,2016,0.117968865
SLE,2017,0.121963546
SLE,2018,0.11251545
SLE,2019,0.11640019
SLE,2020,0.113743946
SLE,2023,
SGP,1985,2.0109844
SGP,1989,1.9056648
SGP,1990,1.8423816
SGP,1991,1.7855754
SGP,1992,1.7356752
SGP,1993,1.6878451
SGP,1994,1.6384977
SGP,1995,1.8536463
SGP,1996,1.787414
SGP,1997,4.6884303
SGP,1998,4.6265893
SGP,1999,4.5632124
SGP,2000,4.1757607
SGP,2001,3.7535322
SGP,2002,3.781186
SGP,2003,4.079074
SGP,2004,3.9542592
SGP,2005,3.9125454
SGP,2006,3.78942
SGP,2007,3.6332283
SGP,2008,3.4743295
SGP,2009,2.9686897
SGP,2010,2.9052744
SGP,2011,2.848219
SGP,2012,2.7884316
SGP,2013,2.7406712
SGP,2014,2.7043586
SGP,2015,2.6713486
SGP,2016,2.6461608
SGP,2017,1.4453856
SGP,2018,1.0471557
SGP,2019,1.0406561
SGP,2020,1.0498027
SGP,2023,
SXM,2023,
SVK,1993,0.61956626
SVK,1994,0.87962765
SVK,1995,0.9525154
SVK,1996,0.8690178
SVK,1997,0.84082425
SVK,1998,0.8939959
SVK,1999,0.8828469
SVK,2000,0.76580626
SVK,2001,0.7008226
SVK,2002,0.5746021
SVK,2003,0.40921506
SVK,2004,0.37202415
SVK,2005,0.37197885
SVK,2006,0.3161736
SVK,2007,0.31616443
SVK,2008,0.31603947
SVK,2009,0.30698082
SVK,2010,0.29301864
SVK,2011,0.29362467
SVK,2012,0.293256
SVK,2013,0.29295594
SVK,2014,0.2926955
SVK,2015,0.2924235
SVK,2016,0.29204655
SVK,2017,0.2943534
SVK,2018,0.29118964
SVK,2019,0.293547
SVK,2020,0.32997364
SVK,2023,
SVN,1992,0.7515764
SVN,1993,0.60278153
SVN,1994,0.85504
SVN,1995,0.6488767
SVN,1996,0.7071894
SVN,1997,0.7080386
SVN,1998,0.7095902
SVN,1999,0.70918584
SVN,2000,0.6794935
SVN,2001,0.60815114
SVN,2002,0.67787284
SVN,2003,0.5520844
SVN,2004,0.50162953
SVN,2005,0.6009441
SVN,2006,0.5491573
SVN,2007,0.59579664
SVN,2008,0.5925806
SVN,2009,0.5944325
SVN,2010,0.5918126
SVN,2011,0.5906029
SVN,2012,0.65992165
SVN,2013,0.65891755
SVN,2014,0.65829396
SVN,2015,0.6408081
SVN,2016,0.6403636
SVN,2017,0.339416
SVN,2018,0.35033783
SVN,2019,0.33599004
SVN,2020,0.33295757
SVN,2023,
SLB,2023,
SOM,1985,0.9367658
SOM,1989,0.66059667
SOM,1990,0.66358256
SOM,1995,3.088553
SOM,1996,2.9783888
SOM,1997,2.8755915
SOM,1998,2.7589176
SOM,1999,0.58878875
SOM,2000,0.56569576
SOM,2009,0.016720807
SOM,2010,0.016310949
SOM,2011,0.025913501
SOM,2012,0.16049927
SOM,2013,0.08547309
SOM,2014,0.12744154
SOM,2015,0.14340635
SOM,2016,0.13799167
SOM,2017,0.13407893
SOM,2018,0.12813516
SOM,2019,0.12475893
SOM,2020,0.084078275
SOM,2023,
ZAF,1985,0.3036352
