COUNTRYCODE,YEAR,ARMEDFORCESPERCOFPOP
ZAF,1989,0.2523435
ZAF,1990,0.20860833
ZAF,1991,0.19190238
ZAF,1992,0.17670567
ZAF,1993,0.17322172
ZAF,1994,0.1704387
ZAF,1995,0.62166727
ZAF,1996,0.61587256
ZAF,1997,0.47614473
ZAF,1998,0.45798886
ZAF,1999,0.16723631
ZAF,2000,0.15182464
ZAF,2001,0.14085466
ZAF,2002,0.1249496
ZAF,2003,0.114844635
ZAF,2004,0.112264685
ZAF,2005,0.11315419
ZAF,2006,0.2060073
ZAF,2007,0.12270297
ZAF,2008,0.12129619
ZAF,2009,0.14914997
ZAF,2010,0.14739607
ZAF,2011,0.14639449
ZAF,2012,0.11546503
ZAF,2013,0.14109688
ZAF,2014,0.14794551
ZAF,2015,0.14482535
ZAF,2016,0.14215982
ZAF,2017,0.13880429
ZAF,2018,0.15295254
ZAF,2019,0.15103756
ZAF,2020,0.14695606
ZAF,2023,
SGS,2023,
KOR,1985,1.4532584
KOR,1989,1.4865117
KOR,1990,1.4745455
KOR,1991,1.6877025
KOR,1992,1.6795939
KOR,1993,1.6708374
KOR,1994,1.6618367
KOR,1995,1.4128786
KOR,1996,1.4636716
KOR,1997,1.4725254
KOR,1998,1.463309
KOR,1999,1.4548283
KOR,2000,1.470066
KOR,2001,1.4614161
KOR,2002,1.4598595
KOR,2003,1.4532524
KOR,2004,1.4592106
KOR,2005,1.4482276
KOR,2006,1.4414724
KOR,2007,1.4363381
KOR,2008,1.4310399
KOR,2009,1.3584875
KOR,2010,1.352286
KOR,2011,1.3424228
KOR,2012,1.3296493
KOR,2013,1.3171265
KOR,2014,1.2515086
KOR,2015,1.2445116
KOR,2016,1.2359205
KOR,2017,1.2313974
KOR,2018,1.1773627
KOR,2019,1.184134
KOR,2020,1.0972177
KOR,2023,
SSD,2010,1.4365001
SSD,2011,2.0412006
SSD,2012,1.9523635
SSD,2013,1.6567801
SSD,2014,1.6466353
SSD,2015,1.6655396
SSD,2016,1.7082083
SSD,2017,1.8032764
SSD,2018,1.827535
SSD,2019,1.774863
SSD,2020,0.4954003
SSD,2023,
ESP,1985,0.82898843
ESP,1989,0.7097195
ESP,1990,0.6728937
ESP,1991,0.6275238
ESP,1992,0.50227934
ESP,1993,0.5144814
ESP,1994,0.534388
ESP,1995,0.7030739
ESP,1996,0.70158726
ESP,1997,0.67596364
ESP,1998,0.6640259
ESP,1999,0.6425924
ESP,2000,0.58947253
ESP,2001,0.520541
ESP,2002,0.60159516
ESP,2003,0.52697825
ESP,2004,0.5088528
ESP,2005,0.5004682
ESP,2006,0.4966954
ESP,2007,0.48773572
ESP,2008,0.4823185
ESP,2009,0.4769409
ESP,2010,0.4765457
ESP,2011,0.45895576
ESP,2012,0.4585451
ESP,2013,0.4565694
ESP,2014,0.42808095
ESP,2015,0.42830858
ESP,2016,0.4235791
ESP,2017,0.41819093
ESP,2018,0.41694304
ESP,2019,0.41952083
ESP,2020,0.4173707
ESP,2023,
LKA,1985,0.13895941
LKA,1989,0.13539706
LKA,1990,0.13453676
LKA,1991,0.6676656
LKA,1992,0.6571386
LKA,1993,0.64607537
LKA,1994,0.6367317
LKA,1995,1.3408093
LKA,1996,1.2577512
LKA,1997,1.245057
LKA,1998,1.2110158
LKA,1999,1.1523018
LKA,2000,1.0553044
LKA,2001,1.0693712
LKA,2002,1.2445914
LKA,2003,1.2074299
LKA,2004,1.189791
LKA,2005,0.98929185
LKA,2006,1.046561
LKA,2007,1.039405
LKA,2008,1.032511
LKA,2009,1.0748502
LKA,2010,1.0685362
LKA,2011,1.0619254
LKA,2012,1.0538794
LKA,2013,1.0445349
LKA,2014,1.0353912
LKA,2015,1.220437
LKA,2016,1.3929261
LKA,2017,1.4352025
LKA,2018,1.4245228
LKA,2019,1.4145159
LKA,2020,1.4050328
LKA,2023,
SDN,1985,0.28433886
SDN,1989,0.30123305
SDN,1990,0.2951671
SDN,1991,0.28926644
SDN,1992,0.3576521
SDN,1993,0.34974656
SDN,1994,0.3410428
SDN,1995,0.54109716
SDN,1996,0.41218334
SDN,1997,0.36705744
SDN,1998,0.41460466
SDN,1999,0.40434098
SDN,2000,0.42959806
SDN,2001,0.4348325
SDN,2002,0.424241
SDN,2003,0.38299453
SDN,2004,0.39598668
SDN,2005,0.39344385
SDN,2007,0.3876195
SDN,2008,0.37770715
SDN,2009,0.36680192
SDN,2010,0.35804686
SDN,2011,0.7313071
SDN,2012,0.7158116
SDN,2013,0.69946903
SDN,2014,0.6807771
SDN,2015,0.66034734
SDN,2016,0.30126145
SDN,2017,0.29030117
SDN,2018,0.2810275
SDN,2019,0.2722395
SDN,2020,0.30776343
SDN,2023,
SDN,2023,
SUR,1985,0.51688266
SUR,1989,0.9795015
SUR,1990,0.96981215
SUR,1991,0.9639112
SUR,1992,0.47897652
SUR,1993,0.47696155
SUR,1994,0.473551
SUR,1995,0.41902465
SUR,1996,0.41022182
SUR,1997,0.40176508
SUR,1998,0.39355358
SUR,1999,0.38553557
SUR,2000,0.41963384
SUR,2001,0.4110828
SUR,2002,0.40281
SUR,2003,0.355472
SUR,2004,0.1945957
SUR,2005,0.38515237
SUR,2006,0.38098577
SUR,2007,0.37666628
SUR,2008,0.3722932
SUR,2009,0.33853027
SUR,2010,0.33461908
SUR,2011,0.33079663
SUR,2012,0.32705995
SUR,2013,0.3409664
SUR,2014,0.33719426
SUR,2015,0.33356544
SUR,2016,0.33009252
SUR,2017,0.3368892
SUR,2018,0.30694342
SUR,2019,0.33018175
SUR,2020,0.32665488
SUR,2023,
SWE,1985,0.78680843
SWE,1989,0.730032
SWE,1990,0.7594766
SWE,1991,0.7311203
SWE,1992,0.80761194
SWE,1993,0.80293745
SWE,1994,0.7972529
SWE,1995,1.1284521
SWE,1996,1.1108245
SWE,1997,1.0055995
SWE,1998,1.0021973
SWE,1999,1.0013952
SWE,2000,0.99525905
SWE,2001,0.7812517
SWE,2002,0.7787123
SWE,2003,0.70548415
SWE,2004,0.30687964
SWE,2005,0.3167321
SWE,2006,0.2709077
SWE,2007,0.19238718
SWE,2008,0.19089241
SWE,2009,0.23519437
SWE,2010,0.22566195
SWE,2011,0.22541574
SWE,2012,0.16912778
SWE,2013,0.16769823
SWE,2014,0.31506574
SWE,2015,0.31175262
SWE,2016,0.30786356
SWE,2017,0.29827565
SWE,2018,0.14888914
SWE,2019,0.14592762
SWE,2020,0.14487676
SWE,2023,
CHE,1985,0.30907536
CHE,1989,0.255726
CHE,1990,0.32771632
CHE,1991,0.32367697
CHE,1992,0.45090908
CHE,1993,0.5044639
CHE,1994,0.55765724
CHE,1995,0.4459951
CHE,1996,0.38603842
CHE,1997,0.3704268
CHE,1998,0.36988896
CHE,1999,0.38773432
CHE,2000,0.38558212
CHE,2001,0.37086502
CHE,2002,0.3791884
CHE,2003,0.3749964
CHE,2004,0.054170176
CHE,2005,1.4666746
CHE,2006,0.30754977
CHE,2007,0.30482405
CHE,2008,0.300981
CHE,2009,0.3311107
CHE,2010,0.32312766
CHE,2011,0.2918755
CHE,2012,0.28316492
CHE,2013,0.2626327
CHE,2014,0.2539627
CHE,2015,0.25290042
CHE,2016,0.2501535
CHE,2017,0.24841563
CHE,2018,0.25187007
CHE,2019,0.23316866
CHE,2020,0.23146707
CHE,2023,
SYR,1985,3.788011
SYR,1989,3.2843373
SYR,1990,3.2434573
SYR,1991,3.1431093
SYR,1992,3.0480695
SYR,1993,2.9574547
SYR,1994,2.2521682
SYR,1995,3.6328166
SYR,1996,3.522426
SYR,1997,2.7760682
SYR,1998,2.7053747
SYR,1999,2.6127663
SYR,2000,2.5532176
SYR,2001,2.5159376
SYR,2002,2.44443
SYR,2003,2.3869085
SYR,2004,2.2632036
SYR,2005,2.2111144
SYR,2006,2.042067
SYR,2007,1.9201214
SYR,2008,1.8533489
SYR,2009,1.833742
SYR,2010,1.792515
SYR,2011,0.7780384
SYR,2012,0.7820836
SYR,2013,0.82153046
SYR,2014,1.383572
SYR,2015,1.4286033
SYR,2016,1.6020805
SYR,2017,1.2431974
SYR,2018,1.315265
SYR,2019,1.3216414
SYR,2020,1.2779475
SYR,2023,
TWN,2023,
TJK,1992,0.053103466
TJK,1993,0.052402094
TJK,1994,0.051499274
TJK,1995,0.3025957
TJK,1996,0.387375
TJK,1997,0.16612998
TJK,1998,0.16514608
TJK,1999,0.16429569
TJK,2000,0.11456425
TJK,2001,0.11237133
TJK,2002,0.110233076
TJK,2003,0.108132124
TJK,2004,0.17671742
TJK,2005,0.18773444
TJK,2006,0.24087778
TJK,2007,0.23629427
TJK,2008,0.23165977
TJK,2009,0.21761847
TJK,2010,0.21301353
TJK,2011,0.2083137
TJK,2012,0.20339312
TJK,2013,0.19837682
TJK,2014,0.19345985
TJK,2015,0.18857455
TJK,2016,0.18385725
TJK,2017,0.1871033
TJK,2018,0.18050364
TJK,2019,0.17838547
TJK,2020,0.17437217
TJK,2023,
TZA,1985,0.17954239
TZA,1989,0.1572407
TZA,1990,0.15319712
TZA,1991,0.14936301
TZA,1992,0.16753131
TZA,1993,0.16235693
TZA,1994,0.1698236
TZA,1995,0.118485555
TZA,1996,0.11633278
TZA,1997,0.11400327
TZA,1998,0.109190464
TZA,1999,0.10630536
TZA,2000,0.1033272
TZA,2001,0.080685824
TZA,2002,0.07862408
TZA,2003,0.076571524
TZA,2004,0.07347228
TZA,2005,0.07146132
TZA,2007,0.06757497
TZA,2008,0.06577297
TZA,2009,0.065086976
TZA,2010,0.06345172
TZA,2011,0.06169981
TZA,2012,0.059948232
TZA,2013,0.05816801
TZA,2014,0.056403525
TZA,2015,0.054593433
TZA,2016,0.052764602
TZA,2017,0.0503119
TZA,2018,0.04874899
TZA,2019,0.0473174
TZA,2020,0.045922153
TZA,2023,
THA,1985,0.46806586
THA,1989,0.5255445
THA,1990,0.5170056
THA,1991,0.5086507
THA,1992,0.50062996
THA,1993,0.5138643
THA,1994,0.49776173
THA,1995,0.71152765
THA,1996,0.65670884
THA,1997,0.55496514
THA,1998,0.6127832
THA,1999,0.6051462
THA,2000,0.6611883
THA,2001,0.64413667
THA,2002,0.65197384
THA,2003,0.6585671
THA,2004,0.64016384
THA,2005,0.63771105
THA,2006,0.6309371
THA,2007,0.62590957
THA,2008,0.6225989
THA,2009,0.6159038
THA,2010,0.61178726
THA,2011,0.6876823
THA,2012,0.653191
THA,2013,0.6493659
THA,2014,0.64593244
THA,2015,0.64437944
THA,2016,0.641478
THA,2017,0.63940287
THA,2018,0.63725865
THA,2019,0.636166
THA,2020,0.6351073
THA,2023,
TGO,1985,0.10461899
TGO,1989,0.15450478
TGO,1990,0.20006447
TGO,1991,0.19438617
TGO,1992,0.18896577
TGO,1993,0.19014068
TGO,1994,0.18944314
TGO,1995,0.1768393
TGO,1996,0.170387
TGO,1997,0.16402158
TGO,1998,0.15943642
TGO,1999,0.15499291
TGO,2000,0.151751
TGO,2001,0.19517416
TGO,2002,0.19027446
TGO,2003,0.16750358
TGO,2004,0.15360399
TGO,2005,0.16682094
TGO,2006,0.1622128
TGO,2007,0.15755536
TGO,2008,0.15309079
TGO,2009,0.14194529
TGO,2010,0.13813499
TGO,2011,0.13446249
TGO,2012,0.13097313
TGO,2013,0.12765259
TGO,2014,0.124457754
TGO,2015,0.121359855
TGO,2016,0.118347004
TGO,2017,0.12411435
TGO,2018,0.11563509
TGO,2019,0.11816111
TGO,2020,0.11534468
TGO,2023,
TKL,2023,
TON,2023,
TTO,1985,0.17686877
TTO,1989,0.16108637
TTO,1990,0.15972374
TTO,1991,0.15846254
TTO,1992,0.15727907
TTO,1993,0.15619911
TTO,1994,0.15524322
TTO,1995,0.53276837
TTO,1996,0.530409
TTO,1997,0.52841735
TTO,1998,0.5648096
TTO,1999,0.570488
TTO,2000,0.56829804
TTO,2001,0.20369242
TTO,2002,0.20270833
TTO,2003,0.20169212
TTO,2004,0.14866087
TTO,2005,0.22189464
TTO,2006,0.2208058
TTO,2007,0.2929669
TTO,2008,0.29153585
TTO,2009,0.29463357
TTO,2010,0.29301763
TTO,2011,0.2903334
TTO,2012,0.28850943
TTO,2013,0.28670335
TTO,2014,0.2849935
TTO,2015,0.28338563
TTO,2016,0.2818393
TTO,2017,0.27677503
TTO,2018,0.27542195
TTO,2019,0.33673593
TTO,2020,0.3376145
TTO,2023,
TUN,1985,0.4736936
TUN,1989,0.49070036
TUN,1990,0.42044774
TUN,1991,0.41167843
TUN,1992,0.40311185
TUN,1993,0.39512917
TUN,1994,0.38809592
TUN,1995,0.6385621
TUN,1996,0.6240327
TUN,1997,0.49887386
TUN,1998,0.49257836
TUN,1999,0.48674828
TUN,2000,0.4813164
TUN,2001,0.47620794
TUN,2002,0.47134414
TUN,2003,0.466659
TUN,2004,0.4623202
TUN,2005,0.45829377
TUN,2006,0.46393117
TUN,2007,0.45969728
TUN,2008,0.4552962
TUN,2009,0.44879967
TUN,2010,0.44399324
TUN,2011,0.4390962
TUN,2012,0.4341663
TUN,2013,0.4290337
TUN,2014,0.42397532
TUN,2015,0.41921672
TUN,2016,0.41462
TUN,2017,0.41200128
TUN,2018,0.40627393
TUN,2019,0.4042094
TUN,2020,0.40086806
TUN,2023,
TUR,1985,1.2429205
TUR,1989,1.4187837
TUR,1990,1.3728325
TUR,1991,1.4102825
TUR,1992,1.214001
TUR,1993,1.1627291
TUR,1994,1.3509063
TUR,1995,1.1306942
TUR,1996,1.1415458
TUR,1997,1.3065424
TUR,1998,1.2884735
TUR,1999,1.3023313
TUR,2000,1.2650951
TUR,2001,1.0039991
TUR,2002,0.9915175
TUR,2003,0.9800729
TUR,2004,0.8980565
TUR,2005,0.88995296
TUR,2006,0.8737202
TUR,2007,0.865011
TUR,2008,0.8565963
TUR,2009,0.84565204
TUR,2010,0.8354838
TUR,2011,0.8257073
TUR,2012,0.81492454
TUR,2013,0.802063
TUR,2014,0.78527755
TUR,2015,0.6398867
TUR,2016,0.6270511
TUR,2017,0.61624664
TUR,2018,0.6067576
TUR,2019,0.5998293
TUR,2020,0.5947151
TUR,2023,
TKM,1992,0.70982236
TKM,1993,0.6943814
TKM,1994,0.36437696
TKM,1995,0.26245722
TKM,1996,0.42216152
TKM,1997,0.41506368
TKM,1998,0.43079397
TKM,1999,0.42296326
TKM,2000,0.31641233
TKM,2001,0.37430167
TKM,2002,0.3669216
TKM,2003,0.59623903
TKM,2004,0.5244005
TKM,2005,0.5146261
TKM,2006,0.4274284
TKM,2007,0.41952723
TKM,2008,0.41160116
TKM,2009,0.40355533
TKM,2010,0.3953773
TKM,2011,0.38709462
TKM,2012,0.37875506
TKM,2013,0.3704139
TKM,2014,0.6007994
TKM,2015,0.58722013
TKM,2016,0.65251637
TKM,2017,0.64545643
TKM,2018,0.6235469
TKM,2019,0.61729336
TKM,2020,0.8201593
TKM,2023,
TCA,2023,
TUV,2023,
UGA,1985,0.13312359
UGA,1989,0.23514666
UGA,1990,0.34149408
UGA,1991,0.33047196
UGA,1992,0.37263787
UGA,1993,0.3599876
UGA,1994,0.29837754
UGA,1995,0.2492061
UGA,1996,0.24256405
UGA,1997,0.21275635
UGA,1998,0.18431535
UGA,1999,0.17843923
UGA,2000,0.21083242
UGA,2001,0.22953543
UGA,2002,0.2224588
UGA,2003,0.23451665
UGA,2004,0.20254496
UGA,2005,0.16807786
UGA,2007,0.1584979
UGA,2008,0.15389903
UGA,2009,0.14880246
UGA,2010,0.14448567
UGA,2011,0.14031093
UGA,2012,0.1362946
UGA,2013,0.1324391
UGA,2014,0.12858735
UGA,2015,0.12362983
UGA,2016,0.11959043
UGA,2017,0.11449241
UGA,2018,0.11066793
UGA,2019,0.10697777
UGA,2020,0.10347053
UGA,2023,
UKR,1992,0.82180846
UKR,1993,0.7258824
UKR,1994,0.67209536
UKR,1995,1.0035713
UKR,1996,0.9112549
UKR,1997,0.8927511
UKR,1998,0.89202636
UKR,1999,0.8564044
UKR,2000,0.84832287
UKR,2001,0.8548712
UKR,2002,0.8521437
UKR,2003,0.834108
UKR,2004,0.56482524
UKR,2005,0.57370406
UKR,2006,0.45475084
UKR,2007,0.45683688
UKR,2008,0.45921415
UKR,2009,0.46076363
UKR,2010,0.46242726
UKR,2011,0.4639606
UKR,2012,0.46494263
UKR,2013,0.26340485
UKR,2014,0.4437452
UKR,2015,0.55913687
UKR,2016,0.6401153
UKR,2017,0.65366673
UKR,2018,0.65695095
UKR,2019,0.69176596
UKR,2020,0.6669656
UKR,2023,
ARE,1985,3.1207497
ARE,1989,2.402487
ARE,1990,3.4770112
ARE,1991,3.289172
ARE,1992,2.6008663
ARE,1993,2.4751873
ARE,1994,2.5771525
ARE,1995,2.9162638
ARE,1996,2.5216331
ARE,1997,2.3248608
ARE,1998,2.154333
ARE,1999,2.005534
ARE,2000,1.8892018
ARE,2001,1.772504
ARE,2002,1.0488342
ARE,2003,1.2045566
ARE,2004,1.1289446
ARE,2005,1.0933064
ARE,2006,1.0181571
ARE,2007,0.90673274
ARE,2008,0.8091873
ARE,2009,0.7603978
ARE,2010,0.735047
ARE,2011,0.70839345
ARE,2012,0.6802655
ARE,2013,0.80441225
ARE,2014,0.76485705
ARE,2015,0.72625947
ARE,2016,0.69761175
ARE,2017,0.68224007
ARE,2018,0.67402613
ARE,2019,0.671799
ARE,2020,0.6667742
ARE,2023,
GBR,1985,0.5900396
GBR,1989,0.55611813
GBR,1990,0.53688633
GBR,1991,0.5229767
GBR,1992,0.50762993
GBR,1993,0.4683639
GBR,1994,0.4430794
GBR,1995,0.40065637
GBR,1996,0.37908342
GBR,1997,0.37298724
GBR,1998,0.37184376
GBR,1999,0.37050495
GBR,2000,0.3598202
GBR,2001,0.35656422
GBR,2002,0.35337168
GBR,2003,0.35539755
GBR,2004,0.34070185
GBR,2005,0.35810912
GBR,2006,0.2964732
GBR,2007,0.2600112
GBR,2008,0.25795114
GBR,2009,0.28552383
GBR,2010,0.27619404
GBR,2011,0.2608282
GBR,2012,0.26446033
GBR,2013,0.24716826
GBR,2014,0.23849216
GBR,2015,0.23301497
GBR,2016,0.22802013
GBR,2017,0.22304466
GBR,2018,0.22238892
GBR,2019,0.22202054
GBR,2020,0.2271654
GBR,2023,
USA,1985,0.8902299
USA,1989,0.89358735
USA,1990,0.8603904
USA,1991,0.826603
USA,1992,0.73958236
USA,1993,0.6929817
USA,1994,0.6478959
USA,1995,0.6098303
USA,1996,0.58040917
USA,1997,0.56068724
USA,1998,0.5772867
USA,1999,0.5649506
USA,2000,0.51683205
USA,2001,0.4997545
USA,2002,0.51099974
USA,2003,0.5105067
USA,2004,0.5030975
USA,2005,0.5227978
USA,2006,0.5014559
USA,2007,0.51516646
USA,2008,0.5049672
USA,2009,0.50775236
USA,2010,0.5045339
USA,2011,0.48394638
USA,2012,0.4705544
USA,2013,0.4477045
USA,2014,0.42747894
USA,2015,0.41312197
USA,2016,0.4096247
USA,2017,0.40908524
USA,2018,0.4118112
USA,2019,0.41090617
USA,2020,0.41097572
USA,2023,
VIR,2023,
URY,1985,1.057342
URY,1989,0.87485945
URY,1990,0.8053177
URY,1991,0.8006882
URY,1992,0.7962656
URY,1993,0.79206514
URY,1994,0.78795105
URY,1995,0.8308812
URY,1996,0.82712674
URY,1997,0.8081767
URY,1998,0.8187103
URY,1999,0.81500393
URY,2000,0.75317687
URY,2001,0.7574367
URY,2002,0.7563683
URY,2003,0.7588837
URY,2004,0.75903684
URY,2005,0.75843185
URY,2007,0.78601414
URY,2008,0.78434366
URY,2009,0.76854104
URY,2010,0.76657295
URY,2011,0.76500237
URY,2012,0.76303744
URY,2013,0.7607732
URY,2014,0.7582768
URY,2015,0.7556472
URY,2016,0.7531295
URY,2017,0.6492738
URY,2018,0.6510543
URY,2019,0.64760166
URY,2020,0.647266
URY,2023,
UZB,1992,0.18617599
UZB,1993,0.1864661
UZB,1994,0.089034356
UZB,1995,0.18195677
UZB,1996,0.19698587
UZB,1997,0.36196947
UZB,1998,0.41433802
UZB,1999,0.3840501
UZB,2000,0.31911886
UZB,2001,0.28696424
UZB,2002,0.28346524
UZB,2003,0.28003347
UZB,2004,0.28813678
UZB,2005,0.3452602
UZB,2006,0.32585505
UZB,2007,0.32131815
UZB,2008,0.3164243
UZB,2009,0.31138954
UZB,2010,0.3064949
UZB,2011,0.23592155
UZB,2012,0.23238437
UZB,2013,0.22877128
UZB,2014,0.22499466
UZB,2015,0.2211432
UZB,2016,0.21735997
UZB,2017,0.21370791
UZB,2018,0.2100487
UZB,2019,0.20628154
UZB,2020,0.20246336
UZB,2023,
VUT,2023,
VAT,2023,
VEN,1985,0.28061923
VEN,1989,0.3876195
VEN,1990,0.37827274
VEN,1991,0.35952
VEN,1992,0.36090827
VEN,1993,0.35286692
VEN,1994,0.34522212
VEN,1995,0.36046138
VEN,1996,0.34860027
VEN,1997,0.34152353
VEN,1998,0.3347274
VEN,1999,0.32825646
VEN,2000,0.32209846
VEN,2001,0.42153916
VEN,2002,0.4139863
VEN,2003,0.40667883
VEN,2004,0.31130427
VEN,2005,0.306133
VEN,2007,0.4159233
VEN,2008,0.40992892
VEN,2009,0.40438503
VEN,2010,0.39912453
VEN,2011,0.3940358
VEN,2012,0.38912103
VEN,2013,0.38445926
VEN,2014,0.8759165
VEN,2015,0.86675185
VEN,2016,0.8873527
VEN,2017,1.1221881
VEN,2018,1.1507155
VEN,2019,1.1852909
VEN,2020,1.205877
VEN,2023,
VNM,1985,1.7388927
VNM,1989,1.9486399
VNM,1990,1.6029432
VNM,1991,1.5547512
VNM,1992,1.2554884
VNM,1993,1.2315633
VNM,1994,0.9879423
VNM,1995,0.86329055
VNM,1996,0.85023314
VNM,1997,0.7504024
VNM,1998,0.69588673
VNM,1999,0.6868761
VNM,2000,0.6791614
VNM,2001,0.67205936
VNM,2002,0.66520953
VNM,2003,0.6585916
VNM,2005,0.610446
VNM,2006,0.6024254
VNM,2007,0.5918693
VNM,2008,0.58115137
VNM,2009,0.57251924
VNM,2010,0.59687775
VNM,2011,0.59004205
VNM,2012,0.58317316
VNM,2013,0.57633036
VNM,2014,0.5693746
VNM,2015,0.5623594
VNM,2016,0.5553188
VNM,2017,0.5484522
VNM,2018,0.54240936
VNM,2019,0.5371822
VNM,2020,0.5322232
VNM,2023,
WLF,2023,
ESH,2023,
YEM,1985,0.5596404
YEM,1989,0.46392837
YEM,1990,0.9144716
YEM,1991,0.88010114
YEM,1992,0.42696708
YEM,1993,0.41120887
YEM,1994,0.42726856
YEM,1995,0.41517282
YEM,1996,0.646908
YEM,1997,0.818512
YEM,1998,0.73891485
YEM,1999,0.71626097
YEM,2000,0.6945544
YEM,2001,0.61306924
YEM,2002,0.655146
YEM,2003,0.63710815
YEM,2004,0.6155206
YEM,2005,0.60552776
YEM,2006,0.58616036
YEM,2007,0.56747997
YEM,2008,0.54954034
YEM,2009,0.5318639
YEM,2010,0.5154304
YEM,2011,0.49994823
YEM,2012,0.4849895
YEM,2013,0.47044122
YEM,2014,0.066167615
YEM,2015,0.06418624
YEM,2016,0.062287875
YEM,2017,0.12087921
YEM,2018,0.058676608
YEM,2019,0.113923185
YEM,2020,0.11069655
YEM,2023,
ZMB,1985,0.23890603
ZMB,1989,0.22400309
ZMB,1990,0.20549406
ZMB,1991,0.20046099
ZMB,1992,0.19567978
ZMB,1993,0.19107053
ZMB,1994,0.18656246
ZMB,1995,0.2617887
ZMB,1996,0.25544167
ZMB,1997,0.24899817
ZMB,1998,0.24255554
ZMB,1999,0.23614053
ZMB,2000,0.22959638
ZMB,2001,0.22275716
ZMB,2002,0.21600494
ZMB,2003,0.17753805
ZMB,2004,0.14111651
ZMB,2005,0.13653313
ZMB,2006,0.13190971
ZMB,2007,0.12733744
ZMB,2008,0.12287584
ZMB,2009,0.1223097
ZMB,2010,0.11814805
ZMB,2011,0.114283815
ZMB,2012,0.110637486
ZMB,2013,0.10715016
ZMB,2014,0.10380444
ZMB,2015,0.10061568
ZMB,2016,0.09755013
ZMB,2017,0.0917364
ZMB,2018,0.089576244
ZMB,2019,0.08642206
ZMB,2020,0.083948284
ZMB,2023,
ZWE,1985,0.4719824
ZWE,1989,0.5169924
ZWE,1990,0.44390798
ZWE,1991,0.4324937
ZWE,1992,0.44848734
ZWE,1993,0.44197935
ZWE,1994,0.39547172
ZWE,1995,0.6177926
ZWE,1996,0.580733
ZWE,1997,0.5347509
ZWE,1998,0.5243983
ZWE,1999,0.51597995
ZWE,2000,0.51967686
ZWE,2001,0.5078579
ZWE,2002,0.47817558
ZWE,2003,0.41529462
ZWE,2004,0.40433946
ZWE,2005,0.40854308
ZWE,2006,0.4035959
ZWE,2007,0.39831233
ZWE,2008,0.39354596
ZWE,2009,0.38652518
ZWE,2010,0.38033912
ZWE,2011,0.37365657
ZWE,2012,0.36764073
ZWE,2013,0.36250082
ZWE,2014,0.3575623
ZWE,2015,0.35280332
ZWE,2016,0.3479394
ZWE,2017,0.34430543
ZWE,2018,0.33922213
ZWE,2019,0.33395913
ZWE,2020,0.32846355
ZWE,2023,
