COUNTRYCODE,YEAR,POPULATION,GDPVALUE,PERCAPITAGDP
FIN,1921,3170000.0,5973715000.0,1884.4526813880127
FIN,1922,3210000.0,6606226000.000001,2058.014330218069
FIN,1923,3243000.0,7091790000.0,2186.799259944496
FIN,1924,3272000.0,7277071000.000001,2224.043704156479
FIN,1925,3304000.0,7692356000.000001,2328.1949152542375
FIN,1926,3339000.0,7986250000.0,2391.808924827793
FIN,1927,3368000.0,8612372000.000002,2557.11757719715
FIN,1928,3396000.0,9193771000.0,2707.235276796231
FIN,1929,3424000.0,9302383999.999998,2716.8177570093453
FIN,1930,3449000.0,9193771000.0,2665.633806900551
FIN,1931,3476000.0,8970156000.0,2580.597238204833
FIN,1932,3503000.0,8931822000.0,2549.76363117328
FIN,1933,3526000.0,9525999000.0,2701.644639818491
FIN,1934,3549000.0,10605740000.0,2988.374189912651
FIN,1935,3576000.0,11059358999.999998,3092.6619127516774
FIN,1936,3601000.0,11806872000.000002,3278.77589558456
FIN,1937,3626000.0,12477717000.000002,3441.1795366795373
FIN,1938,3656000.0,13123006000.000002,3589.4436542669587
FIN,1939,3686000.0,12560774000.0,3407.6977753662504
FIN,1940,3698000.0,11909096000.000002,3220.415359653867
FIN,1941,3702000.0,12298825000.0,3322.210967044841
FIN,1942,3708000.0,12337159000.0,3327.173408845739
FIN,1943,3721000.0,13755517000.000002,3696.725880139748
FIN,1944,3735000.0,13761906000.0,3684.579919678715
FIN,1945,3758000.0,12963281000.0,3449.51596593933
FIN,1946,3806000.0,14017466000.0,3682.991592222806
FIN,1947,3859000.0,14343305000.0,3716.845037574501
FIN,1948,3912000.0,15480547000.000002,3957.195040899796
FIN,1949,3963000.0,16419730000.0,4143.257633106233
FIN,1950,4008900.0,17051000000.0,4253.28643767617
FIN,1951,4047300.0,18501000000.0,4571.195611889408
FIN,1952,4090500.0,19121000000.0,4674.489671189341
FIN,1953,4139399.9999999995,19255000000.0,4651.640334347974
FIN,1954,4186899.9999999995,20941000000.0,5001.5524612481795
FIN,1955,4234900.0,22008000000.0,5196.8169260195045
FIN,1956,4281700.0,22673000000.0,5295.326622603172
FIN,1957,4324000.0,23739000000.0,5490.055504162812
FIN,1958,4359800.0,23867000000.0,5474.333685031424
FIN,1959,4394700.0,25285000000.0,5753.521287004802
FIN,1960,4429600.0,27598000000.0,6230.359400397327
FIN,1961,4461004.0,29701000000.0,6657.918262346324
FIN,1962,4491443.0,30627000000.0,6818.966643904865
FIN,1963,4523309.0,31636000000.0,6993.994882949628
FIN,1964,4548544.0,33235000000.0,7306.733759198548
FIN,1965,4563732.0,35002000000.0,7669.600230688393
FIN,1966,4580869.0,35843000000.0,7824.497928231522
FIN,1967,4605744.0,36600000000.0,7946.5988556897655
FIN,1968,4626469.0,37442000000.0,8092.997056718634
FIN,1969,4623785.0,41048000000.0,8877.575406295926
FIN,1970,4606307.0,44114000000.0,9576.869279446637
FIN,1971,4612124.0,45036000000.0,9764.69843395364
FIN,1972,4639657.0,48473000000.0,10447.53954872095
FIN,1973,4666081.0,51724000000.0,11085.105466450324
FIN,1974,4690574.0,53291000000.0,11361.296080181231
FIN,1975,4711439.0,53905000000.0,11441.302752725864
FIN,1976,4725664.0,53676000000.0,11358.403813728612
FIN,1977,4738902.0,53808000000.0,11354.52896050604
FIN,1978,4752528.0,54934000000.0,11558.900862867087
FIN,1979,4764690.0,58756000000.0,12331.5472779971
FIN,1980,4779535.0,61890000000.0,12948.95842377972
FIN,1981,4799964.0,63043000000.0,13134.056838759625
FIN,1982,4826933.0,65090000000.0,13484.753154850088
FIN,1983,4855787.0,66849000000.0,13766.872393702606
FIN,1984,4881788.0,68866000000.0,14106.716637428746
FIN,1985,4901783.0,71184000000.0,14522.062686169502
FIN,1986,4917386.0,72873000000.0,14819.458956445556
FIN,1987,4931729.0,75861000000.0,15382.232073173524
FIN,1988,4946633.0,79581000000.0,16087.91272770792
FIN,1989,4962441.0,84092000000.0,16945.69265407891
FIN,1990,4986431.0,84103000000.0,16866.371960225664
FIN,1991,5013786.0,78731047625.2163,15702.913452073202
FIN,1992,5041039.0,75731065529.78079,15022.908081008856
FIN,1993,5064846.0,74790215113.85823,14766.532904230105
FIN,1994,5086044.0,77733388209.82114,15283.664122807653
FIN,1995,5104654.0,80411971445.22684,15752.678133567295
FIN,1996,5120310.0,83461512557.9585,16300.089751979567
FIN,1997,5134406.0,88627968132.4408,17261.581599203648
FIN,1998,5146983.0,93640000000.0,18193.18229727978
FIN,1999,5158097.0,97261000000.0,18855.985065810124
FIN,2000,5168595.0,102185000000.0,19770.363125762415
FIN,2001,5180309.0,104880000000.0,20245.896528566154
FIN,2002,5193039.0,106570000000.0,20521.702224843684
FIN,2003,5204405.0,108490000000.0,20845.802738257305
FIN,2004,5214512.0,112500000000,21574.4061956325
FIN,2005,5223442.0,115650000000,22140.573208240847
FIN,2006,5231372.0,121317000000,23190.283543208167
FIN,2007,5238460.0,126412000000,24131.519568728214
FIN,2008,5244749.0,127676000000,24343.58631843011
FIN,2009,5250000,,
FIN,2030,5201445.0,,
FJI,1,,,
FJI,1000,,,
FJI,1500,,,
FJI,1600,,,
FJI,1700,,,
FJI,1820,,,
FJI,1821,,,
FJI,1822,,,
FJI,1823,,,
FJI,1824,,,
FJI,1825,,,
FJI,1826,,,
FJI,1827,,,
FJI,1828,,,
FJI,1829,,,
FJI,1830,,,
FJI,1831,,,
FJI,1832,,,
FJI,1833,,,
FJI,1834,,,
FJI,1835,,,
FJI,1836,,,
FJI,1837,,,
FJI,1838,,,
FJI,1839,,,
FJI,1840,,,
FJI,1841,,,
FJI,1842,,,
FJI,1843,,,
FJI,1844,,,
FJI,1845,,,
FJI,1846,,,
FJI,1847,,,
FJI,1848,,,
FJI,1849,,,
FJI,1850,,,
FJI,1851,,,
FJI,1852,,,
FJI,1853,,,
FJI,1854,,,
FJI,1855,,,
FJI,1856,,,
FJI,1857,,,
FJI,1858,,,
FJI,1859,,,
FJI,1860,,,
FJI,1861,,,
FJI,1862,,,
FJI,1863,,,
FJI,1864,,,
FJI,1865,,,
FJI,1866,,,
FJI,1867,,,
FJI,1868,,,
FJI,1869,,,
FJI,1870,,,
FJI,1871,,,
FJI,1872,,,
FJI,1873,,,
FJI,1874,,,
FJI,1875,,,
FJI,1876,,,
FJI,1877,,,
FJI,1878,,,
FJI,1879,,,
FJI,1880,,,
FJI,1881,,,
FJI,1882,,,
FJI,1883,,,
FJI,1884,,,
FJI,1885,,,
FJI,1886,,,
FJI,1887,,,
FJI,1888,,,
FJI,1889,,,
FJI,1890,,,
FJI,1891,,,
FJI,1892,,,
FJI,1893,,,
FJI,1894,,,
FJI,1895,,,
FJI,1896,,,
FJI,1897,,,
FJI,1898,,,
FJI,1899,,,
FJI,1900,,,
FJI,1901,,,
FJI,1902,,,
FJI,1903,,,
FJI,1904,,,
FJI,1905,,,
FJI,1906,,,
FJI,1907,,,
FJI,1908,,,
FJI,1909,,,
FJI,1910,,,
FJI,1911,,,
FJI,1912,,,
FJI,1913,,,
FJI,1914,,,
FJI,1915,,,
FJI,1916,,,
FJI,1917,,,
FJI,1918,,,
FJI,1919,,,
FJI,1920,,,
FJI,1921,,,
FJI,1922,,,
FJI,1923,,,
FJI,1924,,,
FJI,1925,,,
FJI,1926,,,
FJI,1927,,,
FJI,1928,,,
FJI,1929,,,
FJI,1930,,,
FJI,1931,,,
FJI,1932,,,
FJI,1933,,,
FJI,1934,,,
FJI,1935,,,
FJI,1936,,,
FJI,1937,,,
FJI,1938,,,
FJI,1939,,,
FJI,1940,,,
FJI,1941,,,
FJI,1942,,,
FJI,1943,,,
FJI,1944,,,
FJI,1945,,,
FJI,1946,,,
FJI,1947,,,
FJI,1948,,,
FJI,1949,,,
FJI,1950,287348.0,,
FJI,1951,295212.0,,
FJI,1952,303594.0,,
FJI,1953,312528.0,,
FJI,1954,322045.0,,
FJI,1955,332185.0,,
FJI,1956,342987.0,,
FJI,1957,354495.0,,
FJI,1958,366755.0,,
FJI,1959,379819.0,,
FJI,1960,393348.0,,
FJI,1961,407359.0,,
FJI,1962,421869.0,,
FJI,1963,436455.0,,
FJI,1964,450647.0,,
FJI,1965,463444.0,,
FJI,1966,474000.0,,
FJI,1967,485000.0,,
FJI,1968,495000.0,,
FJI,1969,506000.0,,
FJI,1970,521000.0,,
FJI,1971,533000.0,,
FJI,1972,544000.0,,
FJI,1973,556000.0,,
FJI,1974,565000.0,,
FJI,1975,576000.0,,
FJI,1976,585000.0,,
FJI,1977,599339.0,,
FJI,1978,610845.0,,
FJI,1979,622328.0,,
FJI,1980,634506.0,,
FJI,1981,646772.0,,
FJI,1982,658906.0,,
FJI,1983,671914.0,,
FJI,1984,685572.0,,
FJI,1985,698942.0,,
FJI,1986,712989.0,,
FJI,1987,719727.0,,
FJI,1988,726241.0,,
FJI,1989,732483.0,,
FJI,1990,738416.0,,
FJI,1991,744210.0,,
FJI,1992,750579.0,,
FJI,1993,758049.0,,
FJI,1994,766603.0,,
FJI,1995,776225.0,,
FJI,1996,786915.0,,
FJI,1997,798195.0,,
FJI,1998,809591.0,,
FJI,1999,821116.0,,
FJI,2000,832777.0,,
FJI,2001,844603.0,,
FJI,2002,856612.0,,
FJI,2003,868790.0,,
FJI,2004,881123.0,,
FJI,2005,893586.0,,
FJI,2006,906163.0,,
FJI,2007,918878.0,,
FJI,2008,931741.0,,
FJI,2009,945000,,
FJI,2030,1217597.0,,
FRA,1,5000000.0,2366000000.0,473.2
FRA,1000,6500000.0,2763000000.0,425.0769230769231
FRA,1500,15000000.0,10912000000.0,727.4666666666667
FRA,1600,18500000.0,15559000000.0,841.027027027027
FRA,1700,21471000.0,19539000000.0,910.0181640352102
FRA,1820,31250000.0,35468000000.0,1134.9759999999999
FRA,1821,31460000.0,38524000000.0,1224.53909726637
FRA,1822,31685000.0,37267000000.0,1176.1716900741676
FRA,1823,31905000.0,38706000000.0,1213.1640808650682
FRA,1824,32127000,40025000000.0,1245.836835060852
FRA,1825,32350000.0,38526000000.0,1190.9119010819165
FRA,1826,32538000.0,39783000000.0,1222.6627328047207
FRA,1827,32727000.0,39179000000.0,1197.1460873285055
FRA,1828,32917000.0,39158000000.0,1189.5980800194427
FRA,1829,33108000.0,40415000000.0,1220.7019451492088
FRA,1830,33300000.0,39655000000.0,1190.8408408408409
FRA,1831,33439000.0,40378000000.0,1207.5121863692095
FRA,1832,33598000.0,44090000000.0,1312.2804928864814
FRA,1833,33718000.0,43416000000.0,1287.6208553294978
FRA,1834,33859000.0,43663000000.0,1289.5537375586994
FRA,1835,34000000.0,45312000000.0,1332.7058823529412
FRA,1836,34178000.0,44803000000.0,1310.872491076131
FRA,1837,34357000.0,45669000000.0,1329.248770265157
FRA,1838,34537000.0,47899000000.0,1386.8894229377188
FRA,1839,34718000.0,46367000000.0,1335.532000691284
FRA,1840,34900000.0,49828000000.0,1427.7363896848137
FRA,1841,35059000.0,51045000000.0,1455.9742148948915
FRA,1842,35218000.0,49933000000.0,1417.826111647453
FRA,1843,35378000.0,52595000000.0,1486.658375261462
FRA,1844,35539000.0,54497000000.0,1533.4421339936407
FRA,1845,35700000.0,52833000000.0,1479.9159663865546
FRA,1846,35829000.0,52965000000.0,1478.2717910072847
FRA,1847,35959000.0,58806000000.0,1635.3624961762007
FRA,1848,36089000.0,55198000000.0,1529.4965224860762
FRA,1849,36219000.0,56933000000.0,1571.9097711146085
FRA,1850,36350000.0,58039000000.0,1596.6712517193948
FRA,1851,36479000.0,57188000000.0,1567.6964829079745
FRA,1852,36609000.0,60931000000.0,1664.3721489251277
FRA,1853,36739000.0,57969000000.0,1577.860039739786
FRA,1854,36869000.0,60763000000.0,1648.0783313895142
FRA,1855,37000000.0,59842000000.0,1617.3513513513512
FRA,1856,37060000.0,62469000000.0,1685.6179168915273
FRA,1857,37120000.0,66038000000.0,1779.040948275862
FRA,1858,37180000.0,70645000000.0,1900.080688542227
FRA,1859,37240000.0,66046000000.0,1773.5230934479055
FRA,1860,37300000.0,70577000000.0,1892.1447721179625
FRA,1861,37390000.0,66154000000.0,1769.296603369885
FRA,1862,37520000.0,71812000000.0,1913.9658848614072
FRA,1863,37710000.0,74416000000.0,1973.3757623972422
FRA,1864,37860000.0,75256000000.0,1987.744321183307
FRA,1865,38020000.0,73157000000,1924.1714886901632
FRA,1866,38080000.0,73651000000.0,1934.1123949579833
FRA,1867,38230000.0,69308000000.0,1812.9217891708083
FRA,1868,38330000.0,75958000000.0,1981.6853639446908
FRA,1869,38890000.0,78029000000.0,2006.4026742093083
FRA,1870,38440000.0,72100011000.0,1875.6506503642038
FRA,1871,37731000.0,71666544000.00002,1899.4074898624476
FRA,1872,37679000.0,78313038000.0,2078.426656758407
FRA,1873,37887000.0,72822455999.99998,1922.0961279594583
FRA,1874,38044000.0,82069752000.0,2157.2324676690146
FRA,1875,38221000.0,84815043000.0,2219.069176630648
FRA,1876,38398000.0,77879571000.0,2028.2194645554457
FRA,1877,38576000.0,82069752000.0,2127.4821650767317
FRA,1878,38763000.0,81058329000.0,2091.1263060134665
FRA,1879,38909000.0,76001214000.0,1953.3067927728805
FRA,1880,39045000.0,82792196999.99998,2120.430195927775
FRA,1881,39191000.0,85970955000.0,2193.6402490367686
FRA,1882,39337000.0,90016647000.0,2288.3455016905205
FRA,1883,39472000.0,90305625000.0,2287.840114511552
FRA,1884,39629000.0,89294201999.99998,2253.2539806707205
FRA,1885,39733000.0,87704823000.0,2207.354667404928
FRA,1886,39858000.0,89149713000.0,2236.6830498268855
FRA,1887,39889000.0,89727669000.00002,2249.433904083833
FRA,1888,39920000.0,90594603000.0,2269.403882765531
FRA,1889,40004000.0,92906427000.0,2322.428432156784
FRA,1890,40014000.0,95073761999.99998,2376.012445644024
FRA,1891,39983000.0,97241097000.0,2432.0610509466524
FRA,1892,39993000.0,99697410000.0,2492.87150251294
FRA,1893,40014000.0,101431278000.0,2534.8947368421054
FRA,1894,40056000.0,105187992000.0,2626.0233672858
FRA,1895,40098000.0,103020656999.99998,2569.2218315127934
FRA,1896,40192000.0,107933283000.00002,2685.4419536226114
FRA,1897,40348000.0,106488393000.00002,2639.248364231189
FRA,1898,40473000.0,111689996999.99998,2759.617448669483
FRA,1899,40546000.0,118047513000.0,2911.446579194002
FRA,1900,40598000.0,116747112000.0,2875.6862899650228
FRA,1901,40640000.0,114868755000.0,2826.4949557086616
FRA,1902,40713000.0,112990398000.0,2775.290398644168
FRA,1903,40786000.0,115446711000.00002,2830.547516304615
FRA,1904,40859000.0,116313645000.0,2846.708069213637
FRA,1905,40890000.0,118336491000.00002,2894.020322817315
FRA,1906,40942000.0,120503826000.00002,2943.2813736505304
FRA,1907,40942000.0,125705430000.0,3070.3294904987542
FRA,1908,41046000.0,124982985000.0,3044.949203332846
FRA,1909,41109000.0,130184588999.99998,3166.8147850835576
FRA,1910,41224000.0,122237693999.99998,2965.207015330875
FRA,1911,41307000.0,134230281000.00002,3249.5770934708407
FRA,1912,41359000.0,145355933999.99997,3514.4934355279374
FRA,1913,41463000.0,144489000000.0,3484.769553577889
FRA,1914,41476000.0,134230281000.00002,3236.3362185360215
FRA,1915,40481000.0,131484989999.99998,3248.06674736296
FRA,1916,39884000.0,138131484000.0,3463.3307592016845
FRA,1917,39288000.0,117036090000.0,2978.927153329261
FRA,1918,38542000.0,92328470999.99998,2395.528799750921
FRA,1919,38700000.0,108800216999.99998,2811.3751162790695
FRA,1920,39000000.0,125849918999.99998,3226.9209999999994
FRA,1921,39240000.0,120648315000.0,3074.625764525994
FRA,1922,39420000.0,142321665000.0,3610.3923135464233
FRA,1923,39880000.0,149690604000.0,3753.525677031093
FRA,1924,40310000.0,168474174000.0,4179.463507814437
FRA,1925,40610000.0,169196618999.99997,4166.3782073380935
FRA,1926,40870000.0,173675778000.00003,4249.4685099094695
FRA,1927,40940000.0,170063553000.0,4153.970517830973
FRA,1928,41050000.0,181911651000.0,4431.465310596834
FRA,1929,41230000.0,194193216000.0,4709.9979626485565
FRA,1930,41610000.0,188558145000.0,4531.558399423215
FRA,1931,41860000.0,177288003000.0,4235.260463449594
FRA,1932,41860000.0,165728883000.0,3959.122861920688
FRA,1933,41890000.0,177576981000.00003,4239.125829553594
FRA,1934,41950000.0,175843113000.0,4191.7309415971395
FRA,1935,41940000.0,171363954000.0,4085.931187410586
FRA,1936,41910000.0,177865958999.99997,4243.998067287043
FRA,1937,41930000.0,188124677999.99997,4486.636727879799
FRA,1938,41960000.0,187402232999.99997,4466.2114632983785
FRA,1939,41900000.0,200839710000.0,4793.310501193317
FRA,1940,41000000.0,165728883000.0,4042.1678780487805
FRA,1941,39600000.0,131051523000.0,3309.3818939393936
FRA,1942,39400000.0,117469556999.99998,2981.460837563451
FRA,1943,39000000.0,111545508000.0,2860.141230769231
FRA,1944,38900000.0,94206828000.00002,2421.7693573264783
FRA,1945,39700000.0,102153723000.00002,2573.141637279597
FRA,1946,40290000.0,155325675000.0,3855.1917349218165
FRA,1947,40680000.0,168329685000.0,4137.8978613569325
FRA,1948,41110000.0,180611250000.0,4393.3653612259795
FRA,1949,41480000.0,205174380000.0,4946.344744455159
FRA,1950,42518000.0,220492000000.0,5185.850698527683
FRA,1951,42862000.0,234074000000.0,5461.107741122672
FRA,1952,43184000.0,240287000000.0,5564.2599110781775
FRA,1953,43495000.0,247223000000.0,5683.9406828371075
FRA,1954,43822000.0,259215000000.0,5915.179590160194
FRA,1955,44218000.0,274098000000.0,6198.787823963092
FRA,1956,44657000.0,287969000000.0,6448.462727008084
FRA,1957,45152000.0,305308000000.0,6761.782423812899
FRA,1958,45654000.0,312966000000.0,6855.171507425418
FRA,1959,46129000.0,321924000000.0,6978.776908235601
FRA,1960,46584000.0,344609000000.0,7397.582861068177
FRA,1961,47128000.0,363754000000.0,7718.426413172637
FRA,1962,48089000.0,387937000000.0,8067.063153735782
FRA,1963,48799000.0,408090000000.0,8362.67136621652
FRA,1964,49357000.0,435296000000.0,8819.336669570679
FRA,1965,49802000.0,456456000000.0,9165.415043572548
FRA,1966,50254000.0,479631000000.0,9544.135790185856
FRA,1967,50650000.0,501799000000.0,9907.186574531095
FRA,1968,51034000.0,523967000000.0,10267.018066387114
FRA,1969,51470000.0,560280000000.0,10885.56440645036
FRA,1970,51918000.0,592389000000.0,11410.088986478679
FRA,1971,52432000.0,621055000000.0,11844.961092462618
FRA,1972,52894000.0,648668000000.0,12263.545959844218
FRA,1973,53333000.0,683965000000.0,12824.42390264939
FRA,1974,53690000.0,704012000000.0,13112.534922704413
FRA,1975,53955000.0,699106000000.0,12957.205078305997
FRA,1976,54159000.0,729326000000.0,13466.38601155856
FRA,1977,54378000.0,756545000000.0,13912.703666924124
FRA,1978,54602000.0,777544000000.0,14240.210981282737
FRA,1979,54836000.0,802491000000.0,14634.38252243052
FRA,1980,55110000.0,813763000000.0,14766.158591907095
FRA,1981,55399000.0,822116000000.0,14839.906857524504
FRA,1982,55697000.0,842787000000.0,15131.64084241521
FRA,1983,55929000.0,852644000000.0,15245.114341397128
FRA,1984,56246000.0,865172000000.0,15381.929381644917
FRA,1985,56490000.0,877305000000.0,15530.270844397239
FRA,1986,56725000.0,898129000000.0,15833.036579991185
FRA,1987,56989000.0,920822000000.0,16157.8901191458
FRA,1988,57255000.0,961287000000.0,16789.572963059996
FRA,1989,57821000.0,1000286000000.0,17299.70080074713
FRA,1990,58168000.0,1026491000000.0,17647.005226241236
FRA,1991,58514000.0,1038922027021.1327,17755.101805057468
FRA,1992,58859000.0,1059124659276.3506,17994.26866369375
FRA,1993,59169000.0,1048641288970.2288,17722.815815211154
FRA,1994,59445000.0,1070472680819.5603,18007.78334291463
FRA,1995,59712000.0,1095671864693.3175,18349.274261343075
FRA,1996,59981000.0,1107663816486.6953,18466.911463408334
FRA,1997,60254000.0,1134262273241.3977,18824.680075038963
FRA,1998,60535000.0,1163069000000.0,19213.165937061207
FRA,1999,60824000.0,1201508000000.0,19753.847165592528
FRA,2000,61137000.0,1248521000000.0,20421.69226491323
FRA,2001,61479000.0,1271617000000.0,20683.76193496966
FRA,2002,61829000.0,1284653000000.0,20777.515405392292
FRA,2003,62171000.0,1298819000000.0,20891.074616782746
FRA,2004,62534000.0,1329614000000,21262.257332011388
FRA,2005,62912000.0,1354877000000,21536.066251271615
FRA,2006,63293000.0,1387394000000,21920.18074668605
FRA,2007,63682000.0,1419304000000,22287.365346565748
FRA,2008,64058000.0,1423562000000,22223.01664116894
FRA,2009,64420000,,
FRA,2030,69249000.0,,
FRO,1,,,
FRO,1000,,,
FRO,1500,,,
FRO,1600,,,
FRO,1700,,,
FRO,1820,,,
FRO,1821,,,
FRO,1822,,,
FRO,1823,,,
FRO,1824,,,
FRO,1825,,,
FRO,1826,,,
FRO,1827,,,
FRO,1828,,,
FRO,1829,,,
FRO,1830,,,
FRO,1831,,,
FRO,1832,,,
FRO,1833,,,
FRO,1834,,,
FRO,1835,,,
FRO,1836,,,
FRO,1837,,,
FRO,1838,,,
FRO,1839,,,
FRO,1840,,,
FRO,1841,,,
FRO,1842,,,
FRO,1843,,,
FRO,1844,,,
FRO,1845,,,
FRO,1846,,,
FRO,1847,,,
FRO,1848,,,
FRO,1849,,,
FRO,1850,,,
FRO,1851,,,
FRO,1852,,,
FRO,1853,,,
FRO,1854,,,
FRO,1855,,,
FRO,1856,,,
FRO,1857,,,
FRO,1858,,,
FRO,1859,,,
FRO,1860,,,
FRO,1861,,,
FRO,1862,,,
FRO,1863,,,
FRO,1864,,,
FRO,1865,,,
FRO,1866,,,
FRO,1867,,,
FRO,1868,,,
FRO,1869,,,
FRO,1870,,,
FRO,1871,,,
FRO,1872,,,
FRO,1873,,,
FRO,1874,,,
FRO,1875,,,
FRO,1876,,,
FRO,1877,,,
FRO,1878,,,
FRO,1879,,,
FRO,1880,,,
FRO,1881,,,
FRO,1882,,,
FRO,1883,,,
FRO,1884,,,
FRO,1885,,,
FRO,1886,,,
FRO,1887,,,
FRO,1888,,,
FRO,1889,,,
FRO,1890,,,
FRO,1891,,,
FRO,1892,,,
FRO,1893,,,
FRO,1894,,,
FRO,1895,,,
FRO,1896,,,
FRO,1897,,,
FRO,1898,,,
FRO,1899,,,
FRO,1900,,,
FRO,1901,,,
FRO,1902,,,
FRO,1903,,,
FRO,1904,,,
FRO,1905,,,
FRO,1906,,,
FRO,1907,,,
FRO,1908,,,
FRO,1909,,,
FRO,1910,,,
FRO,1911,,,
FRO,1912,,,
FRO,1913,,,
FRO,1914,,,
FRO,1915,,,
FRO,1916,,,
FRO,1917,,,
FRO,1918,,,
FRO,1919,,,
FRO,1920,,,
FRO,1921,,,
FRO,1922,,,
FRO,1923,,,
FRO,1924,,,
FRO,1925,,,
FRO,1926,,,
FRO,1927,,,
FRO,1928,,,
FRO,1929,,,
FRO,1930,,,
FRO,1931,,,
FRO,1932,,,
FRO,1933,,,
FRO,1934,,,
FRO,1935,,,
FRO,1936,,,
FRO,1937,,,
FRO,1938,,,
FRO,1939,,,
FRO,1940,,,
FRO,1941,,,
FRO,1942,,,
FRO,1943,,,
FRO,1944,,,
FRO,1945,,,
FRO,1946,,,
FRO,1947,,,
FRO,1948,,,
FRO,1949,,,
FRO,1950,31500.0,,
FRO,1951,32100.0,,
FRO,1952,32500.0,,
FRO,1953,32600.0,,
FRO,1954,32700.000000000004,,
FRO,1955,32600.0,,
FRO,1956,32700.000000000004,,
FRO,1957,33100.0,,
FRO,1958,33800.0,,
FRO,1959,34500.0,,
FRO,1960,34700.0,,
FRO,1961,35000.0,,
FRO,1962,35500.0,,
FRO,1963,35900.0,,
FRO,1964,35400.0,,
FRO,1965,37000.0,,
FRO,1966,37300.0,,
FRO,1967,37500.0,,
FRO,1968,38000.0,,
FRO,1969,38400.0,,
FRO,1970,38600.0,,
FRO,1971,38682.0,,
FRO,1972,38946.0,,
FRO,1973,39481.0,,
FRO,1974,40120.0,,
FRO,1975,40826.0,,
FRO,1976,41393.0,,
FRO,1977,41860.0,,
FRO,1978,42481.0,,
FRO,1979,43045.0,,
FRO,1980,43453.0,,
FRO,1981,43858.0,,
FRO,1982,44246.0,,
FRO,1983,44571.0,,
FRO,1984,45063.0,,
FRO,1985,45574.0,,
FRO,1986,46054.0,,
FRO,1987,46683.0,,
FRO,1988,47090.0,,
FRO,1989,47279.0,,
FRO,1990,47439.0,,
FRO,1991,47571.0,,
FRO,1992,47780.0,,
FRO,1993,46085.0,,
FRO,1994,44504.0,,
FRO,1995,43537.0,,
FRO,1996,43590.0,,
FRO,1997,44048.0,,
FRO,1998,44560.0,,
FRO,1999,45115.0,,
FRO,2000,45794.0,,
FRO,2001,46590.0,,
FRO,2002,47349.0,,
FRO,2003,47954.0,,
FRO,2004,48290.0,,
FRO,2005,48307.0,,
FRO,2006,48322.0,,
FRO,2007,48489.0,,
FRO,2008,48668.0,,
FRO,2009,49000,,
FRO,2030,54563.0,,
FSM,1,,,
FSM,1000,,,
FSM,1500,,,
FSM,1600,,,
FSM,1700,,,
FSM,1820,,,
FSM,1821,,,
FSM,1822,,,
FSM,1823,,,
FSM,1824,,,
FSM,1825,,,
FSM,1826,,,
FSM,1827,,,
FSM,1828,,,
FSM,1829,,,
FSM,1830,,,
FSM,1831,,,
FSM,1832,,,
FSM,1833,,,
FSM,1834,,,
FSM,1835,,,
FSM,1836,,,
FSM,1837,,,
FSM,1838,,,
FSM,1839,,,
FSM,1840,,,
FSM,1841,,,
FSM,1842,,,
FSM,1843,,,
FSM,1844,,,
FSM,1845,,,
FSM,1846,,,
FSM,1847,,,
FSM,1848,,,
FSM,1849,,,
FSM,1850,,,
FSM,1851,,,
FSM,1852,,,
FSM,1853,,,
FSM,1854,,,
FSM,1855,,,
FSM,1856,,,
FSM,1857,,,
FSM,1858,,,
FSM,1859,,,
FSM,1860,,,
FSM,1861,,,
FSM,1862,,,
FSM,1863,,,
FSM,1864,,,
FSM,1865,,,
FSM,1866,,,
FSM,1867,,,
FSM,1868,,,
FSM,1869,,,
FSM,1870,,,
FSM,1871,,,
FSM,1872,,,
FSM,1873,,,
FSM,1874,,,
FSM,1875,,,
FSM,1876,,,
FSM,1877,,,
FSM,1878,,,
FSM,1879,,,
FSM,1880,,,
FSM,1881,,,
FSM,1882,,,
FSM,1883,,,
FSM,1884,,,
FSM,1885,,,
FSM,1886,,,
FSM,1887,,,
FSM,1888,,,
FSM,1889,,,
FSM,1890,,,
FSM,1891,,,
FSM,1892,,,
FSM,1893,,,
FSM,1894,,,
FSM,1895,,,
FSM,1896,,,
FSM,1897,,,
FSM,1898,,,
FSM,1899,,,
FSM,1900,,,
FSM,1901,,,
FSM,1902,,,
FSM,1903,,,
FSM,1904,,,
FSM,1905,,,
FSM,1906,,,
FSM,1907,,,
FSM,1908,,,
FSM,1909,,,
FSM,1910,,,
FSM,1911,,,
FSM,1912,,,
FSM,1913,,,
FSM,1914,,,
FSM,1915,,,
FSM,1916,,,
FSM,1917,,,
FSM,1918,,,
FSM,1919,,,
FSM,1920,,,
FSM,1921,,,
FSM,1922,,,
FSM,1923,,,
FSM,1924,,,
FSM,1925,,,
FSM,1926,,,
FSM,1927,,,
FSM,1928,,,
FSM,1929,,,
FSM,1930,,,
FSM,1931,,,
FSM,1932,,,
FSM,1933,,,
FSM,1934,,,
FSM,1935,,,
FSM,1936,,,
FSM,1937,,,
FSM,1938,,,
FSM,1939,,,
FSM,1940,,,
FSM,1941,,,
FSM,1942,,,
FSM,1943,,,
FSM,1944,,,
FSM,1945,,,
FSM,1946,,,
FSM,1947,,,
FSM,1948,,,
FSM,1949,,,
FSM,1950,30715.0,,
FSM,1951,31674.0,,
FSM,1952,32664.0,,
FSM,1953,33684.0,,
FSM,1954,34736.0,,
FSM,1955,35821.0,,
FSM,1956,36940.0,,
